"param","truth","mean","sd","q025","q975","bias","abs_bias","covered","method","xsd"
"eta",0.4,0.3262922536,0.205275944383293,0.08701786,0.867422075,-0.0737077464,0.0737077464,TRUE,"Proposed",0.5
"beta1",1,1.139145256,0.236237603426523,0.644316,1.60595525,0.139145256,0.139145256,TRUE,"Naive",0.5
"beta2",2,2.23995214,0.225610105946799,1.7866495,2.69208475,0.23995214,0.23995214,TRUE,"Naive",0.5
"beta3",3,3.08478117,0.228378019083123,2.6431805,3.514034,0.0847811699999999,0.0847811699999999,TRUE,"Naive",0.5
"beta4",-4,-3.8237331,0.242940059051779,-4.30785625,-3.35746575,0.1762669,0.1762669,TRUE,"Naive",0.5
"beta5",-5,-4.86587534,0.274386276330145,-5.381739,-4.31795925,0.13412466,0.13412466,TRUE,"Naive",0.5
"beta6",0,-0.50259100257,0.205515113485655,-0.9130842,-0.0978893850000001,-0.50259100257,0.50259100257,FALSE,"Naive",0.5
"beta7",0,-0.134409793729,0.222420572469359,-0.5761953,0.289392675,-0.134409793729,0.134409793729,TRUE,"Naive",0.5
"beta8",0,-0.062967156183,0.204118390831953,-0.46213575,0.34315415,-0.062967156183,0.062967156183,TRUE,"Naive",0.5
"beta9",0,-0.1589563512017,0.201607686007291,-0.550698775,0.22548895,-0.1589563512017,0.1589563512017,TRUE,"Naive",0.5
"beta10",0,0.115829464712,0.214439179113,-0.295996975,0.539478325,0.115829464712,0.115829464712,TRUE,"Naive",0.5
"beta11",0,0.228282508381,0.216412463911144,-0.16210115,0.657645375,0.228282508381,0.228282508381,TRUE,"Naive",0.5
"beta12",0,0.1191840081338,0.219702721877266,-0.3215945,0.5504835,0.1191840081338,0.1191840081338,TRUE,"Naive",0.5
"beta13",0,0.299051182106,0.204489696613056,-0.113901675,0.682470075,0.299051182106,0.299051182106,TRUE,"Naive",0.5
"beta14",0,0.570221136724,0.221770950308413,0.138517375,1.00448525,0.570221136724,0.570221136724,FALSE,"Naive",0.5
"beta15",0,0.209135763595,0.193125144587791,-0.18039605,0.58728645,0.209135763595,0.209135763595,TRUE,"Naive",0.5
"beta16",0,0.14791217205,0.206947302298676,-0.271628575,0.558155325,0.14791217205,0.14791217205,TRUE,"Naive",0.5
"beta17",0,-0.09170964107,0.225836590051574,-0.531322525,0.34554955,-0.09170964107,0.09170964107,TRUE,"Naive",0.5
"beta18",0,0.52267635857,0.219592968965397,0.092659355,0.9607428,0.52267635857,0.52267635857,FALSE,"Naive",0.5
"beta19",0,-0.00671183169799999,0.215090137238666,-0.430556925,0.4213222,-0.00671183169799999,0.00671183169799999,TRUE,"Naive",0.5
"beta20",0,-0.33427595965,0.220756619849502,-0.75334985,0.0911887624999998,-0.33427595965,0.33427595965,TRUE,"Naive",0.5
"beta1",1,0.66098593,0.234969656779492,0.215145225,1.153267,-0.33901407,0.33901407,TRUE,"Proposed",0.5
"beta2",2,1.81131569,0.237671739774866,1.36915625,2.26123425,-0.18868431,0.18868431,TRUE,"Proposed",0.5
"beta3",3,2.99717537,0.271241478654364,2.5045915,3.5457765,-0.00282463000000011,0.00282463000000011,TRUE,"Proposed",0.5
"beta4",-4,-3.86986357,0.238999323114113,-4.337005,-3.40911925,0.13013643,0.13013643,TRUE,"Proposed",0.5
"beta5",-5,-5.52210893,0.291700931686723,-6.09015075,-4.95109225,-0.52210893,0.52210893,TRUE,"Proposed",0.5
"beta6",0,-0.341475468799,0.234487680158716,-0.81295735,0.110703425,-0.341475468799,0.341475468799,TRUE,"Proposed",0.5
"beta7",0,0.17000669687868,0.24675210493279,-0.29284715,0.657770225,0.17000669687868,0.17000669687868,TRUE,"Proposed",0.5
"beta8",0,-0.1618798967563,0.241231495344279,-0.609984925,0.3149452,-0.1618798967563,0.1618798967563,TRUE,"Proposed",0.5
"beta9",0,0.2473729473902,0.220503194563614,-0.1925372,0.68176805,0.2473729473902,0.2473729473902,TRUE,"Proposed",0.5
"beta10",0,-0.035270250339,0.226365567925225,-0.4735643,0.3920829,-0.035270250339,0.035270250339,TRUE,"Proposed",0.5
"beta11",0,-0.183983933608,0.239071217011222,-0.657581775,0.29484015,-0.183983933608,0.183983933608,TRUE,"Proposed",0.5
"beta12",0,-0.2772254113664,0.228771405813061,-0.719744225,0.153878075,-0.2772254113664,0.2772254113664,TRUE,"Proposed",0.5
"beta13",0,-0.1360304257,0.256848203613254,-0.64842245,0.342837125,-0.1360304257,0.1360304257,TRUE,"Proposed",0.5
"beta14",0,-0.007049823974,0.221551380371433,-0.43436435,0.41871415,-0.007049823974,0.007049823974,TRUE,"Proposed",0.5
"beta15",0,0.044624253234,0.236926815313355,-0.412025925,0.511699225,0.044624253234,0.044624253234,TRUE,"Proposed",0.5
"beta16",0,-0.0178840278934,0.242282599281012,-0.50628085,0.4307256,-0.0178840278934,0.0178840278934,TRUE,"Proposed",0.5
"beta17",0,0.00255505948,0.239177202923492,-0.4516107,0.46322,0.00255505948,0.00255505948,TRUE,"Proposed",0.5
"beta18",0,-0.064852656779,0.22552863829197,-0.51163565,0.3825666,-0.064852656779,0.064852656779,TRUE,"Proposed",0.5
"beta19",0,-0.314419835008,0.225399679723209,-0.7463115,0.122260075,-0.314419835008,0.314419835008,TRUE,"Proposed",0.5
"beta20",0,0.1234898664053,0.245902387133858,-0.35795415,0.59984345,0.1234898664053,0.1234898664053,TRUE,"Proposed",0.5
"eta",0.4,0.501409121,0.220509092813175,0.19855595,1.05117125,0.101409121,0.101409121,TRUE,"Proposed",0.5
"beta1",1,0.7076863791,0.223462952778173,0.2396158,1.14925825,-0.2923136209,0.2923136209,TRUE,"Naive",0.5
"beta2",2,1.77026721,0.233320708523143,1.3014715,2.237855,-0.22973279,0.22973279,TRUE,"Naive",0.5
"beta3",3,2.97468306,0.241342103035782,2.50801875,3.4283065,-0.0253169400000002,0.0253169400000002,TRUE,"Naive",0.5
"beta4",-4,-3.80718387,0.272084124331863,-4.34938175,-3.284983,0.19281613,0.19281613,TRUE,"Naive",0.5
"beta5",-5,-5.37442895,0.319545569512069,-5.9751905,-4.73634125,-0.37442895,0.37442895,TRUE,"Naive",0.5
"beta6",0,-0.373157588813,0.217193436134959,-0.806976525,0.0545409649999999,-0.373157588813,0.373157588813,TRUE,"Naive",0.5
"beta7",0,0.17208185873,0.251339528409806,-0.327143825,0.650986625,0.17208185873,0.17208185873,TRUE,"Naive",0.5
"beta8",0,-0.1558872517301,0.217358080053867,-0.58094675,0.276576125,-0.1558872517301,0.1558872517301,TRUE,"Naive",0.5
"beta9",0,0.135473508487,0.204341512491877,-0.26158145,0.525131725,0.135473508487,0.135473508487,TRUE,"Naive",0.5
"beta10",0,-0.082050215515,0.227424483743468,-0.5188152,0.367252475,-0.082050215515,0.082050215515,TRUE,"Naive",0.5
"beta11",0,-0.117038668856,0.235429742786552,-0.54172675,0.35005395,-0.117038668856,0.117038668856,TRUE,"Naive",0.5
"beta12",0,-0.2486964859325,0.240058275747834,-0.730313375,0.222563275,-0.2486964859325,0.2486964859325,TRUE,"Naive",0.5
"beta13",0,-0.131508750623,0.216311904179791,-0.568334875,0.2740772,-0.131508750623,0.131508750623,TRUE,"Naive",0.5
"beta14",0,0.09192921658,0.232710191255917,-0.3610694,0.5476145,0.09192921658,0.09192921658,TRUE,"Naive",0.5
"beta15",0,-0.00783480508269999,0.214222105180209,-0.439919075,0.41162545,-0.00783480508269999,0.00783480508269999,TRUE,"Naive",0.5
"beta16",0,-0.0790587603046,0.239059389353861,-0.56370035,0.394842325,-0.0790587603046,0.0790587603046,TRUE,"Naive",0.5
"beta17",0,0.023173411393,0.24042162563914,-0.444830725,0.48867185,0.023173411393,0.023173411393,TRUE,"Naive",0.5
"beta18",0,-0.101264444412,0.231067362819849,-0.553750725,0.35969195,-0.101264444412,0.101264444412,TRUE,"Naive",0.5
"beta19",0,-0.358909723263,0.236232547577711,-0.824417375,0.11119875,-0.358909723263,0.358909723263,TRUE,"Naive",0.5
"beta20",0,0.156376033347,0.215390599401339,-0.252511475,0.57149915,0.156376033347,0.156376033347,TRUE,"Naive",0.5
"beta1",1,1.162122382,0.250641082500565,0.686546175,1.68724075,0.162122382,0.162122382,TRUE,"Proposed",0.5
"beta2",2,2.34684992,0.230455183873498,1.91811675,2.7831125,0.34684992,0.34684992,TRUE,"Proposed",0.5
"beta3",3,3.29261081,0.274269430153564,2.79452975,3.847337,0.29261081,0.29261081,TRUE,"Proposed",0.5
"beta4",-4,-4.64627548,0.246287197307792,-5.1276565,-4.17148225,-0.64627548,0.64627548,FALSE,"Proposed",0.5
"beta5",-5,-5.70453357,0.284254330641846,-6.25807625,-5.148095,-0.70453357,0.70453357,FALSE,"Proposed",0.5
"beta6",0,-0.0878501695261,0.23900340710711,-0.5684115,0.37303625,-0.0878501695261,0.0878501695261,TRUE,"Proposed",0.5
"beta7",0,-0.1044236828662,0.243566306023916,-0.561301625,0.377042575,-0.1044236828662,0.1044236828662,TRUE,"Proposed",0.5
"beta8",0,0.023144183405,0.233852262442577,-0.41125285,0.485383425,0.023144183405,0.023144183405,TRUE,"Proposed",0.5
"beta9",0,0.018893408887,0.230276014322822,-0.440513675,0.472541,0.018893408887,0.018893408887,TRUE,"Proposed",0.5
"beta10",0,0.0369230069621,0.22311532929815,-0.3950781,0.45813995,0.0369230069621,0.0369230069621,TRUE,"Proposed",0.5
"beta11",0,0.271317389952,0.24085136267312,-0.20580695,0.753707225,0.271317389952,0.271317389952,TRUE,"Proposed",0.5
"beta12",0,-0.007863523273,0.228121574238352,-0.449125225,0.4220159,-0.007863523273,0.007863523273,TRUE,"Proposed",0.5
"beta13",0,-0.219695625815,0.26659978149853,-0.751541475,0.277352525,-0.219695625815,0.219695625815,TRUE,"Proposed",0.5
"beta14",0,0.02215188519,0.220798724979257,-0.4037111,0.446469825,0.02215188519,0.02215188519,TRUE,"Proposed",0.5
"beta15",0,0.1666324599,0.220390747177773,-0.2581463,0.60110925,0.1666324599,0.1666324599,TRUE,"Proposed",0.5
"beta16",0,0.0849296937705,0.235366829808881,-0.38952715,0.5207341,0.0849296937705,0.0849296937705,TRUE,"Proposed",0.5
"beta17",0,-0.27215037182,0.230992056469118,-0.71077325,0.1727494,-0.27215037182,0.27215037182,TRUE,"Proposed",0.5
"beta18",0,-0.020531070251,0.246830851479261,-0.509514225,0.46914915,-0.020531070251,0.020531070251,TRUE,"Proposed",0.5
"beta19",0,0.233339253624,0.234598582713919,-0.216179,0.687841375,0.233339253624,0.233339253624,TRUE,"Proposed",0.5
"beta20",0,0.354980619494,0.256928473609011,-0.148050875,0.852693975,0.354980619494,0.354980619494,TRUE,"Proposed",0.5
"eta",0.4,0.626750582,0.214622253583603,0.3059159,1.141395,0.226750582,0.226750582,TRUE,"Proposed",0.5
"beta1",1,1.226589561,0.236308127717414,0.731612975,1.6935355,0.226589561,0.226589561,TRUE,"Naive",0.5
"beta2",2,2.26059458,0.227121099106805,1.804258,2.71575475,0.26059458,0.26059458,TRUE,"Naive",0.5
"beta3",3,3.25275224,0.247371842513757,2.774428,3.71770775,0.25275224,0.25275224,TRUE,"Naive",0.5
"beta4",-4,-4.50954943,0.273758551808457,-5.05508225,-3.98413275,-0.50954943,0.50954943,TRUE,"Naive",0.5
"beta5",-5,-5.59077342,0.302637629377807,-6.15974625,-4.9864455,-0.59077342,0.59077342,TRUE,"Naive",0.5
"beta6",0,-0.0646316444563,0.224075620264062,-0.5121973,0.376619775,-0.0646316444563,0.0646316444563,TRUE,"Naive",0.5
"beta7",0,-0.034881767819,0.244407252585043,-0.5203385,0.4308142,-0.034881767819,0.034881767819,TRUE,"Naive",0.5
"beta8",0,0.045453157796,0.224401283028586,-0.393379475,0.491930525,0.045453157796,0.045453157796,TRUE,"Naive",0.5
"beta9",0,-0.030007650178,0.207262974700012,-0.4327393,0.365221625,-0.030007650178,0.030007650178,TRUE,"Naive",0.5
"beta10",0,-0.00761288706645,0.225763353474077,-0.441187425,0.438408075,-0.00761288706645,0.00761288706645,TRUE,"Naive",0.5
"beta11",0,0.335936502103,0.232191275039886,-0.0829100225,0.796604125,0.335936502103,0.335936502103,TRUE,"Naive",0.5
"beta12",0,-0.0018992436973,0.235792731177055,-0.4749582,0.46098615,-0.0018992436973,0.0018992436973,TRUE,"Naive",0.5
"beta13",0,-0.193117711969,0.220181002005726,-0.637757575,0.219722875,-0.193117711969,0.193117711969,TRUE,"Naive",0.5
"beta14",0,0.134917824897,0.231897990042003,-0.316499275,0.589012975,0.134917824897,0.134917824897,TRUE,"Naive",0.5
"beta15",0,0.064184088747,0.208728055338206,-0.35681895,0.472886925,0.064184088747,0.064184088747,TRUE,"Naive",0.5
"beta16",0,0.0199841911363,0.229703655347077,-0.445690225,0.475338875,0.0199841911363,0.0199841911363,TRUE,"Naive",0.5
"beta17",0,-0.260408613214,0.229539039038636,-0.707229325,0.1840196,-0.260408613214,0.260408613214,TRUE,"Naive",0.5
"beta18",0,-0.067437577786,0.251634134414561,-0.560199475,0.434547325,-0.067437577786,0.067437577786,TRUE,"Naive",0.5
"beta19",0,0.26361745378,0.244954980959348,-0.219077975,0.751083825,0.26361745378,0.26361745378,TRUE,"Naive",0.5
"beta20",0,0.327411884558,0.224816212096583,-0.09936865,0.760700775,0.327411884558,0.327411884558,TRUE,"Naive",0.5
"beta1",1,1.487936889,0.251524840588678,1.010687375,2.014901,0.487936889,0.487936889,FALSE,"Proposed",0.5
"beta2",2,2.15922816,0.244022096957259,1.705256,2.62116575,0.15922816,0.15922816,TRUE,"Proposed",0.5
"beta3",3,3.68531278,0.270958126949593,3.1932515,4.2333465,0.68531278,0.68531278,FALSE,"Proposed",0.5
"beta4",-4,-4.49720717,0.252579997466568,-4.99088775,-4.01027625,-0.49720717,0.49720717,FALSE,"Proposed",0.5
"beta5",-5,-5.77955497,0.315266502091072,-6.3934945,-5.1624135,-0.77955497,0.77955497,FALSE,"Proposed",0.5
"beta6",0,-0.287667951756,0.226886603466183,-0.7438661,0.149852625,-0.287667951756,0.287667951756,TRUE,"Proposed",0.5
"beta7",0,0.1815549050312,0.243392406513961,-0.2749966,0.662677475,0.1815549050312,0.1815549050312,TRUE,"Proposed",0.5
"beta8",0,-0.464695050469,0.243301955222859,-0.91664595,0.0162224824999998,-0.464695050469,0.464695050469,TRUE,"Proposed",0.5
"beta9",0,0.1120168223846,0.230035356827191,-0.346910625,0.565189975,0.1120168223846,0.1120168223846,TRUE,"Proposed",0.5
"beta10",0,-0.0836876026545,0.230596547608908,-0.5301741,0.35165315,-0.0836876026545,0.0836876026545,TRUE,"Proposed",0.5
"beta11",0,-0.10688702122538,0.260282851943893,-0.622504625,0.41442105,-0.10688702122538,0.10688702122538,TRUE,"Proposed",0.5
"beta12",0,0.179239756212,0.216720276174228,-0.23996815,0.587634075,0.179239756212,0.179239756212,TRUE,"Proposed",0.5
"beta13",0,0.2063115477,0.266159722257927,-0.3246562,0.702539375,0.2063115477,0.2063115477,TRUE,"Proposed",0.5
"beta14",0,-0.31863907464,0.220963398470659,-0.74481915,0.105995125,-0.31863907464,0.31863907464,TRUE,"Proposed",0.5
"beta15",0,0.37116440505,0.246895668806836,-0.1046993,0.8578926,0.37116440505,0.37116440505,TRUE,"Proposed",0.5
"beta16",0,-0.2381510382329,0.241154117621343,-0.724273725,0.208369525,-0.2381510382329,0.2381510382329,TRUE,"Proposed",0.5
"beta17",0,-0.7589880826,0.230923743809332,-1.19748525,-0.314219625,-0.7589880826,0.7589880826,FALSE,"Proposed",0.5
"beta18",0,0.077364088537,0.222876142701271,-0.3641642,0.51952115,0.077364088537,0.077364088537,TRUE,"Proposed",0.5
"beta19",0,-0.115222140227,0.22829112011621,-0.552654275,0.327060475,-0.115222140227,0.115222140227,TRUE,"Proposed",0.5
"beta20",0,-0.348462429029,0.267291705705856,-0.871783225,0.169326,-0.348462429029,0.348462429029,TRUE,"Proposed",0.5
"eta",0.4,0.592334975,0.212547625299505,0.279216575,1.10574775,0.192334975,0.192334975,TRUE,"Proposed",0.5
"beta1",1,1.506905264,0.239877994623969,1.00444725,1.9809085,0.506905264,0.506905264,FALSE,"Naive",0.5
"beta2",2,2.1954111,0.240144530924031,1.71290425,2.6766755,0.1954111,0.1954111,TRUE,"Naive",0.5
"beta3",3,3.70735845,0.244106034857296,3.2353485,4.16616725,0.70735845,0.70735845,FALSE,"Naive",0.5
"beta4",-4,-4.31520975,0.278154093358501,-4.869503,-3.78136225,-0.31520975,0.31520975,TRUE,"Naive",0.5
"beta5",-5,-5.6501307,0.333573342906485,-6.277264,-4.9840295,-0.6501307,0.6501307,TRUE,"Naive",0.5
"beta6",0,-0.176290102414,0.216304294854175,-0.6083334,0.249657175,-0.176290102414,0.176290102414,TRUE,"Naive",0.5
"beta7",0,0.197175463936,0.248199073724855,-0.295812225,0.670095975,0.197175463936,0.197175463936,TRUE,"Naive",0.5
"beta8",0,-0.4702623415203,0.219133768173447,-0.898794675,-0.0342655225000002,-0.4702623415203,0.4702623415203,FALSE,"Naive",0.5
"beta9",0,0.070857502849,0.211763456673771,-0.3406187,0.47466855,0.070857502849,0.070857502849,TRUE,"Naive",0.5
"beta10",0,-0.1333851867874,0.234264864936531,-0.5832865,0.32943115,-0.1333851867874,0.1333851867874,TRUE,"Naive",0.5
"beta11",0,-0.043100324721,0.247303255898322,-0.48920675,0.44755025,-0.043100324721,0.043100324721,TRUE,"Naive",0.5
"beta12",0,0.160093108782,0.230171173330007,-0.30168795,0.611942925,0.160093108782,0.160093108782,TRUE,"Naive",0.5
"beta13",0,0.2309943538,0.225783657910304,-0.224959625,0.654340325,0.2309943538,0.2309943538,TRUE,"Naive",0.5
"beta14",0,-0.2493201880948,0.233798419630151,-0.704436575,0.208496225,-0.2493201880948,0.2493201880948,TRUE,"Naive",0.5
"beta15",0,0.29420457032,0.22320939338022,-0.1560072,0.731262325,0.29420457032,0.29420457032,TRUE,"Naive",0.5
"beta16",0,-0.2865145659014,0.237228929393067,-0.76744475,0.183758025,-0.2865145659014,0.2865145659014,TRUE,"Naive",0.5
"beta17",0,-0.6930462815,0.229734192304058,-1.14025025,-0.248240375,-0.6930462815,0.6930462815,FALSE,"Naive",0.5
"beta18",0,0.073728060293,0.228038705931591,-0.372827475,0.528642525,0.073728060293,0.073728060293,TRUE,"Naive",0.5
"beta19",0,-0.11273847925,0.248363053609084,-0.602149225,0.38151,-0.11273847925,0.11273847925,TRUE,"Naive",0.5
"beta20",0,-0.304303862614,0.233126728251969,-0.74686035,0.1450014,-0.304303862614,0.304303862614,TRUE,"Naive",0.5
"beta1",1,1.052780806,0.272376915368109,0.535961475,1.623436,0.0527808059999999,0.0527808059999999,TRUE,"Proposed",0.5
"beta2",2,2.35902679,0.240701776473281,1.91122625,2.814685,0.35902679,0.35902679,TRUE,"Proposed",0.5
"beta3",3,3.42914768,0.274262827384797,2.93107975,3.983867,0.42914768,0.42914768,TRUE,"Proposed",0.5
"beta4",-4,-4.56361723,0.249714990535461,-5.05169725,-4.082209,-0.56361723,0.56361723,FALSE,"Proposed",0.5
"beta5",-5,-5.98456763,0.29740013267145,-6.563714,-5.4024,-0.98456763,0.98456763,FALSE,"Proposed",0.5
"beta6",0,-0.39477754196,0.237434304025069,-0.872184425,0.0630830349999997,-0.39477754196,0.39477754196,TRUE,"Proposed",0.5
"beta7",0,0.531721672298,0.258284749829049,0.0472349725,1.04228525,0.531721672298,0.531721672298,FALSE,"Proposed",0.5
"beta8",0,-0.2723303606591,0.243549670007777,-0.72474095,0.20907665,-0.2723303606591,0.2723303606591,TRUE,"Proposed",0.5
"beta9",0,-0.02345217609,0.242556582019224,-0.507359525,0.454388175,-0.02345217609,0.02345217609,TRUE,"Proposed",0.5
"beta10",0,-0.1561058511945,0.235864972318757,-0.612793625,0.2891817,-0.1561058511945,0.1561058511945,TRUE,"Proposed",0.5
"beta11",0,0.000500539424999997,0.242950328183737,-0.480781325,0.4870943,0.000500539424999997,0.000500539424999997,TRUE,"Proposed",0.5
"beta12",0,0.260919036418,0.221950288123832,-0.168406175,0.679168375,0.260919036418,0.260919036418,TRUE,"Proposed",0.5
"beta13",0,0.1708268498988,0.263495118553699,-0.35482555,0.66208645,0.1708268498988,0.1708268498988,TRUE,"Proposed",0.5
"beta14",0,-0.539242070808,0.222196216137729,-0.967799575,-0.112238735,-0.539242070808,0.539242070808,FALSE,"Proposed",0.5
"beta15",0,-0.297957630995,0.251071383287788,-0.78187045,0.197001875,-0.297957630995,0.297957630995,TRUE,"Proposed",0.5
"beta16",0,0.0320376129462,0.248138690370467,-0.468164425,0.49149005,0.0320376129462,0.0320376129462,TRUE,"Proposed",0.5
"beta17",0,-0.72975996254,0.242363296957972,-1.1899715,-0.262957775,-0.72975996254,0.72975996254,FALSE,"Proposed",0.5
"beta18",0,-0.075582089355,0.227547501430402,-0.526364,0.375842925,-0.075582089355,0.075582089355,TRUE,"Proposed",0.5
"beta19",0,-0.015627172574,0.23080910130454,-0.457883975,0.43153285,-0.015627172574,0.015627172574,TRUE,"Proposed",0.5
"beta20",0,0.8672079453,0.265892190089727,0.34662665,1.382286,0.8672079453,0.8672079453,FALSE,"Proposed",0.5
"eta",0.4,0.3257014915,0.220372684854594,0.07842548,0.9125248,-0.0742985085,0.0742985085,TRUE,"Proposed",0.5
"beta1",1,1.125823016,0.261622028789358,0.5778234,1.642798,0.125823016,0.125823016,TRUE,"Naive",0.5
"beta2",2,2.33253459,0.234551240627527,1.86127,2.80258525,0.33253459,0.33253459,TRUE,"Naive",0.5
"beta3",3,3.47760591,0.24342686902751,3.0069085,3.935147,0.47760591,0.47760591,FALSE,"Naive",0.5
"beta4",-4,-4.52021574,0.282164031810754,-5.08250375,-3.97867175,-0.52021574,0.52021574,TRUE,"Naive",0.5
"beta5",-5,-5.8880954,0.332588136811865,-6.51337375,-5.22396025,-0.8880954,0.8880954,FALSE,"Naive",0.5
"beta6",0,-0.3696200509,0.220952759540719,-0.81094795,0.0654814374999999,-0.3696200509,0.3696200509,TRUE,"Naive",0.5
"beta7",0,0.54231365302,0.259501462446261,0.026876325,1.03677325,0.54231365302,0.54231365302,FALSE,"Naive",0.5
"beta8",0,-0.29320335411,0.221590710629602,-0.72654,0.147681575,-0.29320335411,0.29320335411,TRUE,"Naive",0.5
"beta9",0,-0.0679492561635,0.222543176578404,-0.500371225,0.35641755,-0.0679492561635,0.0679492561635,TRUE,"Naive",0.5
"beta10",0,-0.2304617432018,0.241041462644697,-0.69337775,0.2457428,-0.2304617432018,0.2304617432018,TRUE,"Naive",0.5
"beta11",0,0.050750229789,0.241744290382521,-0.38532895,0.530371425,0.050750229789,0.050750229789,TRUE,"Naive",0.5
"beta12",0,0.24607986001,0.231433551513619,-0.218234,0.700407975,0.24607986001,0.24607986001,TRUE,"Naive",0.5
"beta13",0,0.161594038239,0.222115528385859,-0.286952925,0.578061725,0.161594038239,0.161594038239,TRUE,"Naive",0.5
"beta14",0,-0.503158795643,0.237366398910503,-0.96522115,-0.0383557475000001,-0.503158795643,0.503158795643,FALSE,"Naive",0.5
"beta15",0,-0.38865252863,0.225794451884775,-0.84407865,0.05346697,-0.38865252863,0.38865252863,TRUE,"Naive",0.5
