"param","truth","mean","sd","q025","q975","bias","abs_bias","covered","method","xsd"
"beta7",0,0.0635603918318,0.23259619913294,-0.37273975,0.523341825,0.0635603918318,0.0635603918318,TRUE,"Proposed",0.5
"beta8",0,0.32588470347,0.236335879681005,-0.113125875,0.793033025,0.32588470347,0.32588470347,TRUE,"Proposed",0.5
"beta9",0,0.237440164441,0.20619242382299,-0.17392005,0.6436427,0.237440164441,0.237440164441,TRUE,"Proposed",0.5
"beta10",0,0.1408707823451,0.220100576164063,-0.2852931,0.556396075,0.1408707823451,0.1408707823451,TRUE,"Proposed",0.5
"beta11",0,0.2018416602405,0.235555151235029,-0.2647905,0.673624,0.2018416602405,0.2018416602405,TRUE,"Proposed",0.5
"beta12",0,0.0367795494894,0.211283028549116,-0.371911125,0.4349277,0.0367795494894,0.0367795494894,TRUE,"Proposed",0.5
"beta13",0,0.330977685739,0.2634369984373,-0.194558525,0.822129425,0.330977685739,0.330977685739,TRUE,"Proposed",0.5
"beta14",0,-0.27926389826,0.222448360853442,-0.708307675,0.1482237,-0.27926389826,0.27926389826,TRUE,"Proposed",0.5
"beta15",0,-0.053112714447,0.21389914991526,-0.46538005,0.368565775,-0.053112714447,0.053112714447,TRUE,"Proposed",0.5
"beta16",0,-0.033795758977,0.224287071948112,-0.485917075,0.3814933,-0.033795758977,0.033795758977,TRUE,"Proposed",0.5
"beta17",0,0.448358676601,0.236269816429023,-0.000285983274999993,0.903423775,0.448358676601,0.448358676601,TRUE,"Proposed",0.5
"beta18",0,0.065369939534,0.216552649273954,-0.36363115,0.4949821,0.065369939534,0.065369939534,TRUE,"Proposed",0.5
"beta19",0,-0.0390953269302,0.215639750546808,-0.452285825,0.378676675,-0.0390953269302,0.0390953269302,TRUE,"Proposed",0.5
"beta20",0,0.069552331682,0.237857007856636,-0.39613925,0.530320225,0.069552331682,0.069552331682,TRUE,"Proposed",0.5
"eta",0.4,0.375360473,0.206423524960412,0.118024475,0.9087801,-0.024639527,0.024639527,TRUE,"Proposed",0.5
"beta1",1,0.7332812184,0.239379657767162,0.2318713,1.20629675,-0.2667187816,0.2667187816,TRUE,"Naive",0.5
"beta2",2,2.11079818,0.242539953811496,1.6234815,2.59685575,0.11079818,0.11079818,TRUE,"Naive",0.5
"beta3",3,3.29728227,0.237999400717079,2.83707925,3.744616,0.29728227,0.29728227,TRUE,"Naive",0.5
"beta4",-4,-4.07430993,0.26540428814407,-4.6032005,-3.5649335,-0.0743099300000001,0.0743099300000001,TRUE,"Naive",0.5
"beta5",-5,-5.1546785,0.309658737191879,-5.736848,-4.53632975,-0.1546785,0.1546785,TRUE,"Naive",0.5
"beta6",0,0.098426852706,0.204737228540525,-0.310512125,0.50159625,0.098426852706,0.098426852706,TRUE,"Naive",0.5
"beta7",0,0.062443579531,0.236601866129206,-0.407509025,0.5132666,0.062443579531,0.062443579531,TRUE,"Naive",0.5
"beta8",0,0.319227782967,0.216567461077942,-0.10428535,0.750118275,0.319227782967,0.319227782967,TRUE,"Naive",0.5
"beta9",0,0.164505262426,0.191012625733575,-0.206650425,0.528747075,0.164505262426,0.164505262426,TRUE,"Naive",0.5
"beta10",0,0.097657944659,0.224190550111549,-0.332895675,0.5405717,0.097657944659,0.097657944659,TRUE,"Naive",0.5
"beta11",0,0.2633374920065,0.234258582755328,-0.159238175,0.728106925,0.2633374920065,0.2633374920065,TRUE,"Naive",0.5
"beta12",0,0.0292852333769,0.226386827157652,-0.424903775,0.473705775,0.0292852333769,0.0292852333769,TRUE,"Naive",0.5
"beta13",0,0.34538934096,0.220946249104901,-0.100795725,0.7596652,0.34538934096,0.34538934096,TRUE,"Naive",0.5
"beta14",0,-0.246726548506,0.2353423984768,-0.704848825,0.214113225,-0.246726548506,0.246726548506,TRUE,"Naive",0.5
"beta15",0,-0.06737846395,0.195209749060644,-0.461115225,0.31485465,-0.06737846395,0.06737846395,TRUE,"Naive",0.5
"beta16",0,-0.0944067730896,0.222389866107235,-0.545254725,0.3464497,-0.0944067730896,0.0944067730896,TRUE,"Naive",0.5
"beta17",0,0.54154535143,0.238677663814598,0.0769358575,1.00366475,0.54154535143,0.54154535143,FALSE,"Naive",0.5
"beta18",0,0.0431659751045,0.221937465229072,-0.39144195,0.485908675,0.0431659751045,0.0431659751045,TRUE,"Naive",0.5
"beta19",0,-0.020250681199,0.227479651274171,-0.468509775,0.43243965,-0.020250681199,0.020250681199,TRUE,"Naive",0.5
"beta20",0,0.0934978351233,0.216626265121422,-0.317735025,0.511002275,0.0934978351233,0.0934978351233,TRUE,"Naive",0.5
"beta1",1,0.95674367,0.271778873651615,0.441059625,1.52614575,-0.04325633,0.04325633,TRUE,"Proposed",0.5
"beta2",2,2.68635876,0.253628106986422,2.21451525,3.16648775,0.68635876,0.68635876,FALSE,"Proposed",0.5
"beta3",3,3.68618328,0.289845257987809,3.15982125,4.2724195,0.68618328,0.68618328,FALSE,"Proposed",0.5
"beta4",-4,-4.87535343,0.253257378816215,-5.37035775,-4.3871255,-0.87535343,0.87535343,FALSE,"Proposed",0.5
"beta5",-5,-6.35581451,0.298785507285617,-6.93765475,-5.77092975,-1.35581451,1.35581451,FALSE,"Proposed",0.5
"beta6",0,0.1414131327741,0.23473138620773,-0.33055835,0.59406175,0.1414131327741,0.1414131327741,TRUE,"Proposed",0.5
"beta7",0,0.180950691857,0.249786036515989,-0.287594675,0.674711825,0.180950691857,0.180950691857,TRUE,"Proposed",0.5
"beta8",0,0.131306593927,0.244724603193731,-0.323286975,0.615035875,0.131306593927,0.131306593927,TRUE,"Proposed",0.5
"beta9",0,0.340581591524,0.232071661725102,-0.12240795,0.797766175,0.340581591524,0.340581591524,TRUE,"Proposed",0.5
"beta10",0,0.1356305622981,0.230298864826454,-0.3102799,0.570409075,0.1356305622981,0.1356305622981,TRUE,"Proposed",0.5
"beta11",0,0.0371872597961,0.242399531064538,-0.44300395,0.5226773,0.0371872597961,0.0371872597961,TRUE,"Proposed",0.5
"beta12",0,0.2885489711277,0.227037030736029,-0.1506152,0.716384625,0.2885489711277,0.2885489711277,TRUE,"Proposed",0.5
"beta13",0,-0.12705366779,0.276122656866351,-0.677897325,0.387748825,-0.12705366779,0.12705366779,TRUE,"Proposed",0.5
"beta14",0,-0.36900706749,0.237126879795808,-0.826362575,0.0866890299999996,-0.36900706749,0.36900706749,TRUE,"Proposed",0.5
"beta15",0,-0.512139853682,0.245960208228771,-0.98620125,-0.0272559950000001,-0.512139853682,0.512139853682,FALSE,"Proposed",0.5
"beta16",0,0.154481676265,0.24697294624107,-0.3433703,0.61177595,0.154481676265,0.154481676265,TRUE,"Proposed",0.5
"beta17",0,-0.035946128508,0.251008969653126,-0.512578125,0.447507875,-0.035946128508,0.035946128508,TRUE,"Proposed",0.5
"beta18",0,0.095228403,0.24846159979161,-0.396985475,0.588143425,0.095228403,0.095228403,TRUE,"Proposed",0.5
"beta19",0,0.283754311244,0.234097938993724,-0.16480485,0.7372863,0.283754311244,0.283754311244,TRUE,"Proposed",0.5
"beta20",0,0.27556118205,0.262582383996504,-0.238540325,0.784226375,0.27556118205,0.27556118205,TRUE,"Proposed",0.5
"eta",0.4,0.63523264,0.228593915839506,0.298172425,1.187054,0.23523264,0.23523264,TRUE,"Proposed",0.5
"beta1",1,1.040686052,0.255064653508797,0.50642185,1.544704,0.0406860520000001,0.0406860520000001,TRUE,"Naive",0.5
"beta2",2,2.60539441,0.24917592062973,2.1047445,3.10475625,0.60539441,0.60539441,FALSE,"Naive",0.5
"beta3",3,3.58864712,0.256614207611452,3.092447,4.0709695,0.58864712,0.58864712,FALSE,"Naive",0.5
"beta4",-4,-4.73508087,0.281682345834271,-5.29640375,-4.194462,-0.73508087,0.73508087,FALSE,"Naive",0.5
"beta5",-5,-6.18694725,0.320124351667704,-6.7888005,-5.54770075,-1.18694725,1.18694725,FALSE,"Naive",0.5
"beta6",0,0.125004056586,0.215096738039378,-0.304627275,0.54857375,0.125004056586,0.125004056586,TRUE,"Naive",0.5
"beta7",0,0.228790573876,0.252845687567609,-0.2734271,0.710564925,0.228790573876,0.228790573876,TRUE,"Naive",0.5
"beta8",0,0.1350999087021,0.222204000040217,-0.2994363,0.577205225,0.1350999087021,0.1350999087021,TRUE,"Naive",0.5
"beta9",0,0.295729333198,0.218134542066627,-0.1281269,0.711689675,0.295729333198,0.295729333198,TRUE,"Naive",0.5
"beta10",0,0.048717589596,0.231518832507723,-0.395910175,0.5061085,0.048717589596,0.048717589596,TRUE,"Naive",0.5
"beta11",0,0.1192419047609,0.236706392965141,-0.3077494,0.58886805,0.1192419047609,0.1192419047609,TRUE,"Naive",0.5
"beta12",0,0.271825399811,0.239025603340431,-0.20771935,0.741057275,0.271825399811,0.271825399811,TRUE,"Naive",0.5
"beta13",0,-0.1058925289731,0.228268096072756,-0.56686405,0.3221114,-0.1058925289731,0.1058925289731,TRUE,"Naive",0.5
"beta14",0,-0.36397315782,0.251059804987061,-0.85269135,0.127643525,-0.36397315782,0.36397315782,TRUE,"Naive",0.5
"beta15",0,-0.50658685548,0.224651746475475,-0.959708,-0.0667048375,-0.50658685548,0.50658685548,FALSE,"Naive",0.5
"beta16",0,0.116108283037,0.240514085123062,-0.37148185,0.59289355,0.116108283037,0.116108283037,TRUE,"Naive",0.5
"beta17",0,-0.012320304454,0.25171823645647,-0.5023142,0.47505105,-0.012320304454,0.012320304454,TRUE,"Naive",0.5
"beta18",0,0.05198623697,0.250985681454455,-0.439505425,0.5526778,0.05198623697,0.05198623697,TRUE,"Naive",0.5
"beta19",0,0.259079860664,0.243996425867757,-0.221725925,0.74463895,0.259079860664,0.259079860664,TRUE,"Naive",0.5
"beta20",0,0.290681476932,0.23517546635336,-0.15576425,0.743935275,0.290681476932,0.290681476932,TRUE,"Naive",0.5
"beta1",1,0.849786949,0.24087040410153,0.392749925,1.3544285,-0.150213051,0.150213051,TRUE,"Proposed",0.5
"beta2",2,2.15191831,0.251058452489476,1.6848555,2.6271775,0.15191831,0.15191831,TRUE,"Proposed",0.5
"beta3",3,3.03955512,0.262715036449691,2.56245625,3.570915,0.0395551200000002,0.0395551200000002,TRUE,"Proposed",0.5
"beta4",-4,-4.24110419,0.24675409152926,-4.72339675,-3.76541175,-0.24110419,0.24110419,TRUE,"Proposed",0.5
"beta5",-5,-5.57296377,0.298157420338636,-6.1535845,-4.98930975,-0.57296377,0.57296377,TRUE,"Proposed",0.5
"beta6",0,0.39006758013,0.234973753392367,-0.0823916575,0.843183075,0.39006758013,0.39006758013,TRUE,"Proposed",0.5
"beta7",0,-0.170022704965,0.25359616385095,-0.645714325,0.331269825,-0.170022704965,0.170022704965,TRUE,"Proposed",0.5
"beta8",0,0.35274896777,0.23195251541659,-0.078119215,0.811232425,0.35274896777,0.35274896777,TRUE,"Proposed",0.5
"beta9",0,0.179873827887,0.231799513196616,-0.2825729,0.636523125,0.179873827887,0.179873827887,TRUE,"Proposed",0.5
"beta10",0,-0.00773129333900001,0.220025093042744,-0.43374905,0.407652025,-0.00773129333900001,0.00773129333900001,TRUE,"Proposed",0.5
"beta11",0,-0.090097163604,0.237353060085954,-0.560290675,0.385286075,-0.090097163604,0.090097163604,TRUE,"Proposed",0.5
"beta12",0,0.022090384486,0.221469266530428,-0.406304175,0.439433275,0.022090384486,0.022090384486,TRUE,"Proposed",0.5
"beta13",0,0.072044973589,0.269179546398779,-0.464947075,0.573902425,0.072044973589,0.072044973589,TRUE,"Proposed",0.5
"beta14",0,0.26025731708,0.230389043668277,-0.184102325,0.7030055,0.26025731708,0.26025731708,TRUE,"Proposed",0.5
"beta15",0,-0.0296626502885,0.233150626877762,-0.479034775,0.429968175,-0.0296626502885,0.0296626502885,TRUE,"Proposed",0.5
"beta16",0,0.25814093721,0.240870000224108,-0.2274087,0.7041355,0.25814093721,0.25814093721,TRUE,"Proposed",0.5
"beta17",0,-0.50467286526,0.230232020176107,-0.94185285,-0.0612364775,-0.50467286526,0.50467286526,FALSE,"Proposed",0.5
"beta18",0,-0.37401382517,0.218061253947859,-0.8060034,0.0585912525,-0.37401382517,0.37401382517,TRUE,"Proposed",0.5
"beta19",0,0.0707704606106,0.209438355893655,-0.330538125,0.4765278,0.0707704606106,0.0707704606106,TRUE,"Proposed",0.5
"beta20",0,0.274919989632,0.256270720806873,-0.226823475,0.771358475,0.274919989632,0.274919989632,TRUE,"Proposed",0.5
"eta",0.4,0.3175221847,0.210391157292408,0.0789186325,0.876149575,-0.0824778153,0.0824778153,TRUE,"Proposed",0.5
"beta1",1,0.891621988,0.227784112815563,0.41449985,1.34172425,-0.108378012,0.108378012,TRUE,"Naive",0.5
"beta2",2,2.12664064,0.24997379679253,1.62438375,2.62759625,0.12664064,0.12664064,TRUE,"Naive",0.5
"beta3",3,3.06391507,0.236097317139682,2.6073895,3.5076755,0.0639150700000002,0.0639150700000002,TRUE,"Naive",0.5
"beta4",-4,-4.20241635,0.277531426275562,-4.75547275,-3.66976225,-0.20241635,0.20241635,TRUE,"Naive",0.5
"beta5",-5,-5.48793009,0.321326808524232,-6.09204075,-4.84627975,-0.48793009,0.48793009,TRUE,"Naive",0.5
"beta6",0,0.4493111217741,0.21392999010099,0.022010255,0.87058335,0.4493111217741,0.4493111217741,FALSE,"Naive",0.5
"beta7",0,-0.083205595498,0.259174025629713,-0.597992325,0.410627225,-0.083205595498,0.083205595498,TRUE,"Naive",0.5
"beta8",0,0.35977328592,0.210456538612246,-0.0517899025,0.778505825,0.35977328592,0.35977328592,TRUE,"Naive",0.5
"beta9",0,0.126407263863,0.215996661407413,-0.293294825,0.5382913,0.126407263863,0.126407263863,TRUE,"Naive",0.5
"beta10",0,-0.080575114092,0.224690354958977,-0.5120889,0.363325825,-0.080575114092,0.080575114092,TRUE,"Naive",0.5
"beta11",0,-0.010181291112,0.234836002219296,-0.43379845,0.455733425,-0.010181291112,0.010181291112,TRUE,"Naive",0.5
"beta12",0,0.038556873078,0.237780181456592,-0.438489275,0.5053442,0.038556873078,0.038556873078,TRUE,"Naive",0.5
"beta13",0,0.055413502955,0.227140159101212,-0.403279875,0.4813029,0.055413502955,0.055413502955,TRUE,"Naive",0.5
"beta14",0,0.310436795625,0.243871774831025,-0.1642882,0.7879788,0.310436795625,0.310436795625,TRUE,"Naive",0.5
"beta15",0,-0.07744243867613,0.212026846699107,-0.505098825,0.33771925,-0.07744243867613,0.07744243867613,TRUE,"Naive",0.5
"beta16",0,0.2103779212588,0.235015770407278,-0.266066,0.6762627,0.2103779212588,0.2103779212588,TRUE,"Naive",0.5
"beta17",0,-0.446358281003,0.227378492138074,-0.888972875,-0.00611330225,-0.446358281003,0.446358281003,FALSE,"Naive",0.5
"beta18",0,-0.39845637484,0.224651574974725,-0.838379175,0.0497010374999998,-0.39845637484,0.39845637484,TRUE,"Naive",0.5
"beta19",0,0.0903426377572,0.22018342090303,-0.34353925,0.5285129,0.0903426377572,0.0903426377572,TRUE,"Naive",0.5
"beta20",0,0.279800418145,0.22997816201478,-0.15677895,0.723037525,0.279800418145,0.279800418145,TRUE,"Naive",0.5
"beta1",1,1.055686078,0.247360138050196,0.58633545,1.57393,0.0556860779999999,0.0556860779999999,TRUE,"Proposed",0.5
"beta2",2,1.74237054,0.231031749545829,1.3125665,2.17972275,-0.25762946,0.25762946,TRUE,"Proposed",0.5
"beta3",3,2.58167408,0.236093030776715,2.15292075,3.0591905,-0.41832592,0.41832592,TRUE,"Proposed",0.5
"beta4",-4,-3.95107308,0.241015949431555,-4.4221555,-3.4864375,0.04892692,0.04892692,TRUE,"Proposed",0.5
"beta5",-5,-5.1517207,0.285380774697731,-5.707457,-4.5930845,-0.1517207,0.1517207,TRUE,"Proposed",0.5
"beta6",0,0.06582237457,0.229994997986725,-0.3966262,0.509337625,0.06582237457,0.06582237457,TRUE,"Proposed",0.5
"beta7",0,-0.085205069956,0.231943271748938,-0.520280625,0.373285475,-0.085205069956,0.085205069956,TRUE,"Proposed",0.5
"beta8",0,0.049992730655,0.235152843331368,-0.386819875,0.514802775,0.049992730655,0.049992730655,TRUE,"Proposed",0.5
"beta9",0,0.114124359113,0.235024835013732,-0.354757375,0.57712745,0.114124359113,0.114124359113,TRUE,"Proposed",0.5
"beta10",0,0.31378228428,0.221554254598447,-0.115196075,0.732052475,0.31378228428,0.31378228428,TRUE,"Proposed",0.5
"beta11",0,0.1551678225149,0.236194822999701,-0.3127319,0.628231025,0.1551678225149,0.1551678225149,TRUE,"Proposed",0.5
"beta12",0,0.064343389022,0.210392128118367,-0.342624125,0.4608125,0.064343389022,0.064343389022,TRUE,"Proposed",0.5
"beta13",0,0.091421324406,0.253246430732626,-0.413786225,0.5635729,0.091421324406,0.091421324406,TRUE,"Proposed",0.5
"beta14",0,0.321338996687,0.212114732474667,-0.0877743875,0.728968725,0.321338996687,0.321338996687,TRUE,"Proposed",0.5
"beta15",0,0.220733422549,0.222930142656946,-0.2089394,0.66021565,0.220733422549,0.220733422549,TRUE,"Proposed",0.5
"beta16",0,-0.5918227522,0.225099240667373,-1.04558225,-0.17502965,-0.5918227522,0.5918227522,FALSE,"Proposed",0.5
"beta17",0,0.189081216758,0.229155416931655,-0.246054275,0.630444225,0.189081216758,0.189081216758,TRUE,"Proposed",0.5
"beta18",0,0.2800945232307,0.22174279231736,-0.159188025,0.720002975,0.2800945232307,0.2800945232307,TRUE,"Proposed",0.5
"beta19",0,0.123817696721,0.235971821646212,-0.328331375,0.58098055,0.123817696721,0.123817696721,TRUE,"Proposed",0.5
"beta20",0,-0.2846855899,0.243786243134268,-0.76198585,0.1875688,-0.2846855899,0.2846855899,TRUE,"Proposed",0.5
"eta",0.4,0.4085619805,0.201605765296712,0.1448318,0.9208989,0.00856198049999995,0.00856198049999995,TRUE,"Proposed",0.5
"beta1",1,1.078129247,0.236361861370985,0.583039975,1.54518575,0.0781292469999999,0.0781292469999999,TRUE,"Naive",0.5
"beta2",2,1.690496299,0.225660619533386,1.2370895,2.1427345,-0.309503701,0.309503701,TRUE,"Naive",0.5
"beta3",3,2.58545511,0.211650877253155,2.17620275,2.98327075,-0.41454489,0.41454489,FALSE,"Naive",0.5
"beta4",-4,-3.93620566,0.274170965726519,-4.48256225,-3.41000275,0.0637943399999998,0.0637943399999998,TRUE,"Naive",0.5
"beta5",-5,-5.02033104,0.307885524083967,-5.5991675,-4.40552125,-0.0203310400000003,0.0203310400000003,TRUE,"Naive",0.5
"beta6",0,0.132586582778,0.213521657640827,-0.2938991,0.553054225,0.132586582778,0.132586582778,TRUE,"Naive",0.5
"beta7",0,-0.054765979699,0.232904281567976,-0.517374325,0.389011825,-0.054765979699,0.054765979699,TRUE,"Naive",0.5
"beta8",0,0.0289813523136,0.212724043875999,-0.3870163,0.452225225,0.0289813523136,0.0289813523136,TRUE,"Naive",0.5
"beta9",0,0.042979242934,0.213286354645131,-0.371456175,0.449694525,0.042979242934,0.042979242934,TRUE,"Naive",0.5
"beta10",0,0.201319889066,0.223382052557468,-0.227681275,0.642635525,0.201319889066,0.201319889066,TRUE,"Naive",0.5
"beta11",0,0.177705442205,0.227390517767855,-0.2324807,0.628848925,0.177705442205,0.177705442205,TRUE,"Naive",0.5
"beta12",0,0.057474518185,0.220289882598195,-0.3844825,0.489926525,0.057474518185,0.057474518185,TRUE,"Naive",0.5
"beta13",0,0.136904174348,0.210130606841271,-0.287439725,0.5309005,0.136904174348,0.136904174348,TRUE,"Naive",0.5
"beta14",0,0.399242225818,0.224888854284266,-0.038530745,0.839612375,0.399242225818,0.399242225818,TRUE,"Naive",0.5
"beta15",0,0.174556236937,0.204269969533689,-0.2374544,0.5745295,0.174556236937,0.174556236937,TRUE,"Naive",0.5
"beta16",0,-0.6678780849,0.225374813838608,-1.12477575,-0.2211048,-0.6678780849,0.6678780849,FALSE,"Naive",0.5
"beta17",0,0.261663479896,0.224822210599657,-0.1759753,0.6969595,0.261663479896,0.261663479896,TRUE,"Naive",0.5
"beta18",0,0.25361900498,0.228728285095745,-0.194287525,0.709909075,0.25361900498,0.25361900498,TRUE,"Naive",0.5
"beta19",0,0.127038919089,0.24110455156167,-0.348068725,0.606842275,0.127038919089,0.127038919089,TRUE,"Naive",0.5
"beta20",0,-0.2713022713171,0.215011517694496,-0.6794703,0.1430898,-0.2713022713171,0.2713022713171,TRUE,"Naive",0.5
"beta1",1,0.467817437427,0.273752934250009,-0.051612265,1.04135625,-0.532182562573,0.532182562573,TRUE,"Proposed",0.5
"beta2",2,2.66864318,0.268198156885995,2.1696945,3.17635125,0.66864318,0.66864318,FALSE,"Proposed",0.5
"beta3",3,3.61695776,0.289791870357862,3.09069125,4.20307975,0.61695776,0.61695776,FALSE,"Proposed",0.5
"beta4",-4,-4.60621338,0.25916550990226,-5.11276875,-4.10659,-0.60621338,0.60621338,FALSE,"Proposed",0.5
"beta5",-5,-6.17824069,0.316668056387063,-6.79490525,-5.558353,-1.17824069,1.17824069,FALSE,"Proposed",0.5
"beta6",0,0.16228534788,0.246872130891087,-0.334097725,0.6383454,0.16228534788,0.16228534788,TRUE,"Proposed",0.5
"beta7",0,-0.32061680754,0.254561688981595,-0.798120475,0.182584325,-0.32061680754,0.32061680754,TRUE,"Proposed",0.5
"beta8",0,-0.251554143116,0.272243541142908,-0.7572663,0.286569875,-0.251554143116,0.251554143116,TRUE,"Proposed",0.5
"beta9",0,0.315884032367,0.241646164342912,-0.166207375,0.791931075,0.315884032367,0.315884032367,TRUE,"Proposed",0.5
"beta10",0,-0.213568873402,0.234377488291111,-0.667376625,0.228910275,-0.213568873402,0.213568873402,TRUE,"Proposed",0.5
"beta11",0,0.631820959014,0.260127918757935,0.116510475,1.152821,0.631820959014,0.631820959014,FALSE,"Proposed",0.5
"beta12",0,-0.264571221672,0.232010286337378,-0.713355225,0.172635875,-0.264571221672,0.264571221672,TRUE,"Proposed",0.5
"beta13",0,0.42262347644,0.264887007732021,-0.105805425,0.916477925,0.42262347644,0.42262347644,TRUE,"Proposed",0.5
"beta14",0,-0.0974583262846,0.234471038905936,-0.5496907,0.353133625,-0.0974583262846,0.0974583262846,TRUE,"Proposed",0.5
"beta15",0,0.262695114714,0.245831802563231,-0.21111825,0.747326025,0.262695114714,0.262695114714,TRUE,"Proposed",0.5
"beta16",0,-0.030229313451,0.236104003236044,-0.50617125,0.40694015,-0.030229313451,0.030229313451,TRUE,"Proposed",0.5
"beta17",0,-0.49175219323,0.252313433370553,-0.970861825,-0.00578608625000002,-0.49175219323,0.49175219323,FALSE,"Proposed",0.5
"beta18",0,-0.22709753224,0.233210104744141,-0.689097925,0.235560875,-0.22709753224,0.22709753224,TRUE,"Proposed",0.5
"beta19",0,-0.133456090521,0.235978378635631,-0.58561835,0.32371955,-0.133456090521,0.133456090521,TRUE,"Proposed",0.5
"beta20",0,0.063921697099,0.281007664037998,-0.486253575,0.60827965,0.063921697099,0.063921697099,TRUE,"Proposed",0.5
"eta",0.4,0.59132544,0.22647424587784,0.26419075,1.1434695,0.19132544,0.19132544,TRUE,"Proposed",0.5
"beta1",1,0.55261107524,0.259051885635193,0.00999487725,1.064499,-0.44738892476,0.44738892476,TRUE,"Naive",0.5
"beta2",2,2.66175634,0.26624773754034,2.12680625,3.19532725,0.66175634,0.66175634,FALSE,"Naive",0.5
"beta3",3,3.55968763,0.264555805277051,3.04813575,4.056941,0.55968763,0.55968763,FALSE,"Naive",0.5
"beta4",-4,-4.51110694,0.293006953663444,-5.09499575,-3.94875075,-0.51110694,0.51110694,TRUE,"Naive",0.5
"beta5",-5,-5.99267237,0.337009884035796,-6.626265,-5.31970675,-0.99267237,0.99267237,FALSE,"Naive",0.5
"beta6",0,0.262135480413,0.227969853353045,-0.193208725,0.7110551,0.262135480413,0.262135480413,TRUE,"Naive",0.5
"beta7",0,-0.290471387541,0.262543424438848,-0.81195095,0.209780925,-0.290471387541,0.290471387541,TRUE,"Naive",0.5
"beta8",0,-0.268464822637,0.247273276891708,-0.75202555,0.223519625,-0.268464822637,0.268464822637,TRUE,"Naive",0.5
"beta9",0,0.27004097729,0.221929653989473,-0.1611896,0.69323815,0.27004097729,0.27004097729,TRUE,"Naive",0.5
"beta10",0,-0.2791550536139,0.23952653323356,-0.739161025,0.19405645,-0.2791550536139,0.2791550536139,TRUE,"Naive",0.5
"beta11",0,0.683304923,0.257475549787489,0.218848125,1.19413425,0.683304923,0.683304923,FALSE,"Naive",0.5
"beta12",0,-0.28162842345,0.243610506319674,-0.770372525,0.196604425,-0.28162842345,0.28162842345,TRUE,"Naive",0.5
"beta13",0,0.354217124609,0.220285953953505,-0.0906346975,0.76725395,0.354217124609,0.354217124609,TRUE,"Naive",0.5
"beta14",0,-0.034926924441,0.244440369067348,-0.510759275,0.4437282,-0.034926924441,0.034926924441,TRUE,"Naive",0.5
"beta15",0,0.2129671981259,0.224665104404282,-0.240181025,0.65287545,0.2129671981259,0.2129671981259,TRUE,"Naive",0.5
"beta16",0,-0.14213952039,0.232098520909626,-0.612669025,0.31796225,-0.14213952039,0.14213952039,TRUE,"Naive",0.5
"beta17",0,-0.4442245010923,0.25232130695327,-0.93539235,0.04431417,-0.4442245010923,0.4442245010923,TRUE,"Naive",0.5
"beta18",0,-0.232493772122,0.245535599333965,-0.71331295,0.25732545,-0.232493772122,0.232493772122,TRUE,"Naive",0.5
"beta19",0,-0.088705782362,0.245737226739486,-0.57294205,0.40031755,-0.088705782362,0.088705782362,TRUE,"Naive",0.5
"beta20",0,0.081221499023,0.246797933523664,-0.3872884,0.5568759,0.081221499023,0.081221499023,TRUE,"Naive",0.5
"beta1",1,1.194493737,0.238190361950508,0.74254205,1.6935275,0.194493737,0.194493737,TRUE,"Proposed",0.5
"beta2",2,1.78919882,0.222262059618716,1.37570725,2.20995075,-0.21080118,0.21080118,TRUE,"Proposed",0.5
"beta3",3,2.84276403,0.253358407743326,2.38266125,3.35520325,-0.15723597,0.15723597,TRUE,"Proposed",0.5
"beta4",-4,-4.07391277,0.22754984751375,-4.518673,-3.63524025,-0.0739127699999997,0.0739127699999997,TRUE,"Proposed",0.5
"beta5",-5,-5.42827609,0.281248821307928,-5.97596475,-4.877726,-0.42827609,0.42827609,TRUE,"Proposed",0.5
"beta6",0,-0.023518843951,0.224948340056726,-0.47582005,0.410264125,-0.023518843951,0.023518843951,TRUE,"Proposed",0.5
"beta7",0,-0.3756048993966,0.250803022660945,-0.84605785,0.12016635,-0.3756048993966,0.3756048993966,TRUE,"Proposed",0.5
"beta8",0,0.1706803822878,0.239998351931054,-0.2751339,0.6450679,0.1706803822878,0.1706803822878,TRUE,"Proposed",0.5
"beta9",0,-0.011469728005,0.219429005615038,-0.44923705,0.42080895,-0.011469728005,0.011469728005,TRUE,"Proposed",0.5
"beta10",0,0.045122696031,0.223311851339764,-0.387259225,0.466711,0.045122696031,0.045122696031,TRUE,"Proposed",0.5
"beta11",0,0.55841093107,0.225658401317448,0.11138395,1.01036975,0.55841093107,0.55841093107,FALSE,"Proposed",0.5
"beta12",0,-0.118035686723,0.20842189731457,-0.5211921,0.274721,-0.118035686723,0.118035686723,TRUE,"Proposed",0.5
"beta13",0,-0.013379594175,0.265081748393516,-0.542197525,0.480838,-0.013379594175,0.013379594175,TRUE,"Proposed",0.5
"beta14",0,-0.140228731108,0.208212589969528,-0.541815875,0.25990195,-0.140228731108,0.140228731108,TRUE,"Proposed",0.5
"beta15",0,0.208696574348,0.222216197430829,-0.219600375,0.646771275,0.208696574348,0.208696574348,TRUE,"Proposed",0.5
"beta16",0,-0.053564293882,0.229604772496915,-0.5164056,0.3715707,-0.053564293882,0.053564293882,TRUE,"Proposed",0.5
"beta17",0,-0.094040734225,0.238224316176322,-0.546397175,0.364788925,-0.094040734225,0.094040734225,TRUE,"Proposed",0.5
