"method","eta_setting","rep","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Naive Method (ADVI)",1.6,8,"beta15",0,-0.08401230406,0.157651387114931,-0.395505425,0.21854355,-0.08401230406,0.08401230406,TRUE
"Naive Method (ADVI)",1.6,8,"beta16",0,0.135676444318,0.153880089201653,-0.185110725,0.428222725,0.135676444318,0.135676444318,TRUE
"Naive Method (ADVI)",1.6,8,"beta17",0,-0.0251316528936,0.147100012935502,-0.31463315,0.249822325,-0.0251316528936,0.0251316528936,TRUE
"Naive Method (ADVI)",1.6,8,"beta18",0,-0.003387540446,0.116651853268196,-0.2211547,0.223119425,-0.003387540446,0.003387540446,TRUE
"Naive Method (ADVI)",1.6,8,"beta19",0,-0.13024663422834,0.150069789335672,-0.4033711,0.163443525,-0.13024663422834,0.13024663422834,TRUE
"Naive Method (ADVI)",1.6,8,"beta20",0,0.078765996334,0.15638403336595,-0.225185875,0.38098415,0.078765996334,0.078765996334,TRUE
"Proposed Method (ADVI)",1.6,8,"beta1",1,1.031153678,0.179366994207712,0.7007555,1.408411,0.0311536779999999,0.0311536779999999,TRUE
"Proposed Method (ADVI)",1.6,8,"beta2",2,1.76404355,0.209417671735536,1.34813475,2.18274375,-0.23595645,0.23595645,TRUE
"Proposed Method (ADVI)",1.6,8,"beta3",3,2.98038694,0.28893715749522,2.40792225,3.559117,-0.0196130600000002,0.0196130600000002,TRUE
"Proposed Method (ADVI)",1.6,8,"beta4",-4,-4.49346286,0.415216402951401,-5.30748125,-3.6550425,-0.49346286,0.49346286,TRUE
"Proposed Method (ADVI)",1.6,8,"beta5",-5,-5.05591324,0.451027586865833,-5.923843,-4.14802675,-0.0559132399999998,0.0559132399999998,TRUE
"Proposed Method (ADVI)",1.6,8,"beta6",0,0.1228226971713,0.151594467906611,-0.189305375,0.40310525,0.1228226971713,0.1228226971713,TRUE
"Proposed Method (ADVI)",1.6,8,"beta7",0,0.35490114613,0.177746888238224,-0.00374241024999999,0.70515865,0.35490114613,0.35490114613,TRUE
"Proposed Method (ADVI)",1.6,8,"beta8",0,-0.214363715345,0.155848970074409,-0.523813625,0.0985375374999996,-0.214363715345,0.214363715345,TRUE
"Proposed Method (ADVI)",1.6,8,"beta9",0,-0.1828620490472,0.161967245986355,-0.50038455,0.14347855,-0.1828620490472,0.1828620490472,TRUE
"Proposed Method (ADVI)",1.6,8,"beta10",0,-0.0560204217471,0.133089862605503,-0.318726525,0.2081925,-0.0560204217471,0.0560204217471,TRUE
"Proposed Method (ADVI)",1.6,8,"beta11",0,0.1081903944814,0.156005140557422,-0.1923878,0.40976035,0.1081903944814,0.1081903944814,TRUE
"Proposed Method (ADVI)",1.6,8,"beta12",0,0.2863881053,0.18257747718805,-0.065634665,0.673854775,0.2863881053,0.2863881053,TRUE
"Proposed Method (ADVI)",1.6,8,"beta13",0,0.2106639482242,0.169717392223159,-0.1034288,0.5553225,0.2106639482242,0.2106639482242,TRUE
"Proposed Method (ADVI)",1.6,8,"beta14",0,0.1525075556988,0.158098072530892,-0.154917,0.447544675,0.1525075556988,0.1525075556988,TRUE
"Proposed Method (ADVI)",1.6,8,"beta15",0,-0.099037146903,0.160975529622323,-0.418560575,0.212196525,-0.099037146903,0.099037146903,TRUE
"Proposed Method (ADVI)",1.6,8,"beta16",0,0.133647986927,0.136722734785212,-0.112580475,0.4039349,0.133647986927,0.133647986927,TRUE
"Proposed Method (ADVI)",1.6,8,"beta17",0,0.115928342483,0.163673538671048,-0.192142775,0.45471445,0.115928342483,0.115928342483,TRUE
"Proposed Method (ADVI)",1.6,8,"beta18",0,-0.01593947664,0.161172309022716,-0.33702415,0.288152525,-0.01593947664,0.01593947664,TRUE
"Proposed Method (ADVI)",1.6,8,"beta19",0,-0.239888226631,0.152717101173878,-0.53908675,0.041293025,-0.239888226631,0.239888226631,TRUE
"Proposed Method (ADVI)",1.6,8,"beta20",0,0.110692067399,0.157686633026611,-0.19215925,0.415730525,0.110692067399,0.110692067399,TRUE
"Proposed Method (ADVI)",1.6,8,"eta",1.6,2.20772904,0.338770954028488,1.612294,2.905726,0.60772904,0.60772904,FALSE
"Naive Method (ADVI)",1.6,9,"beta1",1,1.090255473,0.188686127159773,0.718369125,1.4538425,0.090255473,0.090255473,TRUE
"Naive Method (ADVI)",1.6,9,"beta2",2,2.00799325,0.236546421516094,1.533687,2.47849075,0.00799325000000017,0.00799325000000017,TRUE
"Naive Method (ADVI)",1.6,9,"beta3",3,3.07778285,0.27425612406246,2.5370505,3.605295,0.0777828500000002,0.0777828500000002,TRUE
"Naive Method (ADVI)",1.6,9,"beta4",-4,-4.20371802,0.385436022596221,-4.97544075,-3.494233,-0.20371802,0.20371802,TRUE
"Naive Method (ADVI)",1.6,9,"beta5",-5,-5.32831,0.461833378991765,-6.23071775,-4.459345,-0.32831,0.32831,TRUE
"Naive Method (ADVI)",1.6,9,"beta6",0,-0.061721152184,0.166192789233373,-0.3963347,0.26664575,-0.061721152184,0.061721152184,TRUE
"Naive Method (ADVI)",1.6,9,"beta7",0,-0.0098061883751,0.157165769073297,-0.3267822,0.2974277,-0.0098061883751,0.0098061883751,TRUE
"Naive Method (ADVI)",1.6,9,"beta8",0,0.247747262004,0.158950936988956,-0.074857975,0.56469995,0.247747262004,0.247747262004,TRUE
"Naive Method (ADVI)",1.6,9,"beta9",0,-0.024029653569,0.174652974823055,-0.360936875,0.29317745,-0.024029653569,0.024029653569,TRUE
"Naive Method (ADVI)",1.6,9,"beta10",0,0.46015170974,0.163109762366786,0.107723025,0.7799495,0.46015170974,0.46015170974,FALSE
"Naive Method (ADVI)",1.6,9,"beta11",0,0.234266660583,0.15871035173599,-0.07764635,0.54955405,0.234266660583,0.234266660583,TRUE
"Naive Method (ADVI)",1.6,9,"beta12",0,-0.26727184818,0.183333030270143,-0.6505361,0.0757429275,-0.26727184818,0.26727184818,TRUE
"Naive Method (ADVI)",1.6,9,"beta13",0,-0.0902058646839,0.163432457822297,-0.398171675,0.2282969,-0.0902058646839,0.0902058646839,TRUE
"Naive Method (ADVI)",1.6,9,"beta14",0,-0.275475907501,0.149427665339654,-0.546993275,0.01238499,-0.275475907501,0.275475907501,TRUE
"Naive Method (ADVI)",1.6,9,"beta15",0,-0.058990786638,0.164665996895483,-0.377072675,0.256073475,-0.058990786638,0.058990786638,TRUE
"Naive Method (ADVI)",1.6,9,"beta16",0,-0.113166356624,0.171348004173821,-0.45548995,0.210655175,-0.113166356624,0.113166356624,TRUE
"Naive Method (ADVI)",1.6,9,"beta17",0,-0.01215439072,0.191546144928706,-0.399736525,0.359869775,-0.01215439072,0.01215439072,TRUE
"Naive Method (ADVI)",1.6,9,"beta18",0,-0.219313058066,0.129667490435223,-0.47511995,0.02591517,-0.219313058066,0.219313058066,TRUE
"Naive Method (ADVI)",1.6,9,"beta19",0,-0.0645658075494,0.155390788289329,-0.363778775,0.233505875,-0.0645658075494,0.0645658075494,TRUE
"Naive Method (ADVI)",1.6,9,"beta20",0,-0.1354432584998,0.180267396962269,-0.47805565,0.234521125,-0.1354432584998,0.1354432584998,TRUE
"Proposed Method (ADVI)",1.6,9,"beta1",1,1.197473718,0.183163437330897,0.86013225,1.5828525,0.197473718,0.197473718,TRUE
"Proposed Method (ADVI)",1.6,9,"beta2",2,2.20460157,0.232214561811167,1.7390365,2.6746185,0.20460157,0.20460157,TRUE
"Proposed Method (ADVI)",1.6,9,"beta3",3,3.26523767,0.313970712945106,2.6432185,3.90107525,0.26523767,0.26523767,TRUE
"Proposed Method (ADVI)",1.6,9,"beta4",-4,-4.55492683,0.414474050544332,-5.3848095,-3.73746625,-0.55492683,0.55492683,TRUE
"Proposed Method (ADVI)",1.6,9,"beta5",-5,-5.7664577,0.522339244603125,-6.7636305,-4.743566,-0.7664577,0.7664577,TRUE
"Proposed Method (ADVI)",1.6,9,"beta6",0,0.001974179273,0.163637961799894,-0.332813525,0.30858685,0.001974179273,0.001974179273,TRUE
"Proposed Method (ADVI)",1.6,9,"beta7",0,-0.009362630399,0.173330207654997,-0.35249105,0.328755975,-0.009362630399,0.009362630399,TRUE
"Proposed Method (ADVI)",1.6,9,"beta8",0,0.185273045151,0.160721261330413,-0.123042075,0.5180138,0.185273045151,0.185273045151,TRUE
"Proposed Method (ADVI)",1.6,9,"beta9",0,-0.114783971386,0.176642054609807,-0.46863875,0.220671975,-0.114783971386,0.114783971386,TRUE
"Proposed Method (ADVI)",1.6,9,"beta10",0,0.4232923398,0.166530077790262,0.09864406,0.76670415,0.4232923398,0.4232923398,FALSE
"Proposed Method (ADVI)",1.6,9,"beta11",0,0.206994219742,0.181036297390374,-0.153534575,0.5493913,0.206994219742,0.206994219742,TRUE
"Proposed Method (ADVI)",1.6,9,"beta12",0,-0.2487954433,0.188983092511953,-0.622411275,0.132302175,-0.2487954433,0.2487954433,TRUE
"Proposed Method (ADVI)",1.6,9,"beta13",0,-0.056132792008,0.169237467009256,-0.35673995,0.26992865,-0.056132792008,0.056132792008,TRUE
"Proposed Method (ADVI)",1.6,9,"beta14",0,-0.34289922132,0.163472662952655,-0.670352175,-0.02792041,-0.34289922132,0.34289922132,FALSE
"Proposed Method (ADVI)",1.6,9,"beta15",0,-0.0190899930963,0.17572713164212,-0.357996825,0.33203045,-0.0190899930963,0.0190899930963,TRUE
"Proposed Method (ADVI)",1.6,9,"beta16",0,-0.1858088417868,0.160366877924082,-0.482994675,0.12777845,-0.1858088417868,0.1858088417868,TRUE
"Proposed Method (ADVI)",1.6,9,"beta17",0,0.000971313614999993,0.184216330895506,-0.35064675,0.364878925,0.000971313614999993,0.000971313614999993,TRUE
"Proposed Method (ADVI)",1.6,9,"beta18",0,-0.191868515985,0.176009822114164,-0.524093675,0.1470251,-0.191868515985,0.191868515985,TRUE
"Proposed Method (ADVI)",1.6,9,"beta19",0,-0.0466121874611,0.166219693223445,-0.37831695,0.275881725,-0.0466121874611,0.0466121874611,TRUE
"Proposed Method (ADVI)",1.6,9,"beta20",0,-0.124459572246,0.17200877822673,-0.470434,0.202747175,-0.124459572246,0.124459572246,TRUE
"Proposed Method (ADVI)",1.6,9,"eta",1.6,1.595256219,0.325830281314344,1.05693675,2.29903125,-0.00474378100000017,0.00474378100000017,TRUE
"Naive Method (ADVI)",1.6,10,"beta1",1,0.952269892,0.171461065723707,0.612262025,1.28402925,-0.047730108,0.047730108,TRUE
"Naive Method (ADVI)",1.6,10,"beta2",2,1.94490802,0.231451065347581,1.47547525,2.40366775,-0.05509198,0.05509198,TRUE
"Naive Method (ADVI)",1.6,10,"beta3",3,2.80117409,0.261762632857198,2.283035,3.30236025,-0.19882591,0.19882591,TRUE
"Naive Method (ADVI)",1.6,10,"beta4",-4,-3.4516757,0.329928583174762,-4.10468325,-2.83693475,0.5483243,0.5483243,TRUE
"Naive Method (ADVI)",1.6,10,"beta5",-5,-4.6300809,0.388833447486806,-5.3870665,-3.8857565,0.3699191,0.3699191,TRUE
"Naive Method (ADVI)",1.6,10,"beta6",0,0.08613273180907,0.156082226343212,-0.2241646,0.386351425,0.08613273180907,0.08613273180907,TRUE
"Naive Method (ADVI)",1.6,10,"beta7",0,0.056024075922,0.172945356621187,-0.2756999,0.3996724,0.056024075922,0.056024075922,TRUE
"Naive Method (ADVI)",1.6,10,"beta8",0,-0.013141539586,0.161998842904267,-0.339204925,0.3000177,-0.013141539586,0.013141539586,TRUE
"Naive Method (ADVI)",1.6,10,"beta9",0,0.0794927702099,0.178716742336448,-0.2750319,0.410832975,0.0794927702099,0.0794927702099,TRUE
"Naive Method (ADVI)",1.6,10,"beta10",0,-0.0518589650407,0.142837493879198,-0.3446203,0.219976125,-0.0518589650407,0.0518589650407,TRUE
"Naive Method (ADVI)",1.6,10,"beta11",0,-0.25515860101121,0.146714650037729,-0.5342935,0.0205842575,-0.25515860101121,0.25515860101121,TRUE
"Naive Method (ADVI)",1.6,10,"beta12",0,-0.041876701595,0.161553836716868,-0.35732645,0.26130625,-0.041876701595,0.041876701595,TRUE
"Naive Method (ADVI)",1.6,10,"beta13",0,-0.1697711501376,0.153978137124947,-0.458023325,0.13016505,-0.1697711501376,0.1697711501376,TRUE
"Naive Method (ADVI)",1.6,10,"beta14",0,0.151966075454,0.148359018851491,-0.13908985,0.43903695,0.151966075454,0.151966075454,TRUE
"Naive Method (ADVI)",1.6,10,"beta15",0,-0.27230698874233,0.177280068284342,-0.61871975,0.0626988749999998,-0.27230698874233,0.27230698874233,TRUE
"Naive Method (ADVI)",1.6,10,"beta16",0,0.201840736816,0.159803140943907,-0.117137875,0.497877625,0.201840736816,0.201840736816,TRUE
"Naive Method (ADVI)",1.6,10,"beta17",0,-0.07045888257101,0.167247165271692,-0.3973978,0.24207075,-0.07045888257101,0.07045888257101,TRUE
"Naive Method (ADVI)",1.6,10,"beta18",0,-0.066814653731,0.13846404465015,-0.3291324,0.194947325,-0.066814653731,0.066814653731,TRUE
"Naive Method (ADVI)",1.6,10,"beta19",0,-0.14193411056,0.177288464869909,-0.489740025,0.220404275,-0.14193411056,0.14193411056,TRUE
"Naive Method (ADVI)",1.6,10,"beta20",0,0.018668748366,0.161260619754656,-0.301397425,0.339289325,0.018668748366,0.018668748366,TRUE
"Proposed Method (ADVI)",1.6,10,"beta1",1,1.135915052,0.170208061483742,0.822388225,1.493908,0.135915052,0.135915052,TRUE
"Proposed Method (ADVI)",1.6,10,"beta2",2,2.2681672,0.23706822674051,1.795492,2.74249175,0.2681672,0.2681672,TRUE
"Proposed Method (ADVI)",1.6,10,"beta3",3,3.20243433,0.314015321004209,2.59804725,3.852036,0.20243433,0.20243433,TRUE
"Proposed Method (ADVI)",1.6,10,"beta4",-4,-4.08105719,0.391615359593663,-4.85792325,-3.29754375,-0.0810571900000001,0.0810571900000001,TRUE
"Proposed Method (ADVI)",1.6,10,"beta5",-5,-5.42869244,0.492123345293667,-6.349838,-4.445106,-0.42869244,0.42869244,TRUE
"Proposed Method (ADVI)",1.6,10,"beta6",0,0.1412760055305,0.164739874149126,-0.18475125,0.4472566,0.1412760055305,0.1412760055305,TRUE
"Proposed Method (ADVI)",1.6,10,"beta7",0,0.167536826438,0.181029092218808,-0.17754335,0.514803625,0.167536826438,0.167536826438,TRUE
"Proposed Method (ADVI)",1.6,10,"beta8",0,0.0406021964994,0.164079694033812,-0.27561,0.36209315,0.0406021964994,0.0406021964994,TRUE
"Proposed Method (ADVI)",1.6,10,"beta9",0,-0.0207541034477,0.17337187914832,-0.371502325,0.32043885,-0.0207541034477,0.0207541034477,TRUE
"Proposed Method (ADVI)",1.6,10,"beta10",0,-0.167019402505,0.145080031792906,-0.459709875,0.120909175,-0.167019402505,0.167019402505,TRUE
"Proposed Method (ADVI)",1.6,10,"beta11",0,-0.309907757966,0.1681667548091,-0.62797725,0.0126034149999999,-0.309907757966,0.309907757966,TRUE
"Proposed Method (ADVI)",1.6,10,"beta12",0,-0.036429792484,0.170028229643593,-0.367217575,0.2954317,-0.036429792484,0.036429792484,TRUE
"Proposed Method (ADVI)",1.6,10,"beta13",0,-0.144093081159,0.174274254737355,-0.477461175,0.196634275,-0.144093081159,0.144093081159,TRUE
"Proposed Method (ADVI)",1.6,10,"beta14",0,0.2527887927992,0.165562491436226,-0.071756405,0.56500255,0.2527887927992,0.2527887927992,TRUE
"Proposed Method (ADVI)",1.6,10,"beta15",0,-0.169652542063,0.168100713685455,-0.497698175,0.1598493,-0.169652542063,0.169652542063,TRUE
"Proposed Method (ADVI)",1.6,10,"beta16",0,0.216212616397,0.143223569339018,-0.0529009525,0.50715695,0.216212616397,0.216212616397,TRUE
"Proposed Method (ADVI)",1.6,10,"beta17",0,-0.153772113513,0.183161268175116,-0.49572355,0.2149773,-0.153772113513,0.153772113513,TRUE
"Proposed Method (ADVI)",1.6,10,"beta18",0,-0.0206351525904,0.167245467919769,-0.3561153,0.30133265,-0.0206351525904,0.0206351525904,TRUE
"Proposed Method (ADVI)",1.6,10,"beta19",0,-0.198221827109,0.161075580652209,-0.533935425,0.105904375,-0.198221827109,0.198221827109,TRUE
"Proposed Method (ADVI)",1.6,10,"beta20",0,0.1316227615403,0.162880773647199,-0.185198675,0.44125095,0.1316227615403,0.1316227615403,TRUE
"Proposed Method (ADVI)",1.6,10,"eta",1.6,2.00700357,0.336305967532176,1.42218575,2.728588,0.40700357,0.40700357,TRUE
"Naive Method (ADVI)",2.8,1,"beta1",1,0.85363620436,0.425333216875786,0.01490069,1.67462725,-0.14636379564,0.14636379564,TRUE
"Naive Method (ADVI)",2.8,1,"beta2",2,-0.24473238673,0.719783797654021,-1.61218,1.14781375,-2.24473238673,2.24473238673,FALSE
"Naive Method (ADVI)",2.8,1,"beta3",3,0.76530497356,0.663400909127348,-0.563225175,2.05979825,-2.23469502644,2.23469502644,FALSE
"Naive Method (ADVI)",2.8,1,"beta4",-4,-1.87760133089,0.618440179923509,-3.074455,-0.71030565,2.12239866911,2.12239866911,FALSE
"Naive Method (ADVI)",2.8,1,"beta5",-5,-2.0641716779,0.706450168322936,-3.491846,-0.612203975,2.9358283221,2.9358283221,FALSE
"Naive Method (ADVI)",2.8,1,"beta6",0,-1.093171302568,0.563422549292353,-2.2216855,0.0179251324999999,-1.093171302568,1.093171302568,TRUE
"Naive Method (ADVI)",2.8,1,"beta7",0,-0.087771967517,0.405767382323261,-0.84242425,0.6939709,-0.087771967517,0.087771967517,TRUE
"Naive Method (ADVI)",2.8,1,"beta8",0,0.11371939871,0.396836336234907,-0.68152715,0.915097575,0.11371939871,0.11371939871,TRUE
"Naive Method (ADVI)",2.8,1,"beta9",0,0.588327022102,0.57163710992338,-0.5221404,1.68179525,0.588327022102,0.588327022102,TRUE
"Naive Method (ADVI)",2.8,1,"beta10",0,-0.097881509924,0.428111261623202,-0.98622015,0.750460075,-0.097881509924,0.097881509924,TRUE
"Naive Method (ADVI)",2.8,1,"beta11",0,-0.6624087941,0.583695643449997,-1.8218695,0.435450825,-0.6624087941,0.6624087941,TRUE
"Naive Method (ADVI)",2.8,1,"beta12",0,0.278593517101,0.465065200460723,-0.6737294,1.15283625,0.278593517101,0.278593517101,TRUE
"Naive Method (ADVI)",2.8,1,"beta13",0,0.309079402969,0.407052859709623,-0.485864025,1.11623275,0.309079402969,0.309079402969,TRUE
"Naive Method (ADVI)",2.8,1,"beta14",0,1.16702269786,0.69132685427523,-0.189396325,2.54665625,1.16702269786,1.16702269786,TRUE
"Naive Method (ADVI)",2.8,1,"beta15",0,0.87945790885,0.629203541802699,-0.347447125,2.14791625,0.87945790885,0.87945790885,TRUE
"Naive Method (ADVI)",2.8,1,"beta16",0,0.491182789022,0.426146995349139,-0.32670755,1.30946375,0.491182789022,0.491182789022,TRUE
"Naive Method (ADVI)",2.8,1,"beta17",0,0.98666778460218,0.630522962261906,-0.28027595,2.18025025,0.98666778460218,0.98666778460218,TRUE
"Naive Method (ADVI)",2.8,1,"beta18",0,0.12645231912229,0.413627413905167,-0.648465225,0.9247327,0.12645231912229,0.12645231912229,TRUE
"Naive Method (ADVI)",2.8,1,"beta19",0,0.928002059777,0.548940479044574,-0.0623606975,2.0817855,0.928002059777,0.928002059777,TRUE
"Naive Method (ADVI)",2.8,1,"beta20",0,0.846670198716,0.486877945134167,-0.112489275,1.8274245,0.846670198716,0.846670198716,TRUE
"Proposed Method (ADVI)",2.8,1,"beta1",1,0.901123712,0.181596386991767,0.566668575,1.28321175,-0.098876288,0.098876288,TRUE
"Proposed Method (ADVI)",2.8,1,"beta2",2,2.29101902,0.244785401092523,1.804476,2.780265,0.29101902,0.29101902,TRUE
"Proposed Method (ADVI)",2.8,1,"beta3",3,3.05543973,0.288165191116134,2.471849,3.6192815,0.0554397299999998,0.0554397299999998,TRUE
"Proposed Method (ADVI)",2.8,1,"beta4",-4,-4.51948263,0.421334887295172,-5.34900025,-3.677924,-0.51948263,0.51948263,TRUE
"Proposed Method (ADVI)",2.8,1,"beta5",-5,-5.39541999,0.484113346642186,-6.33335775,-4.458078,-0.39541999,0.39541999,TRUE
"Proposed Method (ADVI)",2.8,1,"beta6",0,-0.2141826841965,0.164508559713477,-0.54017825,0.10237625,-0.2141826841965,0.2141826841965,TRUE
"Proposed Method (ADVI)",2.8,1,"beta7",0,-0.101669417598,0.189091500031786,-0.478389275,0.263446575,-0.101669417598,0.101669417598,TRUE
"Proposed Method (ADVI)",2.8,1,"beta8",0,0.17172434294,0.147754557184681,-0.117055875,0.458814375,0.17172434294,0.17172434294,TRUE
"Proposed Method (ADVI)",2.8,1,"beta9",0,-0.132938778097,0.173528617099241,-0.4930342,0.2008038,-0.132938778097,0.132938778097,TRUE
"Proposed Method (ADVI)",2.8,1,"beta10",0,-0.149388755032,0.144284386757752,-0.4406371,0.1304503,-0.149388755032,0.149388755032,TRUE
"Proposed Method (ADVI)",2.8,1,"beta11",0,-0.148395036851,0.157748498283408,-0.452036575,0.1482515,-0.148395036851,0.148395036851,TRUE
"Proposed Method (ADVI)",2.8,1,"beta12",0,-0.053724849741,0.186565182036822,-0.429820375,0.324229875,-0.053724849741,0.053724849741,TRUE
"Proposed Method (ADVI)",2.8,1,"beta13",0,0.0905049697,0.172622235464014,-0.230392675,0.42922975,0.0905049697,0.0905049697,TRUE
"Proposed Method (ADVI)",2.8,1,"beta14",0,-0.28590910155,0.180769140223446,-0.644611425,0.0613578325,-0.28590910155,0.28590910155,TRUE
"Proposed Method (ADVI)",2.8,1,"beta15",0,0.155641377187,0.158083706862892,-0.1444709,0.471598575,0.155641377187,0.155641377187,TRUE
"Proposed Method (ADVI)",2.8,1,"beta16",0,0.175245314036,0.15350356962263,-0.1134982,0.481263425,0.175245314036,0.175245314036,TRUE
"Proposed Method (ADVI)",2.8,1,"beta17",0,-0.067315262985,0.17382700324857,-0.388975825,0.290770925,-0.067315262985,0.067315262985,TRUE
"Proposed Method (ADVI)",2.8,1,"beta18",0,-0.205487245866,0.17452512228918,-0.54533995,0.137470775,-0.205487245866,0.205487245866,TRUE
"Proposed Method (ADVI)",2.8,1,"beta19",0,0.250275857959,0.163257564106246,-0.0785540125,0.565140825,0.250275857959,0.250275857959,TRUE
"Proposed Method (ADVI)",2.8,1,"beta20",0,-0.061757485953,0.170445430049753,-0.3979684,0.280646575,-0.061757485953,0.061757485953,TRUE
"Proposed Method (ADVI)",2.8,1,"eta",2.8,2.41317774,0.356492220398282,1.74893125,3.14895575,-0.38682226,0.38682226,TRUE
"Naive Method (ADVI)",2.8,2,"beta1",1,0.66290859566,0.408108259675608,-0.1418606,1.45065325,-0.33709140434,0.33709140434,TRUE
"Naive Method (ADVI)",2.8,2,"beta2",2,-0.247119798846,0.718620302108653,-1.608695,1.14271525,-2.247119798846,2.247119798846,FALSE
"Naive Method (ADVI)",2.8,2,"beta3",3,0.75499295927,0.64857115812952,-0.541512075,2.0299245,-2.24500704073,2.24500704073,FALSE
"Naive Method (ADVI)",2.8,2,"beta4",-4,-1.81342682029,0.604738959106681,-3.0050195,-0.6751605,2.18657317971,2.18657317971,FALSE
"Naive Method (ADVI)",2.8,2,"beta5",-5,-2.088598484,0.733404325204176,-3.5627375,-0.5907143,2.911401516,2.911401516,FALSE
"Naive Method (ADVI)",2.8,2,"beta6",0,-1.075187887469,0.585639173925636,-2.252827,0.0673701649999998,-1.075187887469,1.075187887469,TRUE
"Naive Method (ADVI)",2.8,2,"beta7",0,-0.008794019315,0.390871999574152,-0.74341145,0.741210125,-0.008794019315,0.008794019315,TRUE
"Naive Method (ADVI)",2.8,2,"beta8",0,0.208659593632,0.400288830812345,-0.5841303,1.01838225,0.208659593632,0.208659593632,TRUE
"Naive Method (ADVI)",2.8,2,"beta9",0,0.542555134643,0.58540979494098,-0.583408325,1.6697515,0.542555134643,0.542555134643,TRUE
"Naive Method (ADVI)",2.8,2,"beta10",0,-0.176857093362,0.40166095387061,-1.02847625,0.612046925,-0.176857093362,0.176857093362,TRUE
"Naive Method (ADVI)",2.8,2,"beta11",0,-0.65033932796,0.593170423463483,-1.822762,0.450303724999999,-0.65033932796,0.65033932796,TRUE
"Naive Method (ADVI)",2.8,2,"beta12",0,0.155487190875,0.519463538250025,-0.9092054,1.14917825,0.155487190875,0.155487190875,TRUE
"Naive Method (ADVI)",2.8,2,"beta13",0,0.137307417049,0.411342742779272,-0.647618925,0.945012925,0.137307417049,0.137307417049,TRUE
"Naive Method (ADVI)",2.8,2,"beta14",0,1.193200779513,0.68468210638494,-0.109671725,2.519925,1.193200779513,1.193200779513,TRUE
"Naive Method (ADVI)",2.8,2,"beta15",0,0.83247206652,0.673250622138613,-0.489203675,2.19576125,0.83247206652,0.83247206652,TRUE
"Naive Method (ADVI)",2.8,2,"beta16",0,0.4314744811761,0.435724132059791,-0.420972575,1.276014,0.4314744811761,0.4314744811761,TRUE
"Naive Method (ADVI)",2.8,2,"beta17",0,0.955091268924,0.651113935496686,-0.377063625,2.203448,0.955091268924,0.955091268924,TRUE
"Naive Method (ADVI)",2.8,2,"beta18",0,-0.07759301188,0.387484537905957,-0.829494225,0.668135125,-0.07759301188,0.07759301188,TRUE
"Naive Method (ADVI)",2.8,2,"beta19",0,0.78940197309,0.637416884126847,-0.369432975,2.02544475,0.78940197309,0.78940197309,TRUE
"Naive Method (ADVI)",2.8,2,"beta20",0,0.6913833287917,0.567138809457654,-0.421758325,1.81572775,0.6913833287917,0.6913833287917,TRUE
"Proposed Method (ADVI)",2.8,2,"beta1",1,1.024698021,0.165981702561492,0.719000775,1.3739265,0.0246980210000001,0.0246980210000001,TRUE
"Proposed Method (ADVI)",2.8,2,"beta2",2,2.01762053,0.229831874144976,1.56299575,2.4786445,0.0176205299999999,0.0176205299999999,TRUE
"Proposed Method (ADVI)",2.8,2,"beta3",3,2.91007714,0.285562336405545,2.35156,3.49702675,-0.0899228600000002,0.0899228600000002,TRUE
"Proposed Method (ADVI)",2.8,2,"beta4",-4,-3.93079283,0.363359805910398,-4.66016475,-3.204777,0.0692071699999999,0.0692071699999999,TRUE
"Proposed Method (ADVI)",2.8,2,"beta5",-5,-5.08493166,0.446901434801089,-5.9308945,-4.20617225,-0.0849316599999996,0.0849316599999996,TRUE
"Proposed Method (ADVI)",2.8,2,"beta6",0,-0.088283560075,0.155787047603831,-0.404135875,0.203673825,-0.088283560075,0.088283560075,TRUE
"Proposed Method (ADVI)",2.8,2,"beta7",0,0.0509122610804,0.174455196609204,-0.2906729,0.396201475,0.0509122610804,0.0509122610804,TRUE
"Proposed Method (ADVI)",2.8,2,"beta8",0,-0.208603876561,0.167364254676342,-0.533203175,0.11824875,-0.208603876561,0.208603876561,TRUE
"Proposed Method (ADVI)",2.8,2,"beta9",0,-0.053598647738,0.154165350933019,-0.3686931,0.25220265,-0.053598647738,0.053598647738,TRUE
"Proposed Method (ADVI)",2.8,2,"beta10",0,-0.214368846814,0.141799311729961,-0.4840763,0.0679767149999999,-0.214368846814,0.214368846814,TRUE
"Proposed Method (ADVI)",2.8,2,"beta11",0,0.039948362909,0.172655956531597,-0.296363975,0.3673837,0.039948362909,0.039948362909,TRUE
"Proposed Method (ADVI)",2.8,2,"beta12",0,-0.1295367764879,0.171187553274047,-0.4695234,0.2096643,-0.1295367764879,0.1295367764879,TRUE
"Proposed Method (ADVI)",2.8,2,"beta13",0,-0.0600678136675,0.162472298395226,-0.351997875,0.27336875,-0.0600678136675,0.0600678136675,TRUE
"Proposed Method (ADVI)",2.8,2,"beta14",0,-0.1861280791791,0.170371186687804,-0.527945675,0.1368282,-0.1861280791791,0.1861280791791,TRUE
"Proposed Method (ADVI)",2.8,2,"beta15",0,0.014776588309,0.162272067023892,-0.3008988,0.3386067,0.014776588309,0.014776588309,TRUE
