"eta_true","mode","fixed_X","rep","eta_hat","abs_bias","disease_rate"
0.4,"checker2000",TRUE,1,0.11104163337437,0.28895836662563,0.496666666666667
0.4,"checker2000",TRUE,2,0.220884475995096,0.179115524004904,0.492222222222222
0.4,"checker2000",TRUE,3,-0.0959774368223499,0.49597743682235,0.486666666666667
0.4,"checker2000",TRUE,4,0.660728372393147,0.260728372393147,0.506666666666667
0.4,"checker2000",TRUE,5,0.635001127463172,0.235001127463172,0.506666666666667
0.4,"checker2000",TRUE,6,1.13563326060423,0.735633260604227,0.517777777777778
0.4,"checker2000",TRUE,7,0.357596706777896,0.0424032932221044,0.502222222222222
0.4,"checker2000",TRUE,8,1.30105356739537,0.901053567395374,0.52
0.4,"checker2000",TRUE,9,0.52105717139455,0.12105717139455,0.493333333333333
0.4,"checker2000",TRUE,10,0.305219512436203,0.0947804875637971,0.498888888888889
0.4,"checker2000",TRUE,11,0.31211664145414,0.0878833585458599,0.497777777777778
0.4,"checker2000",TRUE,12,0.885017522656968,0.485017522656968,0.506666666666667
0.4,"checker2000",TRUE,13,0.295762175089069,0.104237824910931,0.491111111111111
0.4,"checker2000",TRUE,14,0.124673188873298,0.275326811126702,0.484444444444444
0.4,"checker2000",TRUE,15,0.139863398560456,0.260136601439544,0.487777777777778
0.4,"checker2000",TRUE,16,0.218744000301271,0.181255999698729,0.496666666666667
0.4,"checker2000",TRUE,17,0.37129649747183,0.0287035025281699,0.491111111111111
0.4,"checker2000",TRUE,18,0.596304529789402,0.196304529789402,0.497777777777778
0.4,"checker2000",TRUE,19,-0.192350841585394,0.592350841585394,0.488888888888889
0.4,"checker2000",TRUE,20,0.438138036808389,0.0381380368083887,0.496666666666667
0.4,"checker2000",TRUE,21,-0.0758881345900789,0.475888134590079,0.487777777777778
0.4,"checker2000",TRUE,22,0.681826079163368,0.281826079163368,0.507777777777778
0.4,"checker2000",TRUE,23,0.680539462536867,0.280539462536867,0.497777777777778
0.4,"checker2000",TRUE,24,0.847069949571858,0.447069949571858,0.503333333333333
0.4,"checker2000",TRUE,25,0.0523928480999098,0.34760715190009,0.495555555555556
0.4,"checker2000",TRUE,26,0.812847563028232,0.412847563028232,0.496666666666667
0.4,"checker2000",TRUE,27,-0.180736361342448,0.580736361342448,0.485555555555556
0.4,"checker2000",TRUE,28,0.846076441762576,0.446076441762576,0.512222222222222
0.4,"checker2000",TRUE,29,0.37282790873974,0.0271720912602599,0.492222222222222
0.4,"checker2000",TRUE,30,0.302134588506179,0.0978654114938213,0.496666666666667
0.4,"checker2000",TRUE,31,0.665846984577035,0.265846984577035,0.493333333333333
0.4,"checker2000",TRUE,32,0.570710004407284,0.170710004407284,0.504444444444444
0.4,"checker2000",TRUE,33,0.747697568071851,0.347697568071851,0.513333333333333
0.4,"checker2000",TRUE,34,0.781004633112657,0.381004633112657,0.508888888888889
0.4,"checker2000",TRUE,35,0.789694842625875,0.389694842625875,0.507777777777778
0.4,"checker2000",TRUE,36,0.377764553212051,0.0222354467879487,0.5
0.4,"checker2000",TRUE,37,-0.309879998313346,0.709879998313346,0.488888888888889
0.4,"checker2000",TRUE,38,0.20844480918597,0.19155519081403,0.49
0.4,"checker2000",TRUE,39,0.663414029175994,0.263414029175994,0.512222222222222
0.4,"checker2000",TRUE,40,0.256303665969956,0.143696334030044,0.488888888888889
0.4,"checker2000",TRUE,41,0.51651773827026,0.11651773827026,0.498888888888889
0.4,"checker2000",TRUE,42,0.37871548283892,0.02128451716108,0.506666666666667
0.4,"checker2000",TRUE,43,0.84972261553179,0.44972261553179,0.517777777777778
0.4,"checker2000",TRUE,44,0.452007489517681,0.052007489517681,0.498888888888889
0.4,"checker2000",TRUE,45,0.388386938977114,0.0116130610228865,0.501111111111111
0.4,"checker2000",TRUE,46,0.0754090424797191,0.324590957520281,0.497777777777778
0.4,"checker2000",TRUE,47,0.823270330084942,0.423270330084942,0.506666666666667
0.4,"checker2000",TRUE,48,0.29045426975147,0.10954573024853,0.497777777777778
0.4,"checker2000",TRUE,49,0.738751042677414,0.338751042677414,0.508888888888889
0.4,"checker2000",TRUE,50,0.250471145777699,0.149528854222301,0.495555555555556
1.6,"one_parallel",FALSE,1,1.54003884604524,0.05996115395476,0.565555555555556
1.6,"one_parallel",FALSE,2,1.42228149108219,0.177718508917814,0.55
1.6,"one_parallel",FALSE,3,1.5345552581261,0.0654447418738999,0.546666666666667
