"param","truth","mean","sd","q025","q975","bias","abs_bias","covered","method","xsd","eta_setting","rep"
"beta11",0,-0.0557323463618,0.230983062284169,-0.49287425,0.383003475,-0.0557323463618,0.0557323463618,TRUE,"Proposed (ADVI)",0.5,0.4,9
"beta12",0,-0.58154494796,0.252780462577223,-1.086944,-0.0609756125,-0.58154494796,0.58154494796,FALSE,"Proposed (ADVI)",0.5,0.4,9
"beta13",0,0.330000541039,0.216683267970484,-0.074984245,0.757020025,0.330000541039,0.330000541039,TRUE,"Proposed (ADVI)",0.5,0.4,9
"beta14",0,0.3945000665,0.223736701366433,-0.0412062625,0.825748575,0.3945000665,0.3945000665,TRUE,"Proposed (ADVI)",0.5,0.4,9
"beta15",0,-0.0969423333264,0.235765103757776,-0.570541425,0.347861425,-0.0969423333264,0.0969423333264,TRUE,"Proposed (ADVI)",0.5,0.4,9
"beta16",0,0.076462714156,0.197548555866792,-0.30572,0.468417525,0.076462714156,0.076462714156,TRUE,"Proposed (ADVI)",0.5,0.4,9
"beta17",0,-0.1438532477954,0.232216219700102,-0.576170075,0.32333915,-0.1438532477954,0.1438532477954,TRUE,"Proposed (ADVI)",0.5,0.4,9
"beta18",0,0.347225181443,0.23904877852104,-0.11769925,0.809125325,0.347225181443,0.347225181443,TRUE,"Proposed (ADVI)",0.5,0.4,9
"beta19",0,-0.091515083278,0.224604179775211,-0.553133625,0.32632395,-0.091515083278,0.091515083278,TRUE,"Proposed (ADVI)",0.5,0.4,9
"beta20",0,-0.2727571012,0.237539020129353,-0.736146975,0.17825935,-0.2727571012,0.2727571012,TRUE,"Proposed (ADVI)",0.5,0.4,9
"eta",0.4,0.4698023686,0.229291448256188,0.160240075,0.99483785,0.0698023686,0.0698023686,TRUE,"Proposed (ADVI)",0.5,0.4,9
"beta1",1,1.290693778,0.251441611460443,0.795143475,1.77636,0.290693778,0.290693778,TRUE,"Naive (ADVI)",0.5,0.4,9
"beta2",2,1.99984327,0.293960483683734,1.4248195,2.58409825,-0.000156730000000049,0.000156730000000049,TRUE,"Naive (ADVI)",0.5,0.4,9
"beta3",3,2.69557838,0.271356581059055,2.1442885,3.202515,-0.30442162,0.30442162,TRUE,"Naive (ADVI)",0.5,0.4,9
"beta4",-4,-4.09119402,0.363960091532943,-4.8041235,-3.38089225,-0.0911940199999997,0.0911940199999997,TRUE,"Naive (ADVI)",0.5,0.4,9
"beta5",-5,-5.13472729,0.385359101202028,-5.8762335,-4.3891475,-0.13472729,0.13472729,TRUE,"Naive (ADVI)",0.5,0.4,9
"beta6",0,-0.081748664746,0.25222633659996,-0.59120545,0.429270425,-0.081748664746,0.081748664746,TRUE,"Naive (ADVI)",0.5,0.4,9
"beta7",0,-0.118101323998,0.229838334282781,-0.559211225,0.32775435,-0.118101323998,0.118101323998,TRUE,"Naive (ADVI)",0.5,0.4,9
"beta8",0,-0.1734459491418,0.221891410927843,-0.613633275,0.268756575,-0.1734459491418,0.1734459491418,TRUE,"Naive (ADVI)",0.5,0.4,9
"beta9",0,-0.214848382623,0.251534578654948,-0.739634625,0.258212,-0.214848382623,0.214848382623,TRUE,"Naive (ADVI)",0.5,0.4,9
"beta10",0,0.2735484329,0.212500419177463,-0.1811828,0.674146525,0.2735484329,0.2735484329,TRUE,"Naive (ADVI)",0.5,0.4,9
"beta11",0,-0.03284287865,0.230997796257407,-0.48414205,0.400867425,-0.03284287865,0.03284287865,TRUE,"Naive (ADVI)",0.5,0.4,9
"beta12",0,-0.57813792964,0.257385973933072,-1.1126555,-0.0907201975,-0.57813792964,0.57813792964,FALSE,"Naive (ADVI)",0.5,0.4,9
"beta13",0,0.321529890371,0.220896468379707,-0.11081215,0.76460035,0.321529890371,0.321529890371,TRUE,"Naive (ADVI)",0.5,0.4,9
"beta14",0,0.3946526521,0.223233584662858,-0.0583828325,0.82750695,0.3946526521,0.3946526521,TRUE,"Naive (ADVI)",0.5,0.4,9
"beta15",0,-0.128276541711,0.239394874013705,-0.602841775,0.319411625,-0.128276541711,0.128276541711,TRUE,"Naive (ADVI)",0.5,0.4,9
"beta16",0,0.081040255774,0.228999883223975,-0.375651375,0.514503775,0.081040255774,0.081040255774,TRUE,"Naive (ADVI)",0.5,0.4,9
"beta17",0,-0.129756098889,0.234611710943942,-0.5896546,0.306086775,-0.129756098889,0.129756098889,TRUE,"Naive (ADVI)",0.5,0.4,9
"beta18",0,0.348466780494,0.202721538289275,-0.032245345,0.733507025,0.348466780494,0.348466780494,TRUE,"Naive (ADVI)",0.5,0.4,9
"beta19",0,-0.107226774021,0.232823366947139,-0.5692218,0.32798195,-0.107226774021,0.107226774021,TRUE,"Naive (ADVI)",0.5,0.4,9
"beta20",0,-0.289842445402,0.250696068547206,-0.773673275,0.199492825,-0.289842445402,0.289842445402,TRUE,"Naive (ADVI)",0.5,0.4,9
"beta1",1,1.392250259,0.240065355402504,0.9501092,1.897352,0.392250259,0.392250259,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta2",2,2.2782364,0.278056461391858,1.73471725,2.835244,0.2782364,0.2782364,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta3",3,2.75608266,0.301242508516746,2.17219925,3.3271355,-0.24391734,0.24391734,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta4",-4,-4.33373145,0.375086089346992,-5.065674,-3.58936,-0.33373145,0.33373145,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta5",-5,-5.67727707,0.468147356150589,-6.55240275,-4.70926175,-0.67727707,0.67727707,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta6",0,-0.100618763179,0.230581237070232,-0.5676453,0.3337597,-0.100618763179,0.100618763179,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta7",0,0.082954697466,0.248131275872435,-0.40461515,0.570908225,0.082954697466,0.082954697466,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta8",0,-0.3023241448745,0.239343923100594,-0.7560458,0.19404845,-0.3023241448745,0.3023241448745,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta9",0,-0.15829469869,0.251752120839449,-0.66198595,0.33101005,-0.15829469869,0.15829469869,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta10",0,-0.0188965784465,0.217042263135722,-0.441781925,0.44542005,-0.0188965784465,0.0188965784465,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta11",0,-0.0912171781794,0.229820067831113,-0.515833625,0.35292075,-0.0912171781794,0.0912171781794,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta12",0,0.50296994876,0.258780900944455,-0.0480739825,1.00888175,0.50296994876,0.50296994876,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta13",0,-0.088750807915,0.236710468457682,-0.538668825,0.380949325,-0.088750807915,0.088750807915,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta14",0,-0.178034074163,0.241943488069605,-0.66224425,0.2743789,-0.178034074163,0.178034074163,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta15",0,0.414300495263,0.236333927157699,-0.0526407875,0.869867575,0.414300495263,0.414300495263,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta16",0,-0.0346270117099,0.227058655673087,-0.455027675,0.421925325,-0.0346270117099,0.0346270117099,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta17",0,0.203873565512,0.254559749939418,-0.2743293,0.73130165,0.203873565512,0.203873565512,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta18",0,-0.328346925737,0.247341098969229,-0.81542275,0.1455596,-0.328346925737,0.328346925737,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta19",0,0.304627574586,0.228905459769348,-0.1427738,0.736752075,0.304627574586,0.304627574586,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta20",0,0.0421969450291,0.234917048160751,-0.404142175,0.492098625,0.0421969450291,0.0421969450291,TRUE,"Proposed (ADVI)",0.5,0.4,10
"eta",0.4,0.3675930012,0.235089831069077,0.093616065,0.95797005,-0.0324069988,0.0324069988,TRUE,"Proposed (ADVI)",0.5,0.4,10
"beta1",1,1.370889885,0.256504664470768,0.8653382,1.865162,0.370889885,0.370889885,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta2",2,2.2719621,0.300639292607353,1.68398575,2.870158,0.2719621,0.2719621,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta3",3,2.78214462,0.282642446692509,2.194104,3.3120785,-0.21785538,0.21785538,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta4",-4,-4.28444668,0.384764052618179,-5.04486675,-3.548759,-0.28444668,0.28444668,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta5",-5,-5.62561149,0.433142241556628,-6.4792065,-4.7878775,-0.62561149,0.62561149,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta6",0,-0.1190046869143,0.240103274364804,-0.590740225,0.35185665,-0.1190046869143,0.1190046869143,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta7",0,0.0874673074545,0.24278025805967,-0.387788075,0.57121415,0.0874673074545,0.0874673074545,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta8",0,-0.283900302898,0.241440581038004,-0.762578425,0.182771775,-0.283900302898,0.283900302898,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta9",0,-0.141287589868,0.256620104401302,-0.6667323,0.341295775,-0.141287589868,0.141287589868,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta10",0,0.0205966587978,0.229786345476325,-0.4632729,0.4672423,0.0205966587978,0.0205966587978,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta11",0,-0.085928081464,0.222535958840722,-0.512735825,0.334287825,-0.085928081464,0.085928081464,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta12",0,0.485863945198,0.250529536681743,-0.0236031225,0.9639834,0.485863945198,0.485863945198,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta13",0,-0.096731640916,0.240088849927129,-0.543771625,0.38060745,-0.096731640916,0.096731640916,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta14",0,-0.172603085919,0.234129530185227,-0.614985775,0.277113325,-0.172603085919,0.172603085919,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta15",0,0.379817137792,0.23762302006425,-0.0811367175,0.833312225,0.379817137792,0.379817137792,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta16",0,-0.0081593723729,0.2504695132798,-0.507835,0.4498341,-0.0081593723729,0.0081593723729,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta17",0,0.244115878862,0.271280138073916,-0.2960224,0.7742221,0.244115878862,0.244115878862,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta18",0,-0.3313681057898,0.206598719043913,-0.735045125,0.0588087499999999,-0.3313681057898,0.3313681057898,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta19",0,0.263744402024,0.236115289211959,-0.169100675,0.7225241,0.263744402024,0.263744402024,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta20",0,-0.008074863763933,0.25709339558251,-0.5077419,0.5125063,-0.008074863763933,0.008074863763933,TRUE,"Naive (ADVI)",0.5,0.4,10
"beta1",1,0.819276105,0.221945263300963,0.410508475,1.2862555,-0.180723895,0.180723895,TRUE,"Proposed (ADVI)",0.5,0.4,11
"beta2",2,2.32827473,0.264679233014448,1.799847,2.8603725,0.32827473,0.32827473,TRUE,"Proposed (ADVI)",0.5,0.4,11
"beta3",3,3.44532494,0.336708144739819,2.7902095,4.081717,0.44532494,0.44532494,TRUE,"Proposed (ADVI)",0.5,0.4,11
"beta4",-4,-4.52477444,0.383271845605858,-5.25636725,-3.759528,-0.52477444,0.52477444,TRUE,"Proposed (ADVI)",0.5,0.4,11
"beta5",-5,-5.38484968,0.458729350643535,-6.2919975,-4.4392335,-0.38484968,0.38484968,TRUE,"Proposed (ADVI)",0.5,0.4,11
"beta6",0,-0.25023803439,0.243743060027888,-0.755433375,0.1892314,-0.25023803439,0.25023803439,TRUE,"Proposed (ADVI)",0.5,0.4,11
"beta7",0,-0.03936629056,0.256064962119742,-0.54955385,0.45033455,-0.03936629056,0.03936629056,TRUE,"Proposed (ADVI)",0.5,0.4,11
"beta8",0,0.1577950889,0.228201138344658,-0.2845671,0.60781115,0.1577950889,0.1577950889,TRUE,"Proposed (ADVI)",0.5,0.4,11
"beta9",0,-0.356221103918,0.255943899106668,-0.86945155,0.156412825,-0.356221103918,0.356221103918,TRUE,"Proposed (ADVI)",0.5,0.4,11
"beta10",0,0.260515089707,0.216115036923659,-0.152401475,0.696329275,0.260515089707,0.260515089707,TRUE,"Proposed (ADVI)",0.5,0.4,11
"beta11",0,-0.49908084247,0.260103655597283,-0.988243025,-0.00231310675,-0.49908084247,0.49908084247,FALSE,"Proposed (ADVI)",0.5,0.4,11
"beta12",0,0.43840150191,0.261781465283539,-0.0831166575,0.968401775,0.43840150191,0.43840150191,TRUE,"Proposed (ADVI)",0.5,0.4,11
"beta13",0,-0.129007673944,0.231799970813888,-0.564860325,0.3369573,-0.129007673944,0.129007673944,TRUE,"Proposed (ADVI)",0.5,0.4,11
"beta14",0,0.1044567028849,0.237472482165948,-0.35995155,0.541666749999999,0.1044567028849,0.1044567028849,TRUE,"Proposed (ADVI)",0.5,0.4,11
"beta15",0,0.104626981889,0.243397024743049,-0.37291255,0.5838119,0.104626981889,0.104626981889,TRUE,"Proposed (ADVI)",0.5,0.4,11
"beta16",0,-0.23587357687,0.221453428215348,-0.635132975,0.2040667,-0.23587357687,0.23587357687,TRUE,"Proposed (ADVI)",0.5,0.4,11
"beta17",0,-0.0563350522872,0.245881663306501,-0.518097025,0.43508405,-0.0563350522872,0.0563350522872,TRUE,"Proposed (ADVI)",0.5,0.4,11
"beta18",0,-0.0578593029654,0.24133866104536,-0.52637595,0.42104485,-0.0578593029654,0.0578593029654,TRUE,"Proposed (ADVI)",0.5,0.4,11
"beta19",0,0.275029461667,0.229496825100763,-0.17088565,0.71542895,0.275029461667,0.275029461667,TRUE,"Proposed (ADVI)",0.5,0.4,11
"beta20",0,0.082135791298,0.226774847784695,-0.3647515,0.519439675,0.082135791298,0.082135791298,TRUE,"Proposed (ADVI)",0.5,0.4,11
"eta",0.4,0.733598392,0.234271791130819,0.3648907,1.259253,0.333598392,0.333598392,TRUE,"Proposed (ADVI)",0.5,0.4,11
"beta1",1,0.87465193897,0.451025384707368,-0.0147472975,1.74523325,-0.12534806103,0.12534806103,TRUE,"Naive (ADVI)",0.5,0.4,11
"beta2",2,-0.25451491194,0.737275470094592,-1.66180225,1.17248425,-2.25451491194,2.25451491194,FALSE,"Naive (ADVI)",0.5,0.4,11
"beta3",3,0.7557054094,0.669984796160352,-0.5830919,2.070453,-2.2442945906,2.2442945906,FALSE,"Naive (ADVI)",0.5,0.4,11
"beta4",-4,-1.6818299659,0.662973648390739,-2.96740825,-0.439743825,2.3181700341,2.3181700341,FALSE,"Naive (ADVI)",0.5,0.4,11
"beta5",-5,-2.05642880709,0.742110169531877,-3.55896775,-0.5483555,2.94357119291,2.94357119291,FALSE,"Naive (ADVI)",0.5,0.4,11
"beta6",0,-1.0741235858363,0.636069862755317,-2.369808,0.184960625,-1.0741235858363,1.0741235858363,TRUE,"Naive (ADVI)",0.5,0.4,11
"beta7",0,-0.12103135002,0.437589990885743,-0.952737425,0.742187275,-0.12103135002,0.12103135002,TRUE,"Naive (ADVI)",0.5,0.4,11
"beta8",0,0.35278758933,0.43918908101911,-0.5338519,1.22029525,0.35278758933,0.35278758933,TRUE,"Naive (ADVI)",0.5,0.4,11
"beta9",0,0.58975941375,0.629233782256253,-0.62002435,1.79026075,0.58975941375,0.58975941375,TRUE,"Naive (ADVI)",0.5,0.4,11
"beta10",0,-0.069016518953,0.448552784271643,-0.984000625,0.777998975,-0.069016518953,0.069016518953,TRUE,"Naive (ADVI)",0.5,0.4,11
"beta11",0,-0.791209544901,0.63979693375298,-2.049771,0.40793795,-0.791209544901,0.791209544901,TRUE,"Naive (ADVI)",0.5,0.4,11
"beta12",0,0.3859192699226,0.474643357654277,-0.578687775,1.26511775,0.3859192699226,0.3859192699226,TRUE,"Naive (ADVI)",0.5,0.4,11
"beta13",0,0.0891688489676,0.444856339840618,-0.76126175,0.97226175,0.0891688489676,0.0891688489676,TRUE,"Naive (ADVI)",0.5,0.4,11
"beta14",0,1.26587624937,0.73538216122601,-0.163453975,2.70806725,1.26587624937,1.26587624937,TRUE,"Naive (ADVI)",0.5,0.4,11
"beta15",0,0.925426779618,0.630358158166981,-0.2819042,2.1768655,0.925426779618,0.925426779618,TRUE,"Naive (ADVI)",0.5,0.4,11
"beta16",0,0.24717564345,0.556001393544175,-0.85266765,1.30161025,0.24717564345,0.24717564345,TRUE,"Naive (ADVI)",0.5,0.4,11
"beta17",0,0.95720565215,0.702996759245525,-0.46858685,2.27823925,0.95720565215,0.95720565215,TRUE,"Naive (ADVI)",0.5,0.4,11
"beta18",0,-0.00415161638099998,0.442676400068206,-0.864435475,0.85157545,-0.00415161638099998,0.00415161638099998,TRUE,"Naive (ADVI)",0.5,0.4,11
"beta19",0,0.887687244998,0.597315832148564,-0.2075471,2.0966635,0.887687244998,0.887687244998,TRUE,"Naive (ADVI)",0.5,0.4,11
"beta20",0,0.75876534749,0.570796025925453,-0.375512425,1.90811325,0.75876534749,0.75876534749,TRUE,"Naive (ADVI)",0.5,0.4,11
"beta1",1,1.110753098,0.223259821300971,0.699804625,1.579576,0.110753098,0.110753098,TRUE,"Proposed (ADVI)",0.5,0.4,12
"beta2",2,2.23163963,0.271444765990333,1.69736,2.77685325,0.23163963,0.23163963,TRUE,"Proposed (ADVI)",0.5,0.4,12
"beta3",3,3.13468876,0.31312687517909,2.5209215,3.72657,0.13468876,0.13468876,TRUE,"Proposed (ADVI)",0.5,0.4,12
"beta4",-4,-4.49424312,0.380328799550906,-5.229534,-3.7398305,-0.49424312,0.49424312,TRUE,"Proposed (ADVI)",0.5,0.4,12
"beta5",-5,-5.35109933,0.441448476305087,-6.19023825,-4.43234375,-0.35109933,0.35109933,TRUE,"Proposed (ADVI)",0.5,0.4,12
"beta6",0,-0.22665305742,0.239725902676819,-0.716421825,0.2094066,-0.22665305742,0.22665305742,TRUE,"Proposed (ADVI)",0.5,0.4,12
"beta7",0,0.047927948663,0.253390525042847,-0.445219725,0.529508025,0.047927948663,0.047927948663,TRUE,"Proposed (ADVI)",0.5,0.4,12
"beta8",0,0.1557314641498,0.219712133787588,-0.2636365,0.595837775,0.1557314641498,0.1557314641498,TRUE,"Proposed (ADVI)",0.5,0.4,12
"beta9",0,-0.177937850708,0.246466205235593,-0.68364875,0.296174575,-0.177937850708,0.177937850708,TRUE,"Proposed (ADVI)",0.5,0.4,12
"beta10",0,0.1084168062332,0.218835304757857,-0.3224879,0.543248625,0.1084168062332,0.1084168062332,TRUE,"Proposed (ADVI)",0.5,0.4,12
"beta11",0,-0.202211963804,0.232034843090338,-0.634966925,0.23955605,-0.202211963804,0.202211963804,TRUE,"Proposed (ADVI)",0.5,0.4,12
"beta12",0,0.50370615225,0.241279171875055,0.0179115475,0.988662075,0.50370615225,0.50370615225,FALSE,"Proposed (ADVI)",0.5,0.4,12
"beta13",0,-0.089329236169,0.248530115658873,-0.5470551,0.4027962,-0.089329236169,0.089329236169,TRUE,"Proposed (ADVI)",0.5,0.4,12
"beta14",0,0.211755605585,0.244593683979196,-0.26831345,0.6934078,0.211755605585,0.211755605585,TRUE,"Proposed (ADVI)",0.5,0.4,12
"beta15",0,0.0396589330066,0.231677508353597,-0.42322635,0.481332074999999,0.0396589330066,0.0396589330066,TRUE,"Proposed (ADVI)",0.5,0.4,12
"beta16",0,-0.34054188455,0.212522745189586,-0.724293775,0.102288875,-0.34054188455,0.34054188455,TRUE,"Proposed (ADVI)",0.5,0.4,12
"beta17",0,0.156521283689,0.255897632940689,-0.3244652,0.67281495,0.156521283689,0.156521283689,TRUE,"Proposed (ADVI)",0.5,0.4,12
"beta18",0,-0.154772394853,0.250811364585585,-0.65331255,0.346121525,-0.154772394853,0.154772394853,TRUE,"Proposed (ADVI)",0.5,0.4,12
"beta19",0,0.1798137839514,0.223912607724712,-0.278907825,0.58698435,0.1798137839514,0.1798137839514,TRUE,"Proposed (ADVI)",0.5,0.4,12
"beta20",0,0.17256011749,0.215881489735575,-0.253309675,0.588341725,0.17256011749,0.17256011749,TRUE,"Proposed (ADVI)",0.5,0.4,12
"eta",0.4,0.5328089487,0.229615803679169,0.214169325,1.082717,0.1328089487,0.1328089487,TRUE,"Proposed (ADVI)",0.5,0.4,12
"beta1",1,0.750038312286,0.44451437041827,-0.126521725,1.60805175,-0.249961687714,0.249961687714,TRUE,"Naive (ADVI)",0.5,0.4,12
"beta2",2,-0.27417904077,0.710660703129313,-1.62253025,1.10049775,-2.27417904077,2.27417904077,FALSE,"Naive (ADVI)",0.5,0.4,12
"beta3",3,0.741091690277,0.655295109590312,-0.578094125,2.0181175,-2.258908309723,2.258908309723,FALSE,"Naive (ADVI)",0.5,0.4,12
"beta4",-4,-1.659383569,0.659268040657186,-2.94435825,-0.418391875,2.340616431,2.340616431,FALSE,"Naive (ADVI)",0.5,0.4,12
"beta5",-5,-2.07879253179,0.767950107666252,-3.61067775,-0.531052625,2.92120746821,2.92120746821,FALSE,"Naive (ADVI)",0.5,0.4,12
"beta6",0,-1.03903268499,0.673832731991899,-2.3834675,0.285724075,-1.03903268499,1.03903268499,TRUE,"Naive (ADVI)",0.5,0.4,12
"beta7",0,0.2558650865766,0.44543170140922,-0.579941525,1.12713,0.2558650865766,0.2558650865766,TRUE,"Naive (ADVI)",0.5,0.4,12
"beta8",0,0.326339529294,0.442453942205342,-0.559333525,1.19011275,0.326339529294,0.326339529294,TRUE,"Naive (ADVI)",0.5,0.4,12
"beta9",0,0.5544200672,0.639949348986132,-0.66493215,1.76819325,0.5544200672,0.5544200672,TRUE,"Naive (ADVI)",0.5,0.4,12
"beta10",0,-0.1201868010978,0.438615424567197,-1.0165535,0.732744375,-0.1201868010978,0.1201868010978,TRUE,"Naive (ADVI)",0.5,0.4,12
"beta11",0,-0.807305207192,0.630933457103234,-2.052247,0.3812884,-0.807305207192,0.807305207192,TRUE,"Naive (ADVI)",0.5,0.4,12
"beta12",0,0.5319871858541,0.451150131510914,-0.36737215,1.380673,0.5319871858541,0.5319871858541,TRUE,"Naive (ADVI)",0.5,0.4,12
"beta13",0,0.242472069451,0.434344953295774,-0.58678295,1.11324975,0.242472069451,0.242472069451,TRUE,"Naive (ADVI)",0.5,0.4,12
"beta14",0,1.27935388859,0.735640133606634,-0.14572915,2.7366555,1.27935388859,1.27935388859,TRUE,"Naive (ADVI)",0.5,0.4,12
"beta15",0,0.90110030627,0.641908699469443,-0.3194589,2.14613175,0.90110030627,0.90110030627,TRUE,"Naive (ADVI)",0.5,0.4,12
"beta16",0,0.279820889353,0.536286260216982,-0.7978284,1.29387575,0.279820889353,0.279820889353,TRUE,"Naive (ADVI)",0.5,0.4,12
"beta17",0,1.05315940899,0.624038008287257,-0.217119575,2.23021075,1.05315940899,1.05315940899,TRUE,"Naive (ADVI)",0.5,0.4,12
"beta18",0,-0.067830017449,0.463309460329008,-0.9875322,0.824330325,-0.067830017449,0.067830017449,TRUE,"Naive (ADVI)",0.5,0.4,12
"beta19",0,0.861272732,0.60308709205177,-0.234674975,2.06068775,0.861272732,0.861272732,TRUE,"Naive (ADVI)",0.5,0.4,12
"beta20",0,0.80185965229,0.549640252741114,-0.2881661,1.95104575,0.80185965229,0.80185965229,TRUE,"Naive (ADVI)",0.5,0.4,12
"beta1",1,1.31405996,0.231936787495037,0.88689005,1.802059,0.31405996,0.31405996,TRUE,"Proposed (ADVI)",0.5,0.4,13
"beta2",2,1.92358461,0.254633544480735,1.42583875,2.43368025,-0.07641539,0.07641539,TRUE,"Proposed (ADVI)",0.5,0.4,13
"beta3",3,2.85076976,0.286712572339407,2.301684,3.40423925,-0.14923024,0.14923024,TRUE,"Proposed (ADVI)",0.5,0.4,13
"beta4",-4,-3.38809285,0.301016795272313,-3.9664175,-2.7895,0.61190715,0.61190715,FALSE,"Proposed (ADVI)",0.5,0.4,13
"beta5",-5,-4.48998819,0.382489689989642,-5.21027225,-3.71678575,0.51001181,0.51001181,TRUE,"Proposed (ADVI)",0.5,0.4,13
"beta6",0,0.049913253982,0.209237797138709,-0.379545075,0.43265805,0.049913253982,0.049913253982,TRUE,"Proposed (ADVI)",0.5,0.4,13
"beta7",0,0.145615796055,0.245568645141109,-0.332310525,0.620239725,0.145615796055,0.145615796055,TRUE,"Proposed (ADVI)",0.5,0.4,13
"beta8",0,-0.1105187400958,0.221239477304931,-0.5382145,0.345993875,-0.1105187400958,0.1105187400958,TRUE,"Proposed (ADVI)",0.5,0.4,13
"beta9",0,-0.35540765837,0.22927204484907,-0.816990375,0.09626195,-0.35540765837,0.35540765837,TRUE,"Proposed (ADVI)",0.5,0.4,13
"beta10",0,0.241518086124,0.212316275069697,-0.17691895,0.6830154,0.241518086124,0.241518086124,TRUE,"Proposed (ADVI)",0.5,0.4,13
"beta11",0,-0.0273542434968,0.218892630965517,-0.44683055,0.399923475,-0.0273542434968,0.0273542434968,TRUE,"Proposed (ADVI)",0.5,0.4,13
"beta12",0,-0.1203511444163,0.228068565069924,-0.593707575,0.331064125,-0.1203511444163,0.1203511444163,TRUE,"Proposed (ADVI)",0.5,0.4,13
"beta13",0,0.16458081006,0.226620002889394,-0.2594174,0.6189281,0.16458081006,0.16458081006,TRUE,"Proposed (ADVI)",0.5,0.4,13
"beta14",0,0.201821552679,0.218537254219198,-0.222291725,0.62994745,0.201821552679,0.201821552679,TRUE,"Proposed (ADVI)",0.5,0.4,13
"beta15",0,-0.2252988560829,0.218346030958881,-0.65420755,0.20615995,-0.2252988560829,0.2252988560829,TRUE,"Proposed (ADVI)",0.5,0.4,13
"beta16",0,-0.10133820042,0.206160641292169,-0.493104175,0.301418575,-0.10133820042,0.10133820042,TRUE,"Proposed (ADVI)",0.5,0.4,13
"beta17",0,0.0020589957768,0.233633427768126,-0.440380075,0.49016905,0.0020589957768,0.0020589957768,TRUE,"Proposed (ADVI)",0.5,0.4,13
"beta18",0,-0.09894297881,0.229750255788358,-0.550951825,0.355164675,-0.09894297881,0.09894297881,TRUE,"Proposed (ADVI)",0.5,0.4,13
"beta19",0,-0.109271163283,0.223220892398972,-0.574697175,0.3112353,-0.109271163283,0.109271163283,TRUE,"Proposed (ADVI)",0.5,0.4,13
"beta20",0,0.108990945886,0.225000719595997,-0.322574325,0.549098725,0.108990945886,0.108990945886,TRUE,"Proposed (ADVI)",0.5,0.4,13
"eta",0.4,0.575449173,0.22202873432994,0.2551333,1.07111925,0.175449173,0.175449173,TRUE,"Proposed (ADVI)",0.5,0.4,13
"beta1",1,1.253156193,0.249016170262081,0.762404625,1.73400875,0.253156193,0.253156193,TRUE,"Naive (ADVI)",0.5,0.4,13
"beta2",2,1.89614955,0.276919003582713,1.3559195,2.443247,-0.10385045,0.10385045,TRUE,"Naive (ADVI)",0.5,0.4,13
"beta3",3,2.85182012,0.275844138486434,2.278898,3.37896575,-0.14817988,0.14817988,TRUE,"Naive (ADVI)",0.5,0.4,13
"beta4",-4,-3.30323828,0.313645419121621,-3.91439,-2.6866075,0.69676172,0.69676172,FALSE,"Naive (ADVI)",0.5,0.4,13
"beta5",-5,-4.42228528,0.338812294791708,-5.07864325,-3.763377,0.57771472,0.57771472,TRUE,"Naive (ADVI)",0.5,0.4,13
"beta6",0,0.019637709835,0.220710700913053,-0.41969635,0.4469591,0.019637709835,0.019637709835,TRUE,"Naive (ADVI)",0.5,0.4,13
"beta7",0,0.126509414156,0.22763260331616,-0.315007475,0.581482825,0.126509414156,0.126509414156,TRUE,"Naive (ADVI)",0.5,0.4,13
