"method","setting","sigma2","rho","rep","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,159,"eta",1.6,2.05773289,0.287933173495426,1.508819,2.64958325,0.45773289,0.45773289,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta1",1,1.050064627,0.0696157206511982,0.91798035,1.18856625,0.050064627,0.050064627,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta2",2,1.9821863,0.104265044675822,1.77728925,2.192153,-0.0178137,0.0178137,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta3",3,3.05360652,0.133029973865427,2.78969375,3.295842,0.0536065200000002,0.0536065200000002,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta4",-4,-4.03092193,0.155949525363934,-4.31985125,-3.72705025,-0.0309219299999999,0.0309219299999999,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta5",-5,-5.04637641,0.192217076035225,-5.3995015,-4.661218,-0.0463764099999997,0.0463764099999997,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta6",0,0.0016531493466,0.0611853331174662,-0.12306365,0.11949825,0.0016531493466,0.0016531493466,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta7",0,-0.0357045792563,0.0662967459747349,-0.161318025,0.087838595,-0.0357045792563,0.0357045792563,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta8",0,-0.0250411556207,0.0569345440852612,-0.141146725,0.0832885675,-0.0250411556207,0.0250411556207,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta9",0,-0.1029787099016,0.083384394345178,-0.25649275,0.0615034424999999,-0.1029787099016,0.1029787099016,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta10",0,0.064777287979,0.0701025859618343,-0.0746210125,0.194772475,0.064777287979,0.064777287979,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta11",0,0.016510926924,0.0706124051666289,-0.124875125,0.155610525,0.016510926924,0.016510926924,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta12",0,-0.0363125238893,0.0792401491006887,-0.193919625,0.10753935,-0.0363125238893,0.0363125238893,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta13",0,-0.068541254587,0.0705139877020525,-0.2049871,0.0695479825,-0.068541254587,0.068541254587,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta14",0,-0.03889473288662,0.0657672429456811,-0.163050775,0.0866925075,-0.03889473288662,0.03889473288662,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta15",0,0.002006513425,0.0777098581827008,-0.14136025,0.159400425,0.002006513425,0.002006513425,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta16",0,-0.0615427628074,0.0771214837351135,-0.21491465,0.0850758174999999,-0.0615427628074,0.0615427628074,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta17",0,0.0078761334125,0.0602126143547399,-0.1104366,0.12524015,0.0078761334125,0.0078761334125,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta18",0,-0.096992585395,0.0731115626312028,-0.24261455,0.0464216,-0.096992585395,0.096992585395,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta19",0,-0.079238508147,0.0735323686123744,-0.21799725,0.0704185875,-0.079238508147,0.079238508147,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"beta20",0,0.0764869325868,0.0805062859218157,-0.0908699475,0.226048525,0.0764869325868,0.0764869325868,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,160,"eta",1.6,2.30658399,0.306417268916538,1.72414425,2.9416385,0.70658399,0.70658399,FALSE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta1",1,1.029471572,0.0726044557950413,0.89325325,1.172063,0.0294715720000001,0.0294715720000001,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta2",2,2.00893953,0.101244639252933,1.80954125,2.2136985,0.00893953000000014,0.00893953000000014,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta3",3,2.91754104,0.125606712185553,2.6638425,3.14884175,-0.0824589599999999,0.0824589599999999,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta4",-4,-4.10253917,0.155843796962416,-4.3985275,-3.79536775,-0.10253917,0.10253917,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta5",-5,-5.19169478,0.201709666603643,-5.56226025,-4.7842225,-0.19169478,0.19169478,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta6",0,-0.024329745343,0.0634473750320298,-0.14858,0.0966236725,-0.024329745343,0.024329745343,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta7",0,-0.0996291756044,0.0689695736311231,-0.226445325,0.0292918025,-0.0996291756044,0.0996291756044,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta8",0,0.136901062089,0.0630855325762573,0.00533599225,0.26068675,0.136901062089,0.136901062089,FALSE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta9",0,-0.102609277616,0.0717151298329079,-0.236669925,0.0301150175,-0.102609277616,0.102609277616,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta10",0,0.0135229048459,0.0640672561127148,-0.1181228,0.13276185,0.0135229048459,0.0135229048459,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta11",0,0.0218877570511,0.0803064662707746,-0.13422335,0.17894995,0.0218877570511,0.0218877570511,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta12",0,-0.130610495873,0.0755805864255777,-0.279305,0.011217225,-0.130610495873,0.130610495873,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta13",0,-0.073304608256,0.0772723610475598,-0.225041,0.0813106275,-0.073304608256,0.073304608256,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta14",0,-0.130721549206,0.0636488486139182,-0.246275675,-0.00992931675000001,-0.130721549206,0.130721549206,FALSE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta15",0,-0.0885166875289,0.0772513373589183,-0.233983125,0.063186155,-0.0885166875289,0.0885166875289,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta16",0,-0.16253265713,0.0729011095296722,-0.305307225,-0.018445815,-0.16253265713,0.16253265713,FALSE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta17",0,-0.0060766158103,0.071138071616532,-0.1469146,0.1314421,-0.0060766158103,0.0060766158103,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta18",0,-0.0518913266129,0.0763649937806779,-0.1946392,0.100752425,-0.0518913266129,0.0518913266129,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta19",0,-0.05262125588092,0.0681779766857717,-0.181466325,0.08180757,-0.05262125588092,0.05262125588092,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"beta20",0,-0.066042722509,0.0837634725061223,-0.232103825,0.0911907224999999,-0.066042722509,0.066042722509,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,161,"eta",1.6,1.95952099,0.303514156398766,1.37575725,2.603122,0.35952099,0.35952099,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta1",1,0.965610559,0.0686816727339692,0.83497045,1.1022385,-0.034389441,0.034389441,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta2",2,2.03078111,0.0932049798118622,1.850171,2.216077,0.0307811099999999,0.0307811099999999,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta3",3,2.9722273,0.140533336136575,2.69339275,3.231127,-0.0277726999999999,0.0277726999999999,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta4",-4,-4.05735073,0.15475316047708,-4.346791,-3.74015025,-0.0573507299999996,0.0573507299999996,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta5",-5,-4.97455171,0.183946378423472,-5.31466875,-4.61185525,0.0254482899999999,0.0254482899999999,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta6",0,0.0228353082389,0.0620032805204115,-0.096887395,0.141399475,0.0228353082389,0.0228353082389,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta7",0,-0.082274802173,0.07484296573702,-0.23587475,0.0571861774999999,-0.082274802173,0.082274802173,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta8",0,-0.013126163522,0.078947263613744,-0.180031825,0.1396917,-0.013126163522,0.013126163522,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta9",0,0.055560080059,0.067684236851199,-0.0737299075,0.18839825,0.055560080059,0.055560080059,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta10",0,-0.0042361784217,0.0722270880655789,-0.157269275,0.1291429,-0.0042361784217,0.0042361784217,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta11",0,-0.0657258443381,0.0774792197524482,-0.216396425,0.0907131574999999,-0.0657258443381,0.0657258443381,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta12",0,-0.0101569420286,0.0691460531554075,-0.14989835,0.1252416,-0.0101569420286,0.0101569420286,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta13",0,-0.0158956528371,0.0681648827255599,-0.1486491,0.120254475,-0.0158956528371,0.0158956528371,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta14",0,0.0162072477554,0.0676511561601349,-0.108671925,0.14886955,0.0162072477554,0.0162072477554,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta15",0,-0.024322949802,0.0768464858053832,-0.16656775,0.13348065,-0.024322949802,0.024322949802,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta16",0,-0.114216858447,0.0689585400555166,-0.252262725,0.0171644774999999,-0.114216858447,0.114216858447,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta17",0,-0.0391884885924,0.0675413401192411,-0.170530975,0.0913034625,-0.0391884885924,0.0391884885924,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta18",0,-0.0145042916552,0.0767634589679026,-0.164222125,0.1353621,-0.0145042916552,0.0145042916552,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta19",0,-0.0312829222766,0.0772716727769014,-0.177602575,0.124737075,-0.0312829222766,0.0312829222766,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"beta20",0,0.0132950242513,0.0772344642349914,-0.1314628,0.1654234,0.0132950242513,0.0132950242513,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,162,"eta",1.6,1.347885916,0.210078427708791,0.96966715,1.7921405,-0.252114084,0.252114084,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta1",1,1.011487797,0.0709910945911319,0.8767936,1.15272625,0.011487797,0.011487797,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta2",2,2.1141933,0.109005587265815,1.90075325,2.33467775,0.1141933,0.1141933,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta3",3,3.03033932,0.131524340660289,2.7690505,3.26849975,0.03033932,0.03033932,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta4",-4,-4.13838291,0.166540484038133,-4.445061,-3.8095875,-0.13838291,0.13838291,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta5",-5,-5.1786818,0.199848327902751,-5.5481375,-4.773954,-0.1786818,0.1786818,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta6",0,0.0034445650509,0.0637234475960844,-0.123415275,0.1264107,0.0034445650509,0.0034445650509,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta7",0,-0.075586523779,0.0669360776184097,-0.201332975,0.0468886775,-0.075586523779,0.075586523779,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta8",0,0.022822225239,0.0612368210165134,-0.0996470525,0.136423825,0.022822225239,0.022822225239,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta9",0,0.0274341476035,0.0866398524487453,-0.132051875,0.19345425,0.0274341476035,0.0274341476035,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta10",0,0.0024312285652,0.0691435201947199,-0.13050815,0.133487225,0.0024312285652,0.0024312285652,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta11",0,-0.01035695763717,0.0707303446854764,-0.1508796,0.1271987,-0.01035695763717,0.01035695763717,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta12",0,-0.010224883936,0.0730822659756268,-0.156534125,0.1330849,-0.010224883936,0.010224883936,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta13",0,-0.21707051357,0.0717080546252492,-0.356096325,-0.0740296475,-0.21707051357,0.21707051357,FALSE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta14",0,-0.08749724693,0.0695898920112953,-0.222401775,0.04475827,-0.08749724693,0.08749724693,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta15",0,-0.0263854125457,0.0791673225590322,-0.1760665,0.1297918,-0.0263854125457,0.0263854125457,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta16",0,-0.0340671048231,0.0762259027067304,-0.190490525,0.112243225,-0.0340671048231,0.0340671048231,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta17",0,0.062406800388,0.0638177811082629,-0.0638303475,0.189088575,0.062406800388,0.062406800388,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta18",0,0.0016363606214,0.0727593800744249,-0.1431122,0.142549375,0.0016363606214,0.0016363606214,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta19",0,-0.012361902173,0.0753664683157015,-0.1537211,0.13759335,-0.012361902173,0.012361902173,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"beta20",0,0.02436310002,0.0818777061550538,-0.14070175,0.17641755,0.02436310002,0.02436310002,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,163,"eta",1.6,1.70020244,0.224746602131414,1.2673945,2.16958325,0.10020244,0.10020244,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta1",1,0.978051239,0.0699425027867172,0.844255475,1.117236,-0.021948761,0.021948761,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta2",2,1.96246337,0.101895245292193,1.762449,2.16757475,-0.03753663,0.03753663,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta3",3,3.02019028,0.129790127983,2.7622935,3.255826,0.02019028,0.02019028,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta4",-4,-4.12409125,0.158515323542348,-4.41536,-3.81173175,-0.12409125,0.12409125,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta5",-5,-5.11167878,0.188768884500246,-5.45807275,-4.7297125,-0.11167878,0.11167878,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta6",0,-0.0385367111889,0.0617426101027631,-0.162701525,0.0792824625,-0.0385367111889,0.0385367111889,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta7",0,0.02464550799,0.0664369333579408,-0.100563575,0.14997735,0.02464550799,0.02464550799,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta8",0,0.01948512848,0.0529232729856522,-0.0857862925,0.120532175,0.01948512848,0.01948512848,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta9",0,-0.062703608785,0.0852609240811635,-0.22059295,0.106228875,-0.062703608785,0.062703608785,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta10",0,0.031473145559,0.0722931251302859,-0.11230155,0.166648925,0.031473145559,0.031473145559,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta11",0,-0.0518092836143298,0.0709774127221265,-0.1913689,0.0895376975,-0.0518092836143298,0.0518092836143298,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta12",0,0.0160453763704,0.0775431948782922,-0.13806005,0.1569965,0.0160453763704,0.0160453763704,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta13",0,0.0773765109194,0.0730168750266192,-0.0659489475,0.22447525,0.0773765109194,0.0773765109194,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta14",0,0.099082656533,0.0603527634098021,-0.01687897,0.217891075,0.099082656533,0.099082656533,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta15",0,0.0137136368432,0.0750518979134423,-0.1280001,0.16576995,0.0137136368432,0.0137136368432,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta16",0,-0.0108201641976,0.0816237821369134,-0.17656875,0.14552035,-0.0108201641976,0.0108201641976,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta17",0,0.0486082008117,0.0636476111020733,-0.0773556725,0.1698513,0.0486082008117,0.0486082008117,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta18",0,0.0342977972577,0.0704523075187139,-0.107416825,0.1727759,0.0342977972577,0.0342977972577,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta19",0,0.0684307687462,0.0748982367308973,-0.069262335,0.21651635,0.0684307687462,0.0684307687462,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"beta20",0,0.0506910219451,0.0839186337617879,-0.1207217,0.204388725,0.0506910219451,0.0506910219451,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,164,"eta",1.6,1.303602509,0.224182072068725,0.903941425,1.79967425,-0.296397491,0.296397491,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta1",1,1.008466908,0.0698369419428677,0.875962225,1.147416,0.00846690799999994,0.00846690799999994,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta2",2,2.09226961,0.105841737095814,1.88394325,2.3059405,0.0922696099999998,0.0922696099999998,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta3",3,3.17468553,0.136733539406093,2.9028285,3.4227435,0.17468553,0.17468553,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta4",-4,-4.26884257,0.168427978336087,-4.57979975,-3.929126,-0.26884257,0.26884257,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta5",-5,-5.298636,0.204366270796429,-5.67124625,-4.88474825,-0.298636,0.298636,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta6",0,0.01662437306845,0.063664911224796,-0.111298575,0.139746425,0.01662437306845,0.01662437306845,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta7",0,-0.015260661786,0.0667629602395754,-0.14156065,0.11295955,-0.015260661786,0.015260661786,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta8",0,-0.0697858961181,0.056877293463884,-0.18455535,0.039686795,-0.0697858961181,0.0697858961181,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta9",0,0.0041270299091,0.0855404509677026,-0.155604525,0.1719509,0.0041270299091,0.0041270299091,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta10",0,-0.0839326219784,0.0715924124884042,-0.2261023,0.0540772975,-0.0839326219784,0.0839326219784,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta11",0,0.024300642196,0.070639264785887,-0.112822075,0.165268025,0.024300642196,0.024300642196,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta12",0,-0.055413425378,0.0795731171209595,-0.211279175,0.090190405,-0.055413425378,0.055413425378,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta13",0,-0.087747261073,0.070888981222735,-0.226555125,0.0565984175,-0.087747261073,0.087747261073,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta14",0,-0.0397757672312,0.0692535963618996,-0.17284385,0.0932430325,-0.0397757672312,0.0397757672312,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta15",0,-0.0341639854559,0.0755171855359829,-0.173563475,0.11833995,-0.0341639854559,0.0341639854559,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta16",0,0.0108304993169,0.078023491763982,-0.1473203,0.159949125,0.0108304993169,0.0108304993169,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta17",0,0.074645205166,0.061208318643786,-0.04570451,0.195992025,0.074645205166,0.074645205166,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta18",0,-0.051210371463,0.0794649316781914,-0.2062175,0.102997275,-0.051210371463,0.051210371463,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta19",0,0.077001213799,0.0734962056113465,-0.06067067,0.224617725,0.077001213799,0.077001213799,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"beta20",0,-0.07142964567,0.0809517361090742,-0.240300575,0.079770925,-0.07142964567,0.07142964567,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,165,"eta",1.6,1.166844164,0.184025180367684,0.844058075,1.5613235,-0.433155836,0.433155836,FALSE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,166,"beta1",1,1.174646624,0.0781954417544002,1.02651775,1.32996325,0.174646624,0.174646624,FALSE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,166,"beta2",2,2.19660734,0.113784457940411,1.97285175,2.421353,0.19660734,0.19660734,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,166,"beta3",3,3.24450334,0.140997279995788,2.96189625,3.4985095,0.24450334,0.24450334,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,166,"beta4",-4,-4.32080488,0.165935717336183,-4.62851,-3.99151975,-0.32080488,0.32080488,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,166,"beta5",-5,-5.49484319,0.212876904906489,-5.88689275,-5.06254075,-0.49484319,0.49484319,FALSE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,166,"beta6",0,-0.024788700539,0.0619945957928975,-0.14574225,0.0954145025,-0.024788700539,0.024788700539,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,166,"beta7",0,0.073415560918,0.0723762227121777,-0.0684710525,0.20568695,0.073415560918,0.073415560918,TRUE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,166,"beta8",0,-0.13451341328,0.057870652832474,-0.250498675,-0.022017415,-0.13451341328,0.13451341328,FALSE
"Proposed Method (ADVI)","sigma2=0.4,rho=0.4",0.4,0.4,166,"beta9",0,0.0400993184523,0.0895399131321753,-0.123022675,0.212521075,0.0400993184523,0.0400993184523,TRUE
