"method","setting","sigma2","rho","rep","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,34,"beta6",0,0.054115849956,0.0686981251226175,-0.0834937475,0.187233875,0.054115849956,0.054115849956,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,34,"beta7",0,0.100601985217,0.0703196873239217,-0.0331354425,0.232769425,0.100601985217,0.100601985217,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,34,"beta8",0,-0.0532690506133,0.0666365741310025,-0.1900354,0.0774519325,-0.0532690506133,0.0532690506133,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,34,"beta9",0,-0.100808001719,0.0883380684156599,-0.264065475,0.0774416925,-0.100808001719,0.100808001719,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,34,"beta10",0,-0.120898675453,0.0686791906484061,-0.258038875,0.011054755,-0.120898675453,0.120898675453,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,34,"beta11",0,-0.0020499808414,0.0711688185710782,-0.13967605,0.141788875,-0.0020499808414,0.0020499808414,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,34,"beta12",0,0.0239449189669,0.0816707633917214,-0.140492525,0.1730527,0.0239449189669,0.0239449189669,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,34,"beta13",0,0.031508188753,0.0707842683893076,-0.104191775,0.172603675,0.031508188753,0.031508188753,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,34,"beta14",0,0.078890847138,0.0693929318711308,-0.0542865525,0.21080045,0.078890847138,0.078890847138,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,34,"beta15",0,-0.044007387102,0.0820979049760964,-0.198581875,0.12305805,-0.044007387102,0.044007387102,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,34,"beta16",0,-0.0059951508782,0.0814060445577696,-0.17194405,0.1511165,-0.0059951508782,0.0059951508782,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,34,"beta17",0,0.081070499013,0.0642653777801319,-0.04634062,0.2069455,0.081070499013,0.081070499013,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,34,"beta18",0,0.086252955751,0.0740336262690569,-0.0622721475,0.228111675,0.086252955751,0.086252955751,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,34,"beta19",0,0.0252278246293,0.0768647100532095,-0.119247125,0.181369725,0.0252278246293,0.0252278246293,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,34,"beta20",0,0.1446538695729,0.0850583076432776,-0.0366699925,0.30553285,0.1446538695729,0.1446538695729,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,34,"eta",1.6,2.13773987,0.267428743715496,1.63631375,2.671445,0.53773987,0.53773987,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta1",1,1.010066459,0.0749769169843412,0.868035575,1.15898825,0.0100664589999999,0.0100664589999999,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta2",2,2.03419892,0.109831404943876,1.81865075,2.254056,0.0341989200000001,0.0341989200000001,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta3",3,3.18123592,0.137524338098109,2.906012,3.43123525,0.18123592,0.18123592,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta4",-4,-4.16360909,0.158283233746842,-4.4536345,-3.84883025,-0.16360909,0.16360909,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta5",-5,-5.02881034,0.1938650544658,-5.38629275,-4.63829425,-0.0288103399999997,0.0288103399999997,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta6",0,-0.0270222318221,0.0600315489977564,-0.144155925,0.09032469,-0.0270222318221,0.0270222318221,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta7",0,-0.001883881213,0.0645337870561053,-0.124793775,0.120772625,-0.001883881213,0.001883881213,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta8",0,0.0653073003166,0.0595916105882513,-0.0567149525,0.176893575,0.0653073003166,0.0653073003166,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta9",0,-0.14087089107,0.085153685197241,-0.29524805,0.0266457025,-0.14087089107,0.14087089107,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta10",0,0.05926178446625,0.0644457029424954,-0.064752005,0.18314735,0.05926178446625,0.05926178446625,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta11",0,-0.1834863141514,0.0732785543717423,-0.3312422,-0.030999225,-0.1834863141514,0.1834863141514,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta12",0,-0.061921435134,0.0828090836006161,-0.225322525,0.0958572625,-0.061921435134,0.061921435134,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta13",0,0.035460537847,0.0689063025479596,-0.10434555,0.1765021,0.035460537847,0.035460537847,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta14",0,-0.09584295681704,0.07139774021647,-0.22818585,0.038626135,-0.09584295681704,0.09584295681704,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta15",0,0.0767147620073,0.0748215313027981,-0.0653839325,0.22872355,0.0767147620073,0.0767147620073,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta16",0,0.0482505058944,0.0796749647893635,-0.108348825,0.200491975,0.0482505058944,0.0482505058944,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta17",0,0.156295331874,0.0683153000918788,0.021652375,0.2898583,0.156295331874,0.156295331874,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta18",0,0.0261651867281,0.0702653534764118,-0.114879975,0.162006975,0.0261651867281,0.0261651867281,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta19",0,0.08888761545,0.0719870459109894,-0.044944505,0.23367605,0.08888761545,0.08888761545,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"beta20",0,0.119710601162,0.0747952408544817,-0.0328663325,0.25786065,0.119710601162,0.119710601162,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,35,"eta",1.6,1.93427467,0.295128692557097,1.37295125,2.57705825,0.33427467,0.33427467,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta1",1,1.034984076,0.0684924088555737,0.90503095,1.171256,0.034984076,0.034984076,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta2",2,2.02877089,0.103197785273684,1.82593175,2.23658175,0.0287708900000001,0.0287708900000001,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta3",3,3.11632755,0.133091674845614,2.84979175,3.357539,0.11632755,0.11632755,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta4",-4,-4.03134615,0.160630749189757,-4.32238325,-3.71640025,-0.0313461500000001,0.0313461500000001,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta5",-5,-5.12621748,0.195671513576389,-5.481009,-4.73257675,-0.12621748,0.12621748,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta6",0,0.0689836445784,0.061878364475322,-0.0561114,0.1887258,0.0689836445784,0.0689836445784,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta7",0,-0.00866864365,0.0705111000039807,-0.14616925,0.128455725,-0.00866864365,0.00866864365,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta8",0,-0.017228622685,0.0597847003914431,-0.14037245,0.0954092025,-0.017228622685,0.017228622685,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta9",0,-0.0002480753849,0.0833649482478463,-0.153459875,0.160933075,-0.0002480753849,0.0002480753849,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta10",0,-0.000685704787,0.0682078036854472,-0.1346444,0.128100175,-0.000685704787,0.000685704787,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta11",0,0.093583707044,0.071000908575803,-0.04684263,0.2371027,0.093583707044,0.093583707044,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta12",0,-0.107049989948,0.0787194980190562,-0.263922125,0.037828265,-0.107049989948,0.107049989948,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta13",0,0.059001730675,0.0698641583512862,-0.078422385,0.20332645,0.059001730675,0.059001730675,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta14",0,0.0453302088331,0.0741021636880528,-0.0931530925,0.194173475,0.0453302088331,0.0453302088331,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta15",0,0.0234148135706,0.0733764116914639,-0.10955925,0.1722507,0.0234148135706,0.0234148135706,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta16",0,-0.0342461465113,0.0779939135107278,-0.191028775,0.1179879,-0.0342461465113,0.0342461465113,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta17",0,0.0023960255736,0.0610692966621197,-0.117733375,0.1206231,0.0023960255736,0.0023960255736,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta18",0,0.066865529635,0.0719386244871701,-0.071483245,0.20418475,0.066865529635,0.066865529635,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta19",0,0.036424187866,0.0702071197802991,-0.0987510525,0.173910675,0.036424187866,0.036424187866,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"beta20",0,-0.00146246388823,0.0811310560497419,-0.165711925,0.150651175,-0.00146246388823,0.00146246388823,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,36,"eta",1.6,1.85395339,0.29036799056396,1.29930525,2.46677725,0.25395339,0.25395339,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta1",1,0.877787956,0.064979743152988,0.75449985,1.00706575,-0.122212044,0.122212044,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta2",2,1.9308582,0.0990518570221657,1.737263,2.13036925,-0.0691417999999999,0.0691417999999999,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta3",3,2.94486162,0.124091964048108,2.698987,3.1681675,-0.0551383799999998,0.0551383799999998,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta4",-4,-3.8738168,0.148480508342063,-4.1445615,-3.5832105,0.1261832,0.1261832,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta5",-5,-4.85588515,0.178352701384837,-5.18750175,-4.50183125,0.14411485,0.14411485,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta6",0,-0.0093307464591,0.0617979011961208,-0.1308175,0.1113962,-0.0093307464591,0.0093307464591,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta7",0,0.0088743907543,0.0661964958663999,-0.118276375,0.129547975,0.0088743907543,0.0088743907543,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta8",0,-0.0203579672992,0.0579925722172158,-0.138263775,0.0897940325,-0.0203579672992,0.0203579672992,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta9",0,-0.155470903981,0.0895424885596204,-0.323042525,0.01619163,-0.155470903981,0.155470903981,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta10",0,-0.135798811478,0.0690749807868204,-0.273916,-0.00742456925000002,-0.135798811478,0.135798811478,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta11",0,0.0456812590241,0.0676350028926108,-0.0884192925,0.180729925,0.0456812590241,0.0456812590241,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta12",0,-0.000276264640999999,0.0759815273283764,-0.155148525,0.1423523,-0.000276264640999999,0.000276264640999999,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta13",0,0.0107713918384,0.0686256678488184,-0.1230023,0.149293275,0.0107713918384,0.0107713918384,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta14",0,-0.1112936532871,0.0660450225688836,-0.2379755,0.017762065,-0.1112936532871,0.1112936532871,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta15",0,-0.0233682552133,0.0737573221166048,-0.16117435,0.126910625,-0.0233682552133,0.0233682552133,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta16",0,-0.008991823132236,0.0773616462210545,-0.161613675,0.139970675,-0.008991823132236,0.008991823132236,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta17",0,0.0759470024508,0.0619202506861988,-0.0469863425,0.195143175,0.0759470024508,0.0759470024508,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta18",0,-0.0410506211737,0.0728861819488033,-0.183416825,0.100425575,-0.0410506211737,0.0410506211737,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta19",0,0.0062020314203,0.0723707296226832,-0.129573875,0.150762675,0.0062020314203,0.0062020314203,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"beta20",0,0.036706659046,0.077541790142053,-0.117455575,0.1789364,0.036706659046,0.036706659046,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,37,"eta",1.6,1.465873963,0.268244157958526,0.9706278,2.04273225,-0.134126037,0.134126037,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta1",1,0.911891016,0.0689142927287224,0.781344825,1.0487785,-0.088108984,0.088108984,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta2",2,2.04928945,0.108302746096346,1.8353295,2.26707875,0.0492894499999998,0.0492894499999998,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta3",3,3.0350521,0.131717994280992,2.77242,3.27318675,0.0350521000000001,0.0350521000000001,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta4",-4,-4.09567476,0.155896268959902,-4.377813,-3.791314,-0.0956747599999996,0.0956747599999996,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta5",-5,-5.04479724,0.192411555512857,-5.40114375,-4.65813375,-0.0447972400000003,0.0447972400000003,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta6",0,0.000258219784599999,0.0606355005270686,-0.1179955,0.11722915,0.000258219784599999,0.000258219784599999,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta7",0,0.0676870832853,0.0660384252819349,-0.0595320775,0.195465925,0.0676870832853,0.0676870832853,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta8",0,-0.12882035399,0.0565868423147287,-0.24334035,-0.0183375725,-0.12882035399,0.12882035399,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta9",0,-0.0385734007679,0.0871413762895331,-0.197758025,0.130529075,-0.0385734007679,0.0385734007679,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta10",0,-0.012815905533,0.0675155661186585,-0.1517573,0.1159089,-0.012815905533,0.012815905533,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta11",0,-0.112010483664,0.0739695442516956,-0.262861475,0.039738555,-0.112010483664,0.112010483664,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta12",0,0.061578050414,0.0845895337667642,-0.10623775,0.217383275,0.061578050414,0.061578050414,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta13",0,0.127133040544,0.0706708958557665,-0.00812853825,0.2693738,0.127133040544,0.127133040544,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta14",0,0.0580713289147,0.0662372664410232,-0.06896842,0.18397615,0.0580713289147,0.0580713289147,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta15",0,0.059630576598,0.076259927181426,-0.0882823625,0.211992875,0.059630576598,0.059630576598,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta16",0,0.02032891736,0.078696126753007,-0.138077225,0.168682025,0.02032891736,0.02032891736,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta17",0,-0.020367239873736,0.0667400364492296,-0.1458008,0.10833175,-0.020367239873736,0.020367239873736,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta18",0,0.0261613820929,0.0718101413722366,-0.11795775,0.1695354,0.0261613820929,0.0261613820929,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta19",0,-0.0181541055923,0.0725187745106392,-0.159883275,0.1245572,-0.0181541055923,0.0181541055923,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"beta20",0,0.087853856585,0.0761036394258075,-0.06713115,0.23276165,0.087853856585,0.087853856585,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,38,"eta",1.6,1.89665668,0.31031190426167,1.30768875,2.56392125,0.29665668,0.29665668,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta1",1,0.931216474,0.0852124120911838,0.769075975,1.10106475,-0.068783526,0.068783526,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta2",2,1.97001044,0.10589512049453,1.76344575,2.18273925,-0.02998956,0.02998956,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta3",3,2.88672658,0.128474322242148,2.629195,3.11803225,-0.11327342,0.11327342,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta4",-4,-3.98678527,0.156715564309433,-4.27112,-3.67517225,0.0132147300000001,0.0132147300000001,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta5",-5,-4.98130673,0.191789923508944,-5.3376535,-4.599471,0.01869327,0.01869327,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta6",0,0.0098704929671,0.0733211054563299,-0.13129775,0.1520066,0.0098704929671,0.0098704929671,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta7",0,0.0215459600229,0.0725057648096268,-0.11678255,0.158623075,0.0215459600229,0.0215459600229,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta8",0,0.017548652043,0.0656168752353638,-0.118735175,0.1380099,0.017548652043,0.017548652043,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta9",0,0.0781722907252,0.0774326018578844,-0.0621391225,0.228016325,0.0781722907252,0.0781722907252,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta10",0,0.0324724922816,0.0728602249903521,-0.112276075,0.163957875,0.0324724922816,0.0324724922816,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta11",0,0.02940318929,0.0758310272014886,-0.118587425,0.188839175,0.02940318929,0.02940318929,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta12",0,-0.0512484993312,0.0749033290803099,-0.202441775,0.0884168875,-0.0512484993312,0.0512484993312,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta13",0,0.10115411966,0.0679801844629158,-0.04402419,0.234923725,0.10115411966,0.10115411966,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta14",0,-0.0896058982652,0.0773930357258457,-0.230547,0.0594132,-0.0896058982652,0.0896058982652,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta15",0,0.0252537435491,0.0737304796526913,-0.1088583,0.180494125,0.0252537435491,0.0252537435491,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta16",0,-0.0175689565035,0.0800815506480311,-0.1752269,0.13507385,-0.0175689565035,0.0175689565035,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta17",0,0.03121178433692,0.0620365997358671,-0.0903628325,0.155597825,0.03121178433692,0.03121178433692,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta18",0,-0.047668409711,0.0711008796200214,-0.18569245,0.0899592525,-0.047668409711,0.047668409711,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta19",0,0.0105580831159,0.0737034622687856,-0.128452325,0.158235725,0.0105580831159,0.0105580831159,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"beta20",0,-0.013720403473,0.0700805195810638,-0.149492575,0.117258725,-0.013720403473,0.013720403473,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,39,"eta",1.6,1.498997438,0.254840352261892,1.038691,2.057334,-0.101002562,0.101002562,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta1",1,1.008045737,0.0717453975279409,0.8719202,1.15078625,0.008045737,0.008045737,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta2",2,2.0984268,0.109513799415518,1.88394575,2.3203615,0.0984267999999999,0.0984267999999999,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta3",3,3.1211122,0.134548526398158,2.852271,3.36549375,0.1211122,0.1211122,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta4",-4,-4.18091061,0.162367588025348,-4.482667,-3.85940725,-0.18091061,0.18091061,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta5",-5,-5.41598833,0.210896271257083,-5.80193275,-4.99096575,-0.41598833,0.41598833,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta6",0,-0.078621214623,0.0662567857993047,-0.210156725,0.0451026225,-0.078621214623,0.078621214623,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta7",0,0.071572669458,0.067433108404187,-0.0547747625,0.19788985,0.071572669458,0.071572669458,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta8",0,0.0376301732678,0.0585276495207691,-0.082544135,0.146954975,0.0376301732678,0.0376301732678,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta9",0,0.032972318423,0.0855918967791852,-0.134205325,0.204489125,0.032972318423,0.032972318423,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta10",0,-0.011913102095,0.0664163226523044,-0.14789935,0.111833775,-0.011913102095,0.011913102095,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta11",0,0.0213265414322,0.0710132159716048,-0.12105995,0.1653813,0.0213265414322,0.0213265414322,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta12",0,-0.117240354194,0.0801849009424866,-0.2748376,0.0292856875,-0.117240354194,0.117240354194,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta13",0,-0.145313096377,0.073384000088032,-0.2863303,0.00140822799999999,-0.145313096377,0.145313096377,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta14",0,0.0544722911676,0.0709981454502255,-0.0766420875,0.194742375,0.0544722911676,0.0544722911676,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta15",0,0.052299830514,0.0784585563105722,-0.0935315375,0.21048815,0.052299830514,0.052299830514,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta16",0,0.040910809689,0.0825461575605252,-0.126497675,0.200446075,0.040910809689,0.040910809689,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta17",0,-0.0348120880178,0.0623504669443056,-0.1563395,0.0839563675,-0.0348120880178,0.0348120880178,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta18",0,0.039525402545,0.0748878668655474,-0.1054623,0.186754825,0.039525402545,0.039525402545,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta19",0,0.009076380069,0.0772662213663904,-0.139096675,0.16181695,0.009076380069,0.009076380069,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"beta20",0,0.17541489554,0.080688111313169,0.0130921275,0.3237308,0.17541489554,0.17541489554,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,40,"eta",1.6,2.11300453,0.265993149294208,1.60024575,2.65205725,0.51300453,0.51300453,FALSE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta1",1,1.095938683,0.0719175468190829,0.9594871,1.23902625,0.095938683,0.095938683,TRUE
"Proposed Method (ADVI)","sigma2=0.1,rho=0.4",0.1,0.4,41,"beta2",2,2.16676778,0.10778499899095,1.95475725,2.3824205,0.16676778,0.16676778,TRUE
