"setting","kind","rep","method","seconds"
"gamma=(-5,1,1.6)","nonignorable",69,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",70,"Missing first-pass (ADVI)",0.273000000000025
"gamma=(-5,1,1.6)","nonignorable",71,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",72,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",73,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",74,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",75,"Missing first-pass (ADVI)",0.241000000000042
"gamma=(-5,1,1.6)","nonignorable",76,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",77,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",78,"Missing first-pass (ADVI)",0.241999999999962
"gamma=(-5,1,1.6)","nonignorable",79,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",80,"Missing first-pass (ADVI)",0.241000000000042
"gamma=(-5,1,1.6)","nonignorable",81,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",82,"Missing first-pass (ADVI)",0.238999999999976
"gamma=(-5,1,1.6)","nonignorable",83,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",84,"Missing first-pass (ADVI)",0.241000000000042
"gamma=(-5,1,1.6)","nonignorable",85,"Missing first-pass (ADVI)",0.241999999999962
"gamma=(-5,1,1.6)","nonignorable",86,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",87,"Missing first-pass (ADVI)",0.241000000000042
"gamma=(-5,1,1.6)","nonignorable",88,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",89,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",90,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",91,"Missing first-pass (ADVI)",0.274999999999977
"gamma=(-5,1,1.6)","nonignorable",92,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",93,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",94,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",95,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",96,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",97,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",98,"Missing first-pass (ADVI)",0.241999999999962
"gamma=(-5,1,1.6)","nonignorable",99,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",100,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",101,"Missing first-pass (ADVI)",0.239999999999952
"gamma=(-5,1,1.6)","nonignorable",102,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",103,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",104,"Missing first-pass (ADVI)",0.241000000000042
"gamma=(-5,1,1.6)","nonignorable",105,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",106,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",107,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",108,"Missing first-pass (ADVI)",0.241999999999962
"gamma=(-5,1,1.6)","nonignorable",109,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",110,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",111,"Missing first-pass (ADVI)",0.241999999999962
"gamma=(-5,1,1.6)","nonignorable",112,"Missing first-pass (ADVI)",0.237000000000023
"gamma=(-5,1,1.6)","nonignorable",113,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",114,"Missing first-pass (ADVI)",0.269999999999982
"gamma=(-5,1,1.6)","nonignorable",115,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",116,"Missing first-pass (ADVI)",0.246999999999957
"gamma=(-5,1,1.6)","nonignorable",117,"Missing first-pass (ADVI)",0.243999999999971
"gamma=(-5,1,1.6)","nonignorable",118,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",119,"Missing first-pass (ADVI)",0.243999999999971
"gamma=(-5,1,1.6)","nonignorable",120,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",121,"Missing first-pass (ADVI)",0.245000000000005
"gamma=(-5,1,1.6)","nonignorable",122,"Missing first-pass (ADVI)",0.245999999999981
"gamma=(-5,1,1.6)","nonignorable",123,"Missing first-pass (ADVI)",0.243999999999971
"gamma=(-5,1,1.6)","nonignorable",124,"Missing first-pass (ADVI)",0.241000000000042
"gamma=(-5,1,1.6)","nonignorable",125,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",126,"Missing first-pass (ADVI)",0.243999999999971
"gamma=(-5,1,1.6)","nonignorable",127,"Missing first-pass (ADVI)",0.244000000000028
"gamma=(-5,1,1.6)","nonignorable",128,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",129,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",130,"Missing first-pass (ADVI)",0.244000000000028
"gamma=(-5,1,1.6)","nonignorable",131,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",132,"Missing first-pass (ADVI)",0.244000000000028
"gamma=(-5,1,1.6)","nonignorable",133,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",134,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",135,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",136,"Missing first-pass (ADVI)",0.244000000000028
"gamma=(-5,1,1.6)","nonignorable",137,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",138,"Missing first-pass (ADVI)",0.243999999999971
"gamma=(-5,1,1.6)","nonignorable",139,"Missing first-pass (ADVI)",0.244000000000028
"gamma=(-5,1,1.6)","nonignorable",140,"Missing first-pass (ADVI)",0.247000000000014
"gamma=(-5,1,1.6)","nonignorable",141,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",142,"Missing first-pass (ADVI)",0.244000000000028
"gamma=(-5,1,1.6)","nonignorable",143,"Missing first-pass (ADVI)",0.252999999999986
"gamma=(-5,1,1.6)","nonignorable",144,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",145,"Missing first-pass (ADVI)",0.245999999999981
"gamma=(-5,1,1.6)","nonignorable",146,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",147,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",148,"Missing first-pass (ADVI)",0.24799999999999
"gamma=(-5,1,1.6)","nonignorable",149,"Missing first-pass (ADVI)",0.247000000000014
"gamma=(-5,1,1.6)","nonignorable",150,"Missing first-pass (ADVI)",0.244000000000028
"gamma=(-5,1,1.6)","nonignorable",151,"Missing first-pass (ADVI)",0.245000000000005
"gamma=(-5,1,1.6)","nonignorable",152,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",153,"Missing first-pass (ADVI)",0.245000000000005
"gamma=(-5,1,1.6)","nonignorable",154,"Missing first-pass (ADVI)",0.245000000000005
"gamma=(-5,1,1.6)","nonignorable",155,"Missing first-pass (ADVI)",0.247000000000014
"gamma=(-5,1,1.6)","nonignorable",156,"Missing first-pass (ADVI)",0.246000000000038
"gamma=(-5,1,1.6)","nonignorable",157,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",158,"Missing first-pass (ADVI)",0.241999999999962
"gamma=(-5,1,1.6)","nonignorable",159,"Missing first-pass (ADVI)",0.243999999999971
"gamma=(-5,1,1.6)","nonignorable",160,"Missing first-pass (ADVI)",0.247000000000014
"gamma=(-5,1,1.6)","nonignorable",161,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",162,"Missing first-pass (ADVI)",0.243000000000052
"gamma=(-5,1,1.6)","nonignorable",163,"Missing first-pass (ADVI)",0.246999999999957
"gamma=(-5,1,1.6)","nonignorable",164,"Missing first-pass (ADVI)",0.245000000000005
"gamma=(-5,1,1.6)","nonignorable",165,"Missing first-pass (ADVI)",0.244000000000028
"gamma=(-5,1,1.6)","nonignorable",166,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",167,"Missing first-pass (ADVI)",0.245000000000005
"gamma=(-5,1,1.6)","nonignorable",168,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",169,"Missing first-pass (ADVI)",0.244000000000028
"gamma=(-5,1,1.6)","nonignorable",170,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",171,"Missing first-pass (ADVI)",0.245999999999981
"gamma=(-5,1,1.6)","nonignorable",172,"Missing first-pass (ADVI)",0.397999999999968
"gamma=(-5,1,1.6)","nonignorable",173,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",174,"Missing first-pass (ADVI)",0.241000000000042
"gamma=(-5,1,1.6)","nonignorable",175,"Missing first-pass (ADVI)",0.237000000000023
"gamma=(-5,1,1.6)","nonignorable",176,"Missing first-pass (ADVI)",0.238
"gamma=(-5,1,1.6)","nonignorable",177,"Missing first-pass (ADVI)",0.238
"gamma=(-5,1,1.6)","nonignorable",178,"Missing first-pass (ADVI)",0.238
"gamma=(-5,1,1.6)","nonignorable",179,"Missing first-pass (ADVI)",0.237000000000023
"gamma=(-5,1,1.6)","nonignorable",180,"Missing first-pass (ADVI)",0.238
"gamma=(-5,1,1.6)","nonignorable",181,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",182,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",183,"Missing first-pass (ADVI)",0.238
"gamma=(-5,1,1.6)","nonignorable",184,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",185,"Missing first-pass (ADVI)",0.239000000000033
"gamma=(-5,1,1.6)","nonignorable",186,"Missing first-pass (ADVI)",0.241000000000042
"gamma=(-5,1,1.6)","nonignorable",187,"Missing first-pass (ADVI)",0.241999999999962
"gamma=(-5,1,1.6)","nonignorable",188,"Missing first-pass (ADVI)",0.241999999999962
"gamma=(-5,1,1.6)","nonignorable",189,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",190,"Missing first-pass (ADVI)",0.238999999999976
"gamma=(-5,1,1.6)","nonignorable",191,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",192,"Missing first-pass (ADVI)",0.238
"gamma=(-5,1,1.6)","nonignorable",193,"Missing first-pass (ADVI)",0.238999999999976
"gamma=(-5,1,1.6)","nonignorable",194,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",195,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",196,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",197,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",198,"Missing first-pass (ADVI)",0.239999999999952
"gamma=(-5,1,1.6)","nonignorable",199,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",200,"Missing first-pass (ADVI)",0.238999999999976
