"method","setting","kind","rep","missing","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta7",0,-0.278652143868,0.214941250375389,-0.700546375,0.1403736,-0.278652143868,0.278652143868,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta8",0,0.066104376284,0.179704758693868,-0.27691985,0.426605175,0.066104376284,0.066104376284,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta9",0,0.006821073037,0.196678504435498,-0.3804888,0.388010875,0.006821073037,0.006821073037,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta10",0,0.143105426841,0.158713763751624,-0.172785625,0.462525425,0.143105426841,0.143105426841,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta11",0,-0.217147671363,0.195150773479359,-0.592410475,0.1582265,-0.217147671363,0.217147671363,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta12",0,0.092709184253,0.202921648168837,-0.33327325,0.490743525,0.092709184253,0.092709184253,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta13",0,-0.0193424460682,0.182234579310538,-0.369876375,0.3396149,-0.0193424460682,0.0193424460682,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta14",0,0.030721657284,0.183112689167288,-0.32731825,0.3802788,0.030721657284,0.030721657284,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta15",0,0.0978187760282,0.176073994694195,-0.2474872,0.443375425,0.0978187760282,0.0978187760282,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta16",0,-0.148528531602,0.169844279213943,-0.448674225,0.205288725,-0.148528531602,0.148528531602,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta17",0,-0.422660335752,0.20482299023884,-0.80030245,-0.0182650550000001,-0.422660335752,0.422660335752,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta18",0,-0.031522069436,0.189597369766395,-0.4094293,0.336762225,-0.031522069436,0.031522069436,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta19",0,0.074690024074,0.179941470822464,-0.27872415,0.4358139,0.074690024074,0.074690024074,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta20",0,-0.1054425850879,0.179995680623666,-0.457637675,0.244448775,-0.1054425850879,0.1054425850879,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"eta",1.6,2.052026225,0.355556795722933,1.436962,2.80590175,0.452026225,0.452026225,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta1",1,1.264165537,0.195117835382661,0.9048262,1.6745065,0.264165537,0.264165537,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta2",2,2.52693637,0.27219064512804,1.97774825,3.06584125,0.52693637,0.52693637,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta3",3,3.36204519,0.332604089608634,2.71726125,4.06320425,0.36204519,0.36204519,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta4",-4,-4.6252993,0.414008409151261,-5.4643085,-3.78913775,-0.6252993,0.6252993,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta5",-5,-6.23154997,0.565986063319028,-7.284043,-5.105493,-1.23154997,1.23154997,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta6",0,-0.168263678198,0.182974636350847,-0.543783225,0.16643695,-0.168263678198,0.168263678198,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta7",0,0.149519286963,0.18174156546787,-0.20539395,0.507743225,0.149519286963,0.149519286963,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta8",0,-0.1293249830715,0.179353032843447,-0.4778535,0.22449,-0.1293249830715,0.1293249830715,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta9",0,-0.253550365265,0.177323059849786,-0.608079225,0.0928835124999998,-0.253550365265,0.253550365265,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta10",0,0.3555089437,0.169294822005333,0.02905234,0.68905015,0.3555089437,0.3555089437,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta11",0,-0.1572510917571,0.16641636460676,-0.48342625,0.161743775,-0.1572510917571,0.1572510917571,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta12",0,-0.16990351711,0.171008789974694,-0.510318725,0.16859395,-0.16990351711,0.16990351711,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta13",0,0.174090495491,0.173458819593008,-0.1575934,0.516371475,0.174090495491,0.174090495491,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta14",0,-0.1688446945156,0.167465131547125,-0.5051312,0.155150425,-0.1688446945156,0.1688446945156,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta15",0,0.19110320189,0.179359096848318,-0.1616498,0.54942945,0.19110320189,0.19110320189,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta16",0,-0.1300600809771,0.148446846736858,-0.40236005,0.162825025,-0.1300600809771,0.1300600809771,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta17",0,0.148350560193,0.191327876197147,-0.2077664,0.548917525,0.148350560193,0.148350560193,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta18",0,0.140073612347,0.176152784911131,-0.2146121,0.47797895,0.140073612347,0.140073612347,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta19",0,-0.067815814982,0.173519284676531,-0.4178831,0.257833475,-0.067815814982,0.067815814982,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"beta20",0,0.28987367819,0.185526137248027,-0.0723220275,0.659686825,0.28987367819,0.28987367819,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",94,10,"eta",1.6,2.47268668,0.348764961172017,1.8659955,3.1640115,0.87268668,0.87268668,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta1",1,1.090705993,0.182286084278577,0.75498,1.474242,0.090705993,0.090705993,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta2",2,2.04370233,0.228246634577746,1.58913375,2.50074825,0.0437023299999999,0.0437023299999999,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta3",3,3.21379659,0.315166495781413,2.5978265,3.86398225,0.21379659,0.21379659,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta4",-4,-4.35613437,0.385001279980456,-5.12669,-3.5819855,-0.35613437,0.35613437,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta5",-5,-5.25626981,0.47084544462444,-6.156684,-4.3360905,-0.25626981,0.25626981,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta6",0,0.130867745504,0.163042771274548,-0.2062325,0.4433649,0.130867745504,0.130867745504,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta7",0,0.18309969598223,0.188558603093327,-0.201202875,0.5519607,0.18309969598223,0.18309969598223,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta8",0,0.1004474678434,0.161993134297202,-0.212102575,0.4329294,0.1004474678434,0.1004474678434,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta9",0,0.070048506168,0.167730082465599,-0.2739994,0.395419725,0.070048506168,0.070048506168,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta10",0,-0.046839268073,0.14986651316714,-0.3333751,0.2592773,-0.046839268073,0.046839268073,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta11",0,0.15266797633,0.177987703321467,-0.1893385,0.50055725,0.15266797633,0.15266797633,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta12",0,0.2142897806441,0.182195560552467,-0.171734,0.577600375,0.2142897806441,0.2142897806441,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta13",0,-0.1200969933808,0.162108628121245,-0.41646365,0.205374275,-0.1200969933808,0.1200969933808,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta14",0,-0.0166000215083,0.177627664528298,-0.359614125,0.3355176,-0.0166000215083,0.0166000215083,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta15",0,0.35411294993,0.164362736254118,0.03433166,0.685526075,0.35411294993,0.35411294993,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta16",0,0.111702882045,0.161833941963883,-0.19979315,0.438225625,0.111702882045,0.111702882045,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta17",0,-0.493553865337,0.171620218083474,-0.827645725,-0.157243075,-0.493553865337,0.493553865337,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta18",0,-0.01695713123,0.158108976279398,-0.31990835,0.293194575,-0.01695713123,0.01695713123,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta19",0,-0.0313716725123,0.156526918852283,-0.341923775,0.263649325,-0.0313716725123,0.0313716725123,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"beta20",0,0.356990560252,0.157044939685952,0.0469333175,0.6550965,0.356990560252,0.356990560252,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",95,10,"eta",1.6,1.91671886,0.339022558669979,1.321567,2.64310875,0.31671886,0.31671886,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta1",1,1.295270587,0.207153810608751,0.913689,1.7309705,0.295270587,0.295270587,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta2",2,2.28167638,0.260233882056249,1.76457925,2.8042,0.28167638,0.28167638,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta3",3,3.40593711,0.326611377826421,2.7659435,4.07878325,0.40593711,0.40593711,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta4",-4,-4.94644751,0.441583235105032,-5.817191,-4.06153775,-0.94644751,0.94644751,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta5",-5,-5.82725949,0.53080584764331,-6.84516725,-4.791094,-0.82725949,0.82725949,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta6",0,0.181445237951,0.174183364355986,-0.1654898,0.521626275,0.181445237951,0.181445237951,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta7",0,-0.360449404222,0.18605442098107,-0.725482225,0.01364169,-0.360449404222,0.360449404222,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta8",0,0.330002963298,0.174701832638102,-0.006784364,0.678216575,0.330002963298,0.330002963298,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta9",0,-0.038768050412,0.182905882365494,-0.412624975,0.31210455,-0.038768050412,0.038768050412,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta10",0,0.17733282489535,0.196442763451055,-0.204915625,0.572216975,0.17733282489535,0.17733282489535,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta11",0,-0.058983956907,0.186969086234005,-0.4227576,0.3039872,-0.058983956907,0.058983956907,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta12",0,0.181249788326,0.18905865130359,-0.183820675,0.559655425,0.181249788326,0.181249788326,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta13",0,-0.0520045980697,0.192300097266192,-0.420994025,0.322537525,-0.0520045980697,0.0520045980697,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta14",0,0.1240104431614,0.180709325180667,-0.223578,0.4667555,0.1240104431614,0.1240104431614,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta15",0,-0.1415454394044,0.181284567326744,-0.509018875,0.206110825,-0.1415454394044,0.1415454394044,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta16",0,-0.154055330744,0.161579410942109,-0.449181925,0.174083875,-0.154055330744,0.154055330744,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta17",0,-0.098069901944,0.214344338801839,-0.4937692,0.3324858,-0.098069901944,0.098069901944,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta18",0,0.122665826652,0.200856808279789,-0.2674083,0.517314575,0.122665826652,0.122665826652,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta19",0,0.150175475097,0.185913361680681,-0.2215371,0.4943103,0.150175475097,0.150175475097,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"beta20",0,-0.0079380971627,0.172421951690741,-0.342846,0.3417291,-0.0079380971627,0.0079380971627,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",96,10,"eta",1.6,1.851620081,0.36235484078847,1.24579325,2.6521515,0.251620081,0.251620081,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta1",1,1.110557865,0.180506395689476,0.7781105,1.4903515,0.110557865,0.110557865,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta2",2,2.31735901,0.248009267791004,1.83377325,2.81312475,0.31735901,0.31735901,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta3",3,3.35861837,0.319062845799088,2.73971525,3.996876,0.35861837,0.35861837,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta4",-4,-4.54144534,0.423021916564116,-5.373767,-3.67977875,-0.54144534,0.54144534,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta5",-5,-5.73072896,0.49620977522712,-6.66777775,-4.73644475,-0.73072896,0.73072896,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta6",0,-0.023216940317,0.158999980129598,-0.34818235,0.276164425,-0.023216940317,0.023216940317,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta7",0,0.016124242113,0.194379808770674,-0.3629539,0.38136215,0.016124242113,0.016124242113,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta8",0,0.274122232797,0.161545011863614,-0.0330115875,0.597104475,0.274122232797,0.274122232797,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta9",0,0.30029632863,0.165068639733525,-0.0329541625,0.623385375,0.30029632863,0.30029632863,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta10",0,-0.0080314158366,0.144561769435207,-0.297534675,0.282960325,-0.0080314158366,0.0080314158366,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta11",0,0.30293001688,0.174739390931418,-0.034266735,0.6306634,0.30293001688,0.30293001688,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta12",0,-0.001561755662,0.15845414333284,-0.320020725,0.324706625,-0.001561755662,0.001561755662,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta13",0,-0.106988979358,0.138858421129416,-0.36175105,0.16732445,-0.106988979358,0.106988979358,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta14",0,-0.30791062827,0.169710679090744,-0.6420834,0.00752557299999996,-0.30791062827,0.30791062827,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta15",0,-0.188333075044,0.16267319805784,-0.512204925,0.1296293,-0.188333075044,0.188333075044,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta16",0,-0.23170474082,0.15160183293664,-0.52080175,0.076595235,-0.23170474082,0.23170474082,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta17",0,-0.243945900226,0.175507526082765,-0.5717466,0.11131665,-0.243945900226,0.243945900226,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta18",0,-0.049335144346,0.161537103333434,-0.3728317,0.271553375,-0.049335144346,0.049335144346,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta19",0,0.192509887206,0.149733349870185,-0.10871675,0.472236,0.192509887206,0.192509887206,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"beta20",0,0.039434891947,0.150491435140453,-0.259371225,0.32191255,0.039434891947,0.039434891947,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",97,10,"eta",1.6,1.680663896,0.327549415473122,1.12600125,2.35063675,0.0806638959999999,0.0806638959999999,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",98,10,"beta1",1,1.29821435,0.209598826450648,0.912411175,1.73835125,0.29821435,0.29821435,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",98,10,"beta2",2,2.70832009,0.292511278942882,2.127805,3.2954285,0.70832009,0.70832009,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",98,10,"beta3",3,3.87816604,0.376873021179563,3.13524075,4.64764225,0.87816604,0.87816604,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",98,10,"beta4",-4,-5.2068792,0.468651483381025,-6.14707625,-4.25856225,-1.2068792,1.2068792,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",98,10,"beta5",-5,-6.28050696,0.55116450721429,-7.32998325,-5.1828765,-1.28050696,1.28050696,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",98,10,"beta6",0,-0.31154262669,0.178893615532525,-0.672361725,0.0174632225,-0.31154262669,0.31154262669,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",98,10,"beta7",0,0.311431173961,0.193511773179287,-0.0769317875,0.6846231,0.311431173961,0.311431173961,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",98,10,"beta8",0,0.06123495976,0.181190527386736,-0.2866802,0.42929055,0.06123495976,0.06123495976,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",98,10,"beta9",0,0.00426834527,0.201674446448591,-0.40093315,0.40081795,0.00426834527,0.00426834527,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",98,10,"beta10",0,0.099147819806,0.182420708722476,-0.241575825,0.467766375,0.099147819806,0.099147819806,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",98,10,"beta11",0,0.031842516101,0.195046391903909,-0.347400625,0.39879215,0.031842516101,0.031842516101,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",98,10,"beta12",0,0.1008632838603,0.1923352434543,-0.30836885,0.491524475,0.1008632838603,0.1008632838603,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",98,10,"beta13",0,0.307320321687,0.199059661740041,-0.082626105,0.71216815,0.307320321687,0.307320321687,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",98,10,"beta14",0,0.0735628635492,0.172578564363371,-0.27396365,0.4058889,0.0735628635492,0.0735628635492,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",98,10,"beta15",0,0.0780889146894,0.164739684441812,-0.24657765,0.406906675,0.0780889146894,0.0780889146894,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",98,10,"beta16",0,0.0335694524342,0.158274989629678,-0.26526865,0.354496275,0.0335694524342,0.0335694524342,TRUE
