"method","setting","kind","rep","missing","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",194,30,"beta13",0,-0.0578647102619,0.16648676040875,-0.385674825,0.2669907,-0.0578647102619,0.0578647102619,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",194,30,"beta14",0,-0.087542416197,0.159965424653502,-0.409461025,0.211641325,-0.087542416197,0.087542416197,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",194,30,"beta15",0,0.0497416627556,0.15935348989764,-0.263023975,0.353862825,0.0497416627556,0.0497416627556,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",194,30,"beta16",0,-0.0212650322483,0.141558956135179,-0.298745225,0.256416575,-0.0212650322483,0.0212650322483,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",194,30,"beta17",0,-0.0012496547183,0.172595084987127,-0.312876075,0.347846925,-0.0012496547183,0.0012496547183,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",194,30,"beta18",0,-0.159327174843,0.155194248546257,-0.453648225,0.13741115,-0.159327174843,0.159327174843,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",194,30,"beta19",0,0.0849863488993,0.149155562210631,-0.206339575,0.375608725,0.0849863488993,0.0849863488993,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",194,30,"beta20",0,0.182012818355,0.1559971468298,-0.123688325,0.487171225,0.182012818355,0.182012818355,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",194,30,"eta",1.6,1.049245356,0.308297195373695,0.54848675,1.7474785,-0.550754644,0.550754644,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta1",1,1.184147092,0.175898953478798,0.8601854,1.55424,0.184147092,0.184147092,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta2",2,1.96840634,0.228546857486756,1.5136855,2.4264075,-0.03159366,0.03159366,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta3",3,3.26183302,0.317257766361986,2.64089375,3.90623225,0.26183302,0.26183302,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta4",-4,-4.25967145,0.386925154732491,-5.03156175,-3.48532025,-0.25967145,0.25967145,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta5",-5,-5.63969547,0.499062378489305,-6.596993,-4.64875325,-0.63969547,0.63969547,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta6",0,0.002901085893,0.157250344152109,-0.3217509,0.296109975,0.002901085893,0.002901085893,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta7",0,-0.5110853468,0.17331959934654,-0.85392225,-0.162354175,-0.5110853468,0.5110853468,FALSE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta8",0,-0.18209922978,0.152176779572109,-0.467856375,0.12859375,-0.18209922978,0.18209922978,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta9",0,0.31440981529,0.167495571928798,-0.02394567,0.6279163,0.31440981529,0.31440981529,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta10",0,0.08465193403,0.148330059818659,-0.20416485,0.3858057,0.08465193403,0.08465193403,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta11",0,0.168897684625,0.18958422921454,-0.196919025,0.541354275,0.168897684625,0.168897684625,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta12",0,0.0129374558498,0.176062634189583,-0.3386532,0.362177375,0.0129374558498,0.0129374558498,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta13",0,-0.075245899964,0.168611268278133,-0.389252475,0.262528725,-0.075245899964,0.075245899964,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta14",0,-0.059079178785,0.161370210955501,-0.37296065,0.2624579,-0.059079178785,0.059079178785,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta15",0,0.179388294245,0.138452481674034,-0.09102603,0.44558985,0.179388294245,0.179388294245,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta16",0,0.151381540859,0.156664244696187,-0.142163625,0.470944325,0.151381540859,0.151381540859,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta17",0,-0.225952279677,0.166447742421842,-0.540761925,0.1262781,-0.225952279677,0.225952279677,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta18",0,-0.061993651797,0.176992587928963,-0.4078639,0.295800875,-0.061993651797,0.061993651797,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta19",0,-0.2141765136943,0.153991748445332,-0.5228061,0.074977585,-0.2141765136943,0.2141765136943,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"beta20",0,-0.1220340044498,0.164146561868675,-0.4448516,0.207649975,-0.1220340044498,0.1220340044498,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",195,30,"eta",1.6,1.605689693,0.307478371478043,1.083398,2.24638175,0.00568969299999988,0.00568969299999988,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta1",1,0.995622188,0.167967777545809,0.686448275,1.348337,-0.00437781199999998,0.00437781199999998,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta2",2,2.1798943,0.253192678556044,1.6748705,2.69025875,0.1798943,0.1798943,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta3",3,3.49292593,0.341009464792714,2.827035,4.170293,0.49292593,0.49292593,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta4",-4,-4.35297485,0.405054693355091,-5.15494725,-3.53687225,-0.35297485,0.35297485,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta5",-5,-5.61221627,0.507630091735135,-6.58887925,-4.62354575,-0.61221627,0.61221627,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta6",0,-0.119093234458,0.16770210127761,-0.458790575,0.193807975,-0.119093234458,0.119093234458,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta7",0,0.0436488475658,0.186911493017735,-0.3198036,0.41421495,0.0436488475658,0.0436488475658,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta8",0,-0.162805326463,0.153639461268002,-0.463748025,0.1547181,-0.162805326463,0.162805326463,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta9",0,-0.10234874827,0.171404573821508,-0.4417368,0.230921525,-0.10234874827,0.10234874827,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta10",0,0.29485956555,0.156478248999641,-0.0121210625,0.61774305,0.29485956555,0.29485956555,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta11",0,-0.186198953102,0.167706962225817,-0.5026998,0.12779925,-0.186198953102,0.186198953102,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta12",0,-0.332576309225,0.176963202054926,-0.67222025,0.01973198,-0.332576309225,0.332576309225,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta13",0,-0.343370224584,0.182165686393607,-0.68223635,0.0234834274999999,-0.343370224584,0.343370224584,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta14",0,0.113144251762,0.183158092427751,-0.247758075,0.4687057,0.113144251762,0.113144251762,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta15",0,0.229534132259,0.161376103179242,-0.083014725,0.546846075,0.229534132259,0.229534132259,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta16",0,-0.040082306782,0.142405582846456,-0.311551775,0.238519825,-0.040082306782,0.040082306782,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta17",0,0.03757955045,0.179375108454765,-0.300498125,0.386903825,0.03757955045,0.03757955045,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta18",0,0.04754942994995,0.173360539957675,-0.300151975,0.38471915,0.04754942994995,0.04754942994995,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta19",0,0.156447566839,0.159492204265373,-0.175116475,0.46913055,0.156447566839,0.156447566839,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"beta20",0,0.17218128222,0.167749376089596,-0.148811325,0.484543125,0.17218128222,0.17218128222,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",196,30,"eta",1.6,1.932236215,0.351813529830447,1.31234575,2.6843255,0.332236215,0.332236215,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta1",1,1.105416857,0.18861751680267,0.75803065,1.50227425,0.105416857,0.105416857,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta2",2,2.50447099,0.268699746827691,1.965338,3.0478705,0.50447099,0.50447099,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta3",3,3.97165185,0.382179744687139,3.23530025,4.7780635,0.97165185,0.97165185,FALSE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta4",-4,-5.01402002,0.452084161078551,-5.92401025,-4.10467875,-1.01402002,1.01402002,FALSE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta5",-5,-6.15989209,0.54341882392509,-7.18076575,-5.06809725,-1.15989209,1.15989209,FALSE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta6",0,0.261299743368,0.17303280689268,-0.0940990225,0.583411125,0.261299743368,0.261299743368,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta7",0,0.0493497872941,0.206445698848556,-0.369245025,0.454269025,0.0493497872941,0.0493497872941,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta8",0,-0.16004118617013,0.194196398648867,-0.5470783,0.23363225,-0.16004118617013,0.16004118617013,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta9",0,-0.10937371913,0.188337188179299,-0.4894538,0.276932725,-0.10937371913,0.10937371913,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta10",0,-0.19651468338,0.149911586898892,-0.488919925,0.111341425,-0.19651468338,0.19651468338,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta11",0,-0.1294957118774,0.198460763258453,-0.511211975,0.247065775,-0.1294957118774,0.1294957118774,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta12",0,0.0102148941304,0.202297342145087,-0.401011,0.43006875,0.0102148941304,0.0102148941304,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta13",0,0.236321349814,0.193744980541102,-0.130281825,0.6210162,0.236321349814,0.236321349814,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta14",0,0.330616439799,0.188590756545455,-0.0363507575,0.676770075,0.330616439799,0.330616439799,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta15",0,-0.20670173349,0.187510423618782,-0.575963325,0.16107895,-0.20670173349,0.20670173349,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta16",0,-0.0564711063876,0.166273602065517,-0.3686102,0.2734083,-0.0564711063876,0.0564711063876,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta17",0,-0.280392883014,0.20020837874507,-0.65183595,0.1352996,-0.280392883014,0.280392883014,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta18",0,-0.163468954659,0.190590585301627,-0.533447775,0.204447475,-0.163468954659,0.163468954659,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta19",0,0.076447615095,0.16359293696537,-0.2471338,0.38859475,0.076447615095,0.076447615095,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"beta20",0,-0.0064465859973,0.16094053204425,-0.3027371,0.310712825,-0.0064465859973,0.0064465859973,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",197,30,"eta",1.6,2.26376052,0.403488422060245,1.5627745,3.10553425,0.66376052,0.66376052,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta1",1,1.240506609,0.20193897635855,0.8685854,1.665389,0.240506609,0.240506609,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta2",2,2.27587357,0.256435688815448,1.76525575,2.7894465,0.27587357,0.27587357,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta3",3,3.72738482,0.363776846637216,3.01092825,4.46164275,0.72738482,0.72738482,FALSE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta4",-4,-4.97336085,0.454254751848954,-5.87508825,-4.06856875,-0.97336085,0.97336085,FALSE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta5",-5,-6.14047329,0.562680431785031,-7.19806,-5.02233675,-1.14047329,1.14047329,FALSE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta6",0,0.14940177249,0.170725258150896,-0.183757775,0.46283315,0.14940177249,0.14940177249,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta7",0,0.283940997155,0.192399693849934,-0.0995828575,0.6482883,0.283940997155,0.283940997155,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta8",0,0.1387976330555,0.184630105412575,-0.20157555,0.50631815,0.1387976330555,0.1387976330555,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta9",0,0.299047614364,0.196831284538678,-0.1139482,0.669154925,0.299047614364,0.299047614364,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta10",0,-0.40394290936,0.176086755206212,-0.7533696,-0.04674068,-0.40394290936,0.40394290936,FALSE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta11",0,-0.2205266968277,0.181561464873407,-0.560937675,0.1291943,-0.2205266968277,0.2205266968277,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta12",0,0.023318096815,0.188829464686899,-0.365533025,0.397626825,0.023318096815,0.023318096815,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta13",0,0.196714387674,0.192571404573622,-0.148891225,0.58026125,0.196714387674,0.196714387674,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta14",0,-0.017900426144,0.183577485059189,-0.378742325,0.329001875,-0.017900426144,0.017900426144,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta15",0,-0.139416137872,0.185876696660996,-0.4962029,0.23577365,-0.139416137872,0.139416137872,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta16",0,0.309100982473,0.168086207109028,-0.00909819025,0.653082375,0.309100982473,0.309100982473,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta17",0,-0.10108041729,0.195380094398226,-0.471873125,0.299300025,-0.10108041729,0.10108041729,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta18",0,0.3078575343122,0.206846424673928,-0.09856598,0.713386025,0.3078575343122,0.3078575343122,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta19",0,0.163570119483,0.180690613351944,-0.188775675,0.50255315,0.163570119483,0.163570119483,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"beta20",0,0.111484908134,0.183601291102819,-0.24854225,0.48049835,0.111484908134,0.111484908134,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",198,30,"eta",1.6,2.092353349,0.373412565819305,1.42070125,2.90903875,0.492353349,0.492353349,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta1",1,1.268850067,0.181124521628756,0.935263975,1.64994175,0.268850067,0.268850067,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta2",2,2.00454877,0.222366077122933,1.561259,2.452147,0.00454876999999998,0.00454876999999998,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta3",3,3.46609518,0.330437150437048,2.81749825,4.15280725,0.46609518,0.46609518,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta4",-4,-4.49784787,0.423887257705169,-5.33863075,-3.65589,-0.49784787,0.49784787,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta5",-5,-5.63288656,0.504869650186903,-6.5931885,-4.656305,-0.63288656,0.63288656,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta6",0,0.222629698913,0.170284834516358,-0.1237722,0.5431088,0.222629698913,0.222629698913,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta7",0,-0.18649044485,0.193006470586891,-0.565338075,0.1763336,-0.18649044485,0.18649044485,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta8",0,-0.5107046621,0.175935270821438,-0.854243975,-0.1678769,-0.5107046621,0.5107046621,FALSE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta9",0,-0.012992111872,0.168785505599206,-0.35967615,0.315027375,-0.012992111872,0.012992111872,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta10",0,0.086369923657,0.149497373046173,-0.213230475,0.3877369,0.086369923657,0.086369923657,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta11",0,0.1877913011766,0.175735309216888,-0.1506942,0.535957725,0.1877913011766,0.1877913011766,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta12",0,-0.214184544347,0.178754942831812,-0.57420285,0.1316993,-0.214184544347,0.214184544347,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta13",0,-0.030228559196,0.187759733462392,-0.37820425,0.34165515,-0.030228559196,0.030228559196,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta14",0,0.02906827768,0.164282628748107,-0.287926675,0.3391623,0.02906827768,0.02906827768,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta15",0,-0.040281328282,0.158133158067993,-0.34726925,0.268806725,-0.040281328282,0.040281328282,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta16",0,-0.1908164426322,0.167927674402512,-0.501936825,0.148245175,-0.1908164426322,0.1908164426322,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta17",0,-0.111197738675,0.18747966108608,-0.462854025,0.268138825,-0.111197738675,0.111197738675,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta18",0,-0.1526036946689,0.182857533004733,-0.510046875,0.1891282,-0.1526036946689,0.1526036946689,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta19",0,-0.34924149118,0.162965764931539,-0.673960575,-0.0388143325,-0.34924149118,0.34924149118,FALSE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"beta20",0,-0.037719262978,0.162980947585431,-0.34733915,0.29223705,-0.037719262978,0.037719262978,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",199,30,"eta",1.6,2.18871275,0.353133471167201,1.5658135,2.9032075,0.58871275,0.58871275,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta1",1,1.035198684,0.171148427049715,0.7201706,1.39458825,0.035198684,0.035198684,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta2",2,1.99536485,0.219899211772839,1.55929125,2.43664,-0.00463514999999992,0.00463514999999992,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta3",3,3.06473377,0.297201382082249,2.4767525,3.65768625,0.0647337700000001,0.0647337700000001,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta4",-4,-4.23420949,0.385039854611285,-5.0066995,-3.4560985,-0.23420949,0.23420949,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta5",-5,-4.86763906,0.433280856204691,-5.7014325,-4.0180405,0.13236094,0.13236094,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta6",0,0.0752573603398,0.163255963440175,-0.2550351,0.381285625,0.0752573603398,0.0752573603398,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta7",0,0.160868326616,0.173344679564148,-0.184313875,0.497251875,0.160868326616,0.160868326616,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta8",0,0.038368303192,0.16085746836038,-0.27995265,0.374457,0.038368303192,0.038368303192,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta9",0,-0.080363550761,0.171698600022388,-0.43320855,0.253289125,-0.080363550761,0.080363550761,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta10",0,-0.112209776776,0.150650445505435,-0.406998025,0.1909373,-0.112209776776,0.112209776776,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta11",0,0.060143837298,0.157294508958049,-0.238555125,0.364519825,0.060143837298,0.060143837298,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta12",0,0.091118706306,0.172156957546865,-0.26782505,0.413962425,0.091118706306,0.091118706306,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta13",0,0.01988884797471,0.167684722784283,-0.28803655,0.3586847,0.01988884797471,0.01988884797471,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta14",0,-0.111981565025,0.157651129808173,-0.43134225,0.185149025,-0.111981565025,0.111981565025,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta15",0,-0.0658403169672,0.158393693364057,-0.3897061,0.24004785,-0.0658403169672,0.0658403169672,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta16",0,-0.023846866808,0.161684414907319,-0.33089275,0.2923876,-0.023846866808,0.023846866808,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta17",0,0.02595895969,0.165575962581113,-0.27105075,0.368842325,0.02595895969,0.02595895969,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta18",0,-0.15123536508,0.175642995782862,-0.4897373,0.192781225,-0.15123536508,0.15123536508,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta19",0,0.044133772889,0.154077820714855,-0.280518475,0.3388895,0.044133772889,0.044133772889,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"beta20",0,0.117517589507,0.162067444383554,-0.2017769,0.43085055,0.117517589507,0.117517589507,TRUE
"Missing first-pass (ADVI)","30 Missing Spots","ignorable",200,30,"eta",1.6,1.270724957,0.30977642252418,0.770194275,1.94211675,-0.329275043,0.329275043,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta1",1,0.974005957,0.172806254668075,0.65574,1.33759875,-0.025994043,0.025994043,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta2",2,2.08949755,0.245827816225764,1.60090825,2.58278275,0.0894975499999999,0.0894975499999999,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta3",3,3.00321859,0.284814148164916,2.44402525,3.588838,0.00321858999999991,0.00321858999999991,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta4",-4,-4.12606596,0.366555870236016,-4.85473925,-3.391438,-0.12606596,0.12606596,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta5",-5,-4.92618108,0.438102960658076,-5.77097375,-4.059119,0.0738189199999999,0.0738189199999999,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta6",0,-0.310224683143,0.155923202205204,-0.6285215,-0.0167020575,-0.310224683143,0.310224683143,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta7",0,0.019280533803,0.175624505072431,-0.328423325,0.37081345,0.019280533803,0.019280533803,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta8",0,-0.0634392070233,0.142718673237916,-0.340019225,0.23388045,-0.0634392070233,0.0634392070233,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta9",0,-0.171180532459,0.170166027763787,-0.507344725,0.163333175,-0.171180532459,0.171180532459,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta10",0,-0.05331428904222,0.129004709521726,-0.2947284,0.210197525,-0.05331428904222,0.05331428904222,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta11",0,0.34338153594,0.165790145443703,0.024332905,0.676559675,0.34338153594,0.34338153594,FALSE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta12",0,0.107824095147,0.179121499648992,-0.25516005,0.4746161,0.107824095147,0.107824095147,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta13",0,-0.125126415873,0.144750177752727,-0.397457125,0.159200425,-0.125126415873,0.125126415873,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta14",0,0.0321129803816,0.155488331327824,-0.280186975,0.341268075,0.0321129803816,0.0321129803816,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta15",0,0.205074515108,0.162861972341031,-0.103447925,0.53199815,0.205074515108,0.205074515108,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta16",0,0.23050244595,0.149431612392825,-0.0545599375,0.533519475,0.23050244595,0.23050244595,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta17",0,0.0253178299682,0.168711981371981,-0.28537925,0.373953875,0.0253178299682,0.0253178299682,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta18",0,-0.1164329345808,0.163232640368969,-0.43821325,0.1965325,-0.1164329345808,0.1164329345808,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta19",0,0.26089653846,0.151005526326586,-0.02905762,0.550863025,0.26089653846,0.26089653846,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"beta20",0,0.120384674572,0.157109636105065,-0.174790525,0.423511525,0.120384674572,0.120384674572,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",1,5,"eta",1.6,1.475414722,0.321655399978707,0.931286675,2.17105825,-0.124585278,0.124585278,TRUE
"Missing first-pass (ADVI)","gamma=(-6,1,4)","nonignorable",2,9,"beta1",1,1.176443477,0.182217096855959,0.84104125,1.559082,0.176443477,0.176443477,TRUE
